Strategy,StoppingIteration,GradientStableIteration
K-Means_seed_45+Centroids_saturation_low_seed_45,62,62.0
K-Means_seed_45+Centroids_saturation_medium_seed_45,54,54.0
K-Means_seed_45+Centroids_saturation_high_seed_45,82,82.0
K-Means_seed_45+Random_seed_45,66,66.0
K-Means_seed_45+LHS_seed_45,63,63.0
K-Means_seed_45+Farthest_seed_45,62,62.0
K-Means_seed_45+ODAL_seed_45,100,90.0
K-Means_seed_45+K-Center_seed_45,78,78.0
Farthest_seed_45+Top5Similarity,60,60.0
Farthest_seed_45+Max Comp,53,53.0
Farthest_seed_45+Min Comp,42,42.0
Farthest_seed_45+Centroids_saturation_low_seed_45,74,74.0
Farthest_seed_45+Centroids_saturation_medium_seed_45,75,75.0
Farthest_seed_45+Centroids_saturation_high_seed_45,77,77.0
Farthest_seed_45+Random_seed_45,67,67.0
Farthest_seed_45+LHS_seed_45,73,73.0
Farthest_seed_45+K-Means_seed_45,62,62.0
Farthest_seed_45+ODAL_seed_45,50,50.0
Farthest_seed_45+K-Center_seed_45,42,42.0
ODAL_seed_45+Top5Similarity,100,
ODAL_seed_45+Max Comp,100,53.0
ODAL_seed_45+Min Comp,100,52.0
ODAL_seed_45+Centroids_saturation_low_seed_45,55,55.0
ODAL_seed_45+Centroids_saturation_medium_seed_45,56,56.0
ODAL_seed_45+Centroids_saturation_high_seed_45,47,47.0
ODAL_seed_45+Random_seed_45,66,66.0
ODAL_seed_45+LHS_seed_45,54,54.0
ODAL_seed_45+K-Means_seed_45,100,90.0
ODAL_seed_45+Farthest_seed_45,50,50.0
ODAL_seed_45+K-Center_seed_45,47,47.0
K-Center_seed_45+Top5Similarity,46,46.0
K-Center_seed_45+Max Comp,42,42.0
K-Center_seed_45+Min Comp,44,44.0
K-Center_seed_45+Centroids_saturation_low_seed_45,80,80.0
K-Center_seed_45+Centroids_saturation_medium_seed_45,70,70.0
K-Center_seed_45+Centroids_saturation_high_seed_45,59,59.0
K-Center_seed_45+Random_seed_45,49,49.0
K-Center_seed_45+LHS_seed_45,67,67.0
K-Center_seed_45+K-Means_seed_45,78,78.0
K-Center_seed_45+Farthest_seed_45,42,42.0
K-Center_seed_45+ODAL_seed_45,47,47.0
