Strategy,StoppingIteration,GradientStableIteration
Top5Similarity,100,
Max Comp,75,43.0
Min Comp,75,30.0
Centroids_saturation_medium_seed_44,79,45.0
Centroids_saturation_low_seed_44,80,52.0
Centroids_saturation_high_seed_44,53,53.0
Random_seed_44,80,35.0
LHS_seed_44,70,34.0
K-Means_seed_44,100,84.0
Farthest_seed_44,100,95.0
ODAL_seed_44,73,42.0
K-Center_seed_44,100,40.0
Random_seed_44+Top5Similarity,71,46.0
Random_seed_44+Max Comp,74,53.0
Random_seed_44+Min Comp,69,35.0
Random_seed_44+Centroids_saturation_medium_seed_44,66,55.0
Random_seed_44+Centroids_saturation_low_seed_44,58,52.0
Random_seed_44+Centroids_saturation_high_seed_44,62,54.0
Random_seed_44+LHS_seed_44,73,48.0
Random_seed_44+K-Means_seed_44,62,42.0
Random_seed_44+Farthest_seed_44,57,57.0
Random_seed_44+ODAL_seed_44,73,36.0
Random_seed_44+K-Center_seed_44,66,39.0
