Strategy,StoppingIteration,GradientStableIteration
Top5Similarity,100,
Max Comp,100,30.0
Min Comp,100,89.0
Centroids_saturation_medium_seed_42,100,87.0
Centroids_saturation_high_seed_42,73,54.0
Centroids_saturation_low_seed_42,100,
Random_seed_42,100,36.0
LHS_seed_42,100,
K-Means_seed_42,100,45.0
Farthest_seed_42,100,81.0
ODAL_seed_42,100,
K-Center_seed_42,100,
Random_seed_42+Top5Similarity,100,49.0
Random_seed_42+Max Comp,67,40.0
Random_seed_42+Min Comp,46,41.0
Random_seed_42+Centroids_saturation_medium_seed_42,100,47.0
Random_seed_42+Centroids_saturation_high_seed_42,100,45.0
Random_seed_42+Centroids_saturation_low_seed_42,100,48.0
Random_seed_42+LHS_seed_42,100,49.0
Random_seed_42+K-Means_seed_42,100,35.0
Random_seed_42+Farthest_seed_42,61,43.0
Random_seed_42+ODAL_seed_42,100,40.0
Random_seed_42+K-Center_seed_42,67,47.0
