Top8Similarity,Centroids_saturation_high,Centroids_saturation_medium,Centroids_saturation_low,Random,LHS,K-Means,Farthest,ODAL,K-Center
0.26341792678639203,0.08282934046283716,0.09004870053965792,0.0780118077044071,0.03961823448330785,0.17737746635635238,0.038115191877392623,0.03001552180542998,0.24442726539363108,0.03125090797285142
0.13210423932470913,0.07153996955648388,0.07318388721292063,0.06621227353954069,0.0343531720752063,0.17140739923956377,0.040463711636423004,0.030618676388063974,0.19909454821377676,0.028572856746178706
0.15410693303722522,0.06541360327097466,0.06412760303974396,0.06332774973698205,0.028368643766554652,0.16915056904524306,0.025844462636705427,0.024873779218790464,0.19416567072297658,0.028601183363483405
0.13713867963663703,0.06434490157310485,0.060568733478088055,0.06227535547676578,0.028464975172076336,0.06586295990287686,0.017655280239038777,0.023466893556583,0.19769441346807037,0.022217493774419762
0.1457624067247033,0.0630020973677676,0.0635343001587804,0.06356527377325003,0.02315187650685715,0.0653187230687012,0.016584352180918124,0.020536948920599277,0.1971865806427329,0.02205187014764507
0.1415415764488402,0.06420470282748907,0.06356074077105175,0.06360036199564133,0.01875620199847235,0.06535438014883711,0.015741158282909416,0.02041490155281933,0.20021503790717096,0.019723976082997717
0.061055666407284256,0.06424796122897104,0.06473660454327669,0.06412448446128562,0.017812999037099753,0.06517412401068155,0.01409334426781148,0.015415372051366222,0.19728929255099545,0.019613310020598563
0.04511894251735821,0.06478627841570496,0.0675140975780548,0.0673695115870285,0.01718894690205437,0.06409195388960168,0.014904898917071783,0.011796899220599661,0.1990114169299033,0.018988373597799604
0.02740815951960113,0.06525211103670042,0.06829168899807032,0.025679255662371617,0.015082852248560385,0.0640517837937057,0.014937607078224889,0.011739267449815368,0.20212346067713222,0.017968601934580716
0.034632146650620185,0.06565646091144432,0.06888201138740531,0.018581272036887385,0.014071103608230119,0.06477807430778842,0.014652287346160378,0.01149376677323623,0.19951498073845025,0.016446410683944705
0.03440417913688015,0.06582235250771765,0.06888334460898939,0.013948569319238983,0.013937948982570917,0.06455080745244342,0.014916368235684735,0.011382394923133473,0.19919906198730633,0.01618064874203315
0.025183735793970957,0.06602838742153774,0.06835049545192166,0.01415827304924922,0.013440629762331088,0.06876202479455854,0.014739091753800598,0.010904073212624541,0.199201938913997,0.013252560277864688
0.025387218676328965,0.06573079868879601,0.0686725234429713,0.01430934109457077,0.013322682116778076,0.0687455666783226,0.013911466810978301,0.01099778892232858,0.2001636199675582,0.011661043727781057
0.020069702426845113,0.06622903511059908,0.06885492004493333,0.014109320764285218,0.01268862109213404,0.06909329582263861,0.01376253642952989,0.011090076986932105,0.20035940846912495,0.011238686074812822
0.014731281121803903,0.06621050684294753,0.06822073936484095,0.01245240464592464,0.011782740565389966,0.06981516242441874,0.013746994560889281,0.01085147655127653,0.19823068367533622,0.010330854053020387
0.014760582599049495,0.06626422674727359,0.06759393296288341,0.012736057290471139,0.010469422221971994,0.07234705326367805,0.013574967110204393,0.00974779654886228,0.1994952377673194,0.010149389626777298
0.013644796680420923,0.06617672255381957,0.06678397362854352,0.010056097729607702,0.010365703082404336,0.0724134707488828,0.013339731320071775,0.00941971352060172,0.19975001569863018,0.009523677916134083
0.013640378652229732,0.06608938023142531,0.06593088647905972,0.008492560318891087,0.01037846784436301,0.07226568687861769,0.011844274179609947,0.008864120336585683,0.19894361483141174,0.009719813265959271
0.012691423811343786,0.06587019842122165,0.06522880180489153,0.008768883312905448,0.00965681446572676,0.0716660282718882,0.011756129114745838,0.008356041001147726,0.19527111224124313,0.00958690427925762
0.012231693875405604,0.0651791921133581,0.06513603702101166,0.008286539955343904,0.00898472816237883,0.0716452932730863,0.010998095204914059,0.008384775425803806,0.1904353906498891,0.009576538035938815
0.011765345021136324,0.06434801606191164,0.06566841320021777,0.008286677503412072,0.009084093621771101,0.07145706968528003,0.010532782180329762,0.008428360946434597,0.19150737030796147,0.009601416744325053
0.011567677641374442,0.06431604615087992,0.06562372321123547,0.007994842859143729,0.008733401206328779,0.07155406398430574,0.008983903867818631,0.008298936281668742,0.19091485742446762,0.009410605145830623
0.011461851609359634,0.0634839834002445,0.06551392000218244,0.007997030320304075,0.00872147954085955,0.07107788908673003,0.008844796213052909,0.008579458988455796,0.1861879310679199,0.00897120767483513
0.01135294558278763,0.0633920465021251,0.06514465204441114,0.007876072372138755,0.008654256425812345,0.07033680732976183,0.008821887655035136,0.008381741954514774,0.18610163659045922,0.00884706318970723
0.011251277713916964,0.016181503380226312,0.06481430819349888,0.007718835486712414,0.00845592082635067,0.07100664748115881,0.008707881810744533,0.008316378141716542,0.18602956258766318,0.008611210978833739
0.01119943546021645,0.015636680069138497,0.06365032087175718,0.007583576398575034,0.008453439304212699,0.06950489801770382,0.008689922205033044,0.008216880878764089,0.1856730397140796,0.008609659623198184
0.01087362804641203,0.011926923133567493,0.06391768230859843,0.007584573977514585,0.008421583823373423,0.07039253048178909,0.008703666244532787,0.008212359360955858,0.1843165472807707,0.008559186126142086
0.010735599943524457,0.011343741533743271,0.06399947000033773,0.0072953261939930816,0.008252874844310655,0.07091928307666498,0.00857147499273374,0.008041716667292411,0.176524570320671,0.00838766260384395
0.010912789011263418,0.009088133593944907,0.06398394918125896,0.007020893293278176,0.007695025369995622,0.07073889396065888,0.008405222754564411,0.008035679102291056,0.17450962371340434,0.008374164123665827
0.009632175214304711,0.008946137372979373,0.0639218923457099,0.0070188839614094035,0.0075474931005832585,0.07064593543351112,0.008131744754513682,0.007918405344897572,0.16992581794447992,0.008315564338672865
0.00965309356308722,0.008918247229591718,0.0636461822381487,0.007059237549888614,0.007515439018979712,0.07011463271378504,0.008119353224664056,0.0078696241135192,0.1711704404758362,0.008274488509066912
0.009624217563283443,0.008526307435283697,0.06363167733392285,0.006839618899555694,0.007519704388935045,0.06927638219047563,0.007958329169690219,0.007754896366825546,0.17083900668834856,0.00824183402779011
0.00926756002686864,0.00857052094550516,0.06421696652839216,0.006814028889608787,0.007476716302263962,0.06945780720831275,0.007853015792067177,0.007727382368394224,0.16953753864541632,0.008124238498672736
0.009218126823793438,0.008401819280043524,0.0647759780175013,0.006768366766665865,0.007449640088888402,0.07057530531347511,0.007866662521785429,0.00772503108548654,0.16782560861206697,0.007834065226795776
0.007578215418172985,0.008209350035391453,0.06466758555045204,0.006921727715674999,0.007463357883956655,0.0705312533512926,0.007843141764531736,0.007726185483748842,0.1675736805200339,0.0076259477834748355
0.007543114389670362,0.008131646895950147,0.0645931256459147,0.0069714306060257945,0.007449072675190376,0.07047544913247336,0.007840501517670668,0.007522170513984678,0.16762473601157427,0.007635765889393595
0.0076721503458126285,0.008120200014926969,0.06465070068784327,0.006454043501274167,0.006944815731515453,0.07021603860845928,0.007839388744438673,0.00761709058195683,0.16436784991256637,0.007630882606543984
0.00761580959233573,0.007936194391763315,0.06394693596119594,0.0064568888520772005,0.006935832460522758,0.06961616223552522,0.007812602600368958,0.00772629060392102,0.16468117959507048,0.007612569515994486
0.007591653352574354,0.007982679530768559,0.06350481514856421,0.006445101302095026,0.006886000070700242,0.06961395190526579,0.007816953529282411,0.007553440372885516,0.1638018118128003,0.007615617727497901
0.007595489430121872,0.007578761020330402,0.06353531796532286,0.0064630388675093915,0.006803637955360881,0.06953252170831256,0.007811652043812722,0.007658063660103747,0.1659758045977164,0.007455906985910673
0.007055349230539582,0.007551625633682867,0.06365444276020626,0.006459362785631943,0.006735833720825438,0.06980319513563077,0.007733931812179388,0.007657527334665274,0.16298376440662163,0.007464081752628291
0.006965564889831531,0.007500370640643473,0.06341136455165426,0.006454371019159436,0.006729350731480646,0.06792474277107226,0.007393691308434257,0.007606837655410188,0.16181214085242532,0.0075249296893710816
0.007078303614789734,0.007305292642114006,0.0632959496762209,0.006460932357621477,0.006777187800951372,0.06780739171808617,0.007373461842288913,0.007566839764655092,0.16059631816324668,0.007503509895534668
0.006979173788878347,0.007311000433322431,0.06313401626377527,0.006473193786500828,0.0067846651325393316,0.067646304910847,0.007348017301857951,0.007546745342830555,0.16109912870699244,0.0074598523735608475
0.006967052196165565,0.007277249343692686,0.06265813263170084,0.0064408564784554055,0.006760823514441696,0.06736370948947437,0.00715069471227618,0.00748266890705031,0.15816661809510946,0.007480768370951359
0.006936300499569168,0.006354834967902964,0.06128781588115621,0.00634534873378369,0.00674510367082691,0.06746825085035296,0.007097937346568785,0.007602593437059064,0.15840795665179455,0.007439041992969643
0.006902755171635335,0.006457154224724059,0.06175298776315455,0.006235552537742629,0.006695570343823601,0.067505416033424,0.007097703910880009,0.007417042164820116,0.1594909357281095,0.006916527451459481
0.006728513103940434,0.006211157906793518,0.061603803564943126,0.006238928603180177,0.00668238285543148,0.06706889567904604,0.007093812416294191,0.007297277708600763,0.15959471342384055,0.006916025649740964
0.006715952255287382,0.006185851319046567,0.061623153843076185,0.005959456874328526,0.006674473449404216,0.06706153422721044,0.006992398726165601,0.007360296871539163,0.159910740260746,0.006913397821554576
0.006680161049473549,0.006200179745258866,0.06152749528005646,0.005801308690050527,0.00656816216687421,0.06586595863440228,0.006954289388063519,0.007270001504231275,0.1602600758424423,0.00681781753632386
0.0066613734840388055,0.006061238449585672,0.06150062102458138,0.005533072918950251,0.0065598160090618056,0.06521066920137894,0.006890083110664102,0.007194980428745075,0.16066017286040668,0.006780563672458069
0.006643180996025991,0.005990185606464643,0.06146305413161516,0.005492465669259041,0.006535322947528278,0.06416672523551818,0.006932793245449865,0.0071323448450233235,0.16068703925913802,0.006796602417602982
0.006607052760576027,0.005940171079117762,0.06103213409966035,0.005408415080525562,0.006458813613410764,0.06305759292255271,0.006883185787049519,0.007148098861842845,0.1603864255780669,0.006784634941671112
0.006622422627711706,0.005932042289353466,0.06056867826132122,0.00537540965515363,0.006442275019459861,0.061586511624690046,0.006861253505906804,0.0071452230630702366,0.16028708216672577,0.006758755740623219
0.006553005866059219,0.005937004981267848,0.0599769060152922,0.004965720044795183,0.0064741181770529765,0.061215195568482775,0.006860167970286732,0.006762697362643723,0.16024445959769562,0.006759087750538153
0.00655797311329041,0.0059195531507316825,0.05996957934303039,0.004929509209932216,0.006451229303004448,0.06078336906622798,0.006873790012285885,0.00667603361742263,0.16018335728143,0.006732520337834989
0.0065412770468520134,0.005908374157270096,0.05862902243441546,0.004878935051138241,0.006450511401675899,0.0607672018777729,0.006869989741375161,0.006667706356246332,0.1596370686814606,0.006726329205298825
0.006507602543396189,0.006038084455675739,0.058469075866997414,0.005033541919604684,0.00643502148550806,0.06006437039523947,0.006832388946841915,0.006662581952215315,0.15948014970094376,0.006725249143442102
0.006485482256899362,0.006053806896868722,0.05821000449702711,0.0049896202516727045,0.006310199522036038,0.06021634294941445,0.00682909524832868,0.006661263958299798,0.15981698573064956,0.006708401956601417
0.006485983613924894,0.006027907877004988,0.05846366193741875,0.004987219731975888,0.00626542955605807,0.06021153703739258,0.006796769140972294,0.006621073738871587,0.16066377820876815,0.006676568023280089
0.006463152404399794,0.00597592664791564,0.05839227465969447,0.004995290364560513,0.0062127168572459895,0.0581604927846184,0.006811626467387545,0.006543794573090986,0.16031885687053207,0.006733214569727746
0.006460128710700888,0.005927704038446262,0.05757536108981722,0.004973013799306025,0.00621633744500851,0.05761214273581772,0.00680601400797524,0.006464483482686202,0.15523527685360552,0.0066805769265547
0.006447556045553766,0.005934174626091406,0.057614185658666404,,0.00621134329542341,0.05722192524483299,0.006783349375058757,0.006467815532998119,0.15526945344337573,0.006713113458020608
0.006444724959234295,0.005873250835026698,0.05741895104515542,,0.006143026160293893,0.056886165363374486,0.00674584213562081,0.006458906702240553,0.15398000864533426,0.006700831767709615
0.0063598760313865,0.005864497750764737,0.05725470484066692,,0.006122079301170329,0.056831205522593485,0.00673295715488959,0.006445705368647163,0.1538672907202859,0.006722332782724359
0.006201112413740176,0.0058450593485305236,0.05574476907227854,,0.0060890882648124015,0.05723244478183015,0.006729445069775474,0.006440766774211975,0.15358307591294,0.006691165700169938
0.006143858768189902,0.0057361280233171295,0.05577826555061637,,0.0061003124032285826,0.05717584537778263,0.006723072795583248,0.00632971795568952,0.15095564199387246,0.00661153947846697
0.006100068982029923,0.005747501056282829,0.0557469079310593,,0.006113669237015345,0.0570618622765183,0.0067363781141366146,0.006203810574622659,0.15133123611141208,0.006657443007283047
0.006083899823905808,0.005732814957641042,0.05565388757034947,,0.006114995831794176,0.05600654691267486,0.006687498390644074,0.006202134138630152,0.1513750756367983,0.006654981624839967
0.006060525164923635,0.005653722287058556,0.05503323671603807,,0.006028784714673414,0.05600708012598131,0.0064193721814462075,0.006172320648672446,0.15027514542833786,0.006649738524256037
0.0060693391139079985,0.005651611844654802,0.05496241274384356,,0.00603304096904929,0.05546284686108302,0.0064204736250216944,0.0061798303921504665,0.1494489827328308,0.0065929953974692024
0.0060486452090193375,0.005612896807612882,0.0542794598033676,,0.00596048463199066,0.05501536002633648,0.005978487115514936,0.0061364948099075865,0.14949692455394675,0.00657347191409682
0.00606115590832394,0.005604428749490245,0.053434652261497295,,0.005933302263987641,0.05490957366215009,0.005807275550861167,0.0061329505095748,0.14729525692672246,0.006558164105952647
0.0060365185825659255,0.0055981407210865695,0.05343175777308372,,0.00589136398141764,0.054271334023920204,0.005788880460293772,0.006117318666393932,0.1469207238718222,0.0065065414800078965
0.005975120129383451,0.005607171062021267,0.05337009878998484,,0.00586933233971927,0.05366406859016971,0.005754040675425273,0.00610615390361849,0.14675777070374862,0.006516990315628436
0.0059644396921471905,0.005611508439570831,0.053139803944111344,,0.005838292220100928,0.05363865508964305,0.005740906170358672,0.006106803627776424,0.1455058061683645,0.006502054919716045
0.005976114735416347,0.005594598087060876,0.05311890218045942,,0.005839443333241719,0.053231123732355105,0.005707726567618649,0.006095095252171145,0.14336315735882438,0.006510735616436933
0.005967943765991248,0.005578334258953092,0.05307576181110191,,0.005850667750117428,0.05333665623651545,0.005705820027042097,0.006102648773436677,0.14315647751299967,0.006508578031892502
0.0058849978838270214,0.005503840949859231,0.05285287493729241,,0.005819327985104689,0.053186640621279514,0.0056595144308588625,0.006099360042456373,0.14378713459805637,0.006489939246493329
0.005883737571322594,0.005483245215925267,0.05288299394697325,,0.005790679306107284,0.053165135609542974,0.005634852246787804,0.006083617186621682,0.14281995059117922,0.006482311808401625
0.0058268488492441645,0.005490563548287644,0.052620514454307564,,0.0057245691702955135,0.05310951081127743,0.005618368640419733,0.006087240256347038,0.14320076328502587,0.006474883335199072
0.005823590356984103,0.005493493001738554,0.05249285988946498,,0.005668631612095387,0.053008245625938186,0.0056180218120211725,0.006080125346625186,0.14267947213463014,0.006460526508717352
0.005801204198257465,0.005492164348667261,0.05229809665608104,,0.005637083545623256,0.053006099546073965,0.005612499628221909,0.0060432828715030855,0.14187002839490895,0.006446836954780158
0.004942836369918803,0.00548140399601512,0.05232295379221208,,0.005646274721909393,0.05298169674425123,0.005530280371511476,0.006029729975786445,0.1418364728748566,0.00640830165405728
0.004890511799856827,0.005345539413909327,0.05209169879556976,,0.005645810095309506,0.05341608905687055,0.005528569266826629,0.005974794943453632,0.14175217275751206,0.0063920237007438156
0.004882684451849134,0.005330825396370404,0.05189395628420119,,0.00563618295903173,0.05332507993492057,0.005515503644044927,0.005957921230251031,0.13944235025009066,0.006359610930088538
0.0048576830018483615,0.00534649299778923,0.05195993772508637,,0.005637141409260108,0.05321179771987474,0.005489595201515729,0.005936004183312553,0.13816637476852756,0.006351162888466886
0.004425971927403007,0.004960817065368571,0.051930480391106315,,0.005630016062493364,0.053039466226615,0.005466426318368337,0.005898602015866521,0.13759355891287026,0.006353689001094398
0.00443493452692873,,0.05162332744322073,,0.005610132698047124,0.05301745964165766,0.005445874244691534,0.005873436081500107,0.13604561349119146,0.006325389769475068
0.004370822016963597,,0.05075439474574,,0.005668770832509076,0.052849464062228554,0.005414920910940698,0.005865562493804409,0.1355475678099842,0.0062121078996395405
0.004324028129436539,,0.05071525999633354,,0.005624400978176817,0.05296620775199172,0.005414101614195117,0.005855684964435313,0.13407966097317814,0.006222225156058743
0.004314933438846928,,0.05066169592459767,,0.005620031855351807,0.052967544214041845,0.005391386311291676,0.005824978400365637,0.1335413231111142,0.006165079785741874
0.004303207979572753,,0.050798014847635284,,0.00560816399114722,0.05295993486385313,0.0053534815805065085,0.0058215563594822385,0.13357673753570903,0.0061556828590265435
0.004321794088791019,,0.050803731685363826,,0.005605831604649322,0.052611849891157046,0.005358263677561205,0.005809864074561223,0.1337642603047359,0.00613674924819128
