Iteration,MeanMAE
0,0.04195014119915289
1,0.03852794901632382
2,0.03516085375859374
3,0.030928363988817063
4,0.02932902984065445
5,0.024280009275596565
6,0.022117182310045443
7,0.021946256191445673
8,0.021227059764807238
9,0.02044028059042428
10,0.01960815022352213
11,0.019008061699536657
12,0.018001213972388484
13,0.017782501299918423
14,0.017241027596708307
15,0.016099178176843167
16,0.015727358977169006
17,0.015349758987567191
18,0.015030832524043816
19,0.014862392585674771
20,0.014620704987963282
21,0.014428988355558173
22,0.014322753138449587
23,0.014177755871147512
24,0.014097390048297704
25,0.013963678232906548
26,0.013875237779386382
27,0.013796566382501416
28,0.01357962928466228
29,0.013686460265097075
30,0.013450981946602741
31,0.013568600845153428
32,0.01351858666247437
33,0.013488078001721453
34,0.013402432436489928
35,0.013232849271054966
36,0.013205996623367734
37,0.013146708449909136
38,0.013016997872444671
39,0.012942613768522038
40,0.012904009318244864
41,0.012843830970696347
42,0.012631809252383563
43,0.012558137472213298
44,0.012492413768401496
45,0.012433615580870586
46,0.01236689188644544
47,0.012256435921389228
48,0.012201270868281298
49,0.01215422625306697
50,0.012095092620815744
51,0.012062286258830313
52,0.012033738472800395
53,0.011916140604239227
54,0.011896160379058836
55,0.012569033537440717
56,0.0125815533059273
57,0.012424047778847579
58,0.012548407287101515
59,0.012520390962954615
60,0.012409384709605408
61,0.012378481727980097
62,0.012353655867216422
63,0.01234604082602997
64,0.01232045847545111
65,0.012294877433661196
66,0.012214088304551347
67,0.012195067210061795
68,0.012099196428197848
69,0.01206123156202392
70,0.012862714009835716
71,0.012797342290998822
72,0.012761969486706477
73,0.012758074202896237
74,0.012660747998000687
75,0.012654321951746775
76,0.012619044966937177
77,0.01260006849442984
78,0.01240906416942727
79,0.01349266105658915
80,0.013453234794522267
81,0.013346955237580144
82,0.013340051843098237
83,0.01330457573422659
84,0.013272658616019384
85,0.013240493713398872
86,0.013172644658507773
87,0.013042485175976526
88,0.01303705201081275
89,0.013008826269527122
90,0.012991959505104443
91,0.012916393263177537
92,0.01288244271135
93,0.012864035026612172
94,0.012647412414976062
95,0.014086199732133493
96,0.014033676252051533
97,0.01399570122866868
98,0.013934228143951457
99,0.013854506128005787
100,0.013851711068378124
