Top5Similarity,Max Comp,Min Comp,Centroids_saturation_medium_seed_50,Centroids_saturation_high_seed_50,Centroids_saturation_low_seed_50,Random_seed_50,LHS_seed_50,K-Means_seed_50,Farthest_seed_50,ODAL_seed_50,K-Center_seed_50,Random_seed_50+Top5Similarity,Random_seed_50+Max Comp,Random_seed_50+Min Comp,Random_seed_50+Centroids_saturation_medium_seed_50,Random_seed_50+Centroids_saturation_high_seed_50,Random_seed_50+Centroids_saturation_low_seed_50,Random_seed_50+LHS_seed_50,Random_seed_50+K-Means_seed_50,Random_seed_50+Farthest_seed_50,Random_seed_50+ODAL_seed_50,Random_seed_50+K-Center_seed_50
0.28129645648065055,0.10333505172334759,0.11098351220410128,0.08192075280084876,0.08170115359712656,0.0740668073689618,0.11866831962986435,0.07251774416033324,0.084574883229279,0.055480887638633944,0.25116729198846,0.0719925071658169,0.10592494613109149,0.06887136951665113,0.06300239973460224,0.052696390308964974,0.05266818313785867,0.044925173498673046,0.048278423394406,0.04345621093142452,0.04398857093612648,0.06708749828103418,0.044480867872254096
0.059496285913549586,0.0633553939664768,0.10422525862963612,0.07026648570900966,0.06980441529069539,0.0661150084323397,0.1176014363796211,0.06498306888607099,0.06605782120891353,0.049351018057189354,0.25044665566447216,0.06138107235967831,0.10437756730752351,0.03917597774798808,0.041275749053217625,0.04092239917541019,0.040944806463961536,0.038295645130800395,0.039172254889582016,0.05156104966895365,0.040981170470203394,0.040174541006282795,0.039653459597805564
0.07348604451906127,0.058360931606941106,0.10413284014760532,0.06582517835741217,0.06545069295278304,0.06318321474918412,0.1046247126114576,0.06353030710418567,0.03588283722241597,0.03882237913035322,0.23782281271510514,0.06537527766821152,0.068377247310994,0.03739553037292068,0.039017167080781644,0.04008314010758716,0.040064455168868286,0.03816172343817418,0.03736739873698157,0.030241891461365154,0.027437559349030097,0.04009961000100194,0.034921878803945094
0.06743789060779062,0.04976754339510378,0.10641999664748901,0.06475952959994069,0.06445746297053435,0.0625986765286492,0.06752310201638849,0.06688436620584079,0.035921275871045655,0.03583861489933154,0.23702432273272292,0.055725456966792666,0.040940057438072365,0.01966005728806892,0.026837998769583135,0.026745612657290783,0.02671350330534645,0.03692921188938154,0.03614909707486858,0.02960954325329582,0.024889711782119572,0.03340454327142082,0.024557904735067144
0.07281430729929407,0.04608456865875959,0.10638938773833811,0.07266889100227035,0.02173667113659273,0.06887224210431984,0.04056211561745192,0.06496955058490343,0.034078681878274696,0.03191113079998237,0.21249017233333092,0.02944052156253522,0.052249941699315065,0.019129276909453184,0.026216589474632727,0.02331998129421381,0.02347123278244823,0.030393709815047614,0.034779486988356464,0.030614210871812864,0.019966977508066922,0.031091819526048704,0.023109597207858375
0.07207289942674366,0.0256516683800043,0.10664992508961015,0.07672876915989327,0.06465204954565952,0.0683918766056302,0.053026498139724224,0.0651080105383816,0.030585862438031613,0.02615088422578412,0.1748404707787161,0.0261507426315784,0.030403049144205555,0.01846364571171069,0.02508059247435668,0.02174025784248042,0.021904079855960098,0.025152301673419517,0.02212231396192571,0.0220190558359109,0.01833722439611027,0.020687801934218663,0.019222994118655804
0.08716651212250781,0.025044387995346792,0.10691651138985878,0.0767773504515476,0.06384004117515232,0.06880579089620988,0.051822487395202566,0.06743939934619941,0.028930838334721598,0.02405689948435086,0.17498113865156906,0.02612706836331978,0.02926567085483039,0.01869494008276312,0.02551862275710402,0.017852147453244746,0.018034219918224497,0.02057221561674353,0.020568683013654644,0.02139726903579207,0.018865920171108722,0.021149612473994387,0.018616588919046773
0.08472537426020278,0.022363620425781005,0.10654039236309401,0.07732262437398403,0.06252294284373033,0.07225759859059147,0.052506439199273766,0.06573019557276434,0.014121023654818205,0.014237127061413097,0.17853846157180228,0.020346788987849918,0.02358834179684204,0.015564934944460361,0.021799309558353137,0.015280629187944348,0.015473215277444177,0.015260045156313894,0.018676523159381658,0.021096984414322523,0.018944233304182,0.020483523005822634,0.018339294868249482
0.08464447950017133,0.01900309952803222,0.09643839525597594,0.07586351417124569,0.06318482309311677,0.07323179985133571,0.031080348138409312,0.0644431541522554,0.014030017204541565,0.013572198625716613,0.1922534924086699,0.015569705494197597,0.02349488829350437,0.014078870434230431,0.01734047750831982,0.015892162772743,0.016089081341493613,0.014978806401424084,0.01728852909958215,0.016140878568556102,0.013541182232639561,0.015503089101883017,0.014373752048742307
0.08128021300195096,0.018332007536912942,0.0914140852201574,0.07192128482451214,0.06389255030504652,0.07316237376775753,0.02524500828521935,0.0655872433077344,0.014124867580402685,0.013915311535233054,0.19524097471754054,0.01562524980755212,0.023373116174501343,0.013561797692448972,0.017141347455144482,0.014696571784305083,0.014893047358916518,0.01539710017456155,0.016952387823121917,0.015838807551734984,0.013628877224272041,0.015566193069058569,0.012212265047443152
0.07402527028756753,0.017919934734630258,0.08343632333204552,0.07078604743770481,0.06454630379318899,0.07190883080404134,0.02524872738764821,0.06564069863674822,0.01378691618863792,0.011097454467863395,0.18826342329802673,0.012921842885734608,0.022614572679942012,0.012459338395218624,0.014846897839770999,0.012749492147683537,0.012831203758005212,0.013915562225639028,0.012492564842146087,0.014182880736686597,0.012288131181708739,0.012634153063547813,0.012156165437879571
0.07421559473779822,0.015107271293081873,0.08340878360575187,0.020236052162330077,0.06623362518099199,0.07062701801233054,0.02513864477112031,0.06554432258158209,0.011682736487102136,0.011121762390849409,0.190654687895668,0.012440365133174655,0.02227847677279119,0.011722489653644579,0.011942801162612243,0.012761749898471675,0.01284522452168723,0.013654598070554712,0.01255938999514975,0.01280469042880756,0.012428090719037296,0.010936889369783567,0.01163392705178143
