Strategy,StoppingIteration,GradientStableIteration
K-Means_seed_50+Centroids_saturation_medium_seed_50,88,88.0
K-Means_seed_50+Centroids_saturation_high_seed_50,66,66.0
K-Means_seed_50+Random_seed_50,88,88.0
K-Means_seed_50+LHS_seed_50,100,
K-Means_seed_50+Farthest_seed_50,59,59.0
K-Means_seed_50+ODAL_seed_50,43,43.0
K-Means_seed_50+K-Center_seed_50,66,66.0
Farthest_seed_50+Top5Similarity,74,74.0
Farthest_seed_50+Max Comp,51,51.0
Farthest_seed_50+Min Comp,59,59.0
Farthest_seed_50+Centroids_saturation_low_seed_50,77,77.0
Farthest_seed_50+Centroids_saturation_medium_seed_50,76,76.0
Farthest_seed_50+Centroids_saturation_high_seed_50,81,81.0
Farthest_seed_50+Random_seed_50,70,70.0
Farthest_seed_50+LHS_seed_50,78,78.0
Farthest_seed_50+K-Means_seed_50,59,59.0
Farthest_seed_50+ODAL_seed_50,51,51.0
Farthest_seed_50+K-Center_seed_50,73,73.0
ODAL_seed_50+Top5Similarity,37,37.0
ODAL_seed_50+Max Comp,43,43.0
ODAL_seed_50+Min Comp,36,36.0
ODAL_seed_50+Centroids_saturation_low_seed_50,100,
ODAL_seed_50+Centroids_saturation_medium_seed_50,100,
ODAL_seed_50+Centroids_saturation_high_seed_50,100,
ODAL_seed_50+Random_seed_50,55,55.0
ODAL_seed_50+LHS_seed_50,88,88.0
ODAL_seed_50+K-Means_seed_50,43,43.0
ODAL_seed_50+Farthest_seed_50,51,51.0
ODAL_seed_50+K-Center_seed_50,42,42.0
K-Center_seed_50+Top5Similarity,41,41.0
K-Center_seed_50+Max Comp,39,39.0
K-Center_seed_50+Min Comp,40,40.0
K-Center_seed_50+Centroids_saturation_low_seed_50,100,
K-Center_seed_50+Centroids_saturation_medium_seed_50,100,
K-Center_seed_50+Centroids_saturation_high_seed_50,100,
K-Center_seed_50+Random_seed_50,65,65.0
K-Center_seed_50+LHS_seed_50,100,
K-Center_seed_50+K-Means_seed_50,66,66.0
K-Center_seed_50+Farthest_seed_50,73,73.0
K-Center_seed_50+ODAL_seed_50,42,42.0
