Iteration,Top5Similarity,Max Comp,Min Comp,Centroids_saturation_high,Centroids_saturation_low,Centroids_saturation_medium,Random,LHS,K-Means,Farthest,ODAL,K-Center,Random+Top5Similarity,Random+Max Comp,Random+Min Comp,Random+Centroids_saturation_high,Random+Centroids_saturation_low,Random+Centroids_saturation_medium,Random+LHS,Random+K-Means,Random+Farthest,Random+ODAL,Random+K-Center
10,0.015430913296340502,0.008337023589776501,0.007726293244036101,0.008778673620490198,0.00968800460161302,0.009986294038141639,0.010135620102064301,0.009982400461180523,0.01208043018791046,0.012654704543194001,0.020191393309928276,0.011819123710874579,0.00755274089863482,0.0073279743398841305,0.00566089139840778,0.006414886282177498,0.0075357810911272595,0.0077998256130494105,0.00889796676355923,0.006945792203896531,0.00777303768731325,0.00761024383419735,0.00787009356567733
11,0.015494353540876197,0.0081562550439008,0.007544456403915401,0.008135951812278238,0.00957715946426272,0.009658737655146361,0.010172806913469539,0.009655526801297411,0.01200731861206976,0.01236703910213807,0.020151979350747067,0.01198173077780632,0.00731583884879719,0.007286944712074571,0.005578554393595789,0.00594592397471334,0.00732677456689676,0.007680160899650429,0.008869442642997539,0.006901111062470741,0.00761139702704691,0.007373649861864321,0.007850954344421108
12,0.015416014225796502,0.0081337597968717,0.007513872825527899,0.00808891934036161,0.00950320442668295,0.01002948660409942,0.01009225096338995,0.00965532358993619,0.01202745610947437,0.01157817543933326,0.02001684611328943,0.011676304211187111,0.007285002277880849,0.00718128234136704,0.005334193028946969,0.00592332791822416,0.007349391474829621,0.0075258722269147,0.00873931596465886,0.006904327789550571,0.007782258743147222,0.00699287192771713,0.00787849984466106
13,0.0154154373099544,0.006903077906521499,0.0062918084936409,0.007935123781913671,0.00944824846028276,0.00974228584063173,0.00997069763976232,0.00872491501386636,0.011987575700302571,0.011578806774055591,0.01968165389232665,0.01132175910759086,0.0072240056168955515,0.0069950125654648105,0.00532039213856705,0.00592496316624088,0.007287709878328839,0.00761169632789018,0.008740627660820299,0.0066377462550111605,0.00738259202579052,0.007007824781001021,0.007569305476390261
14,0.015397343972106101,0.0068474689471376,0.006234199940751201,0.00817360767114516,0.0094205416834376,0.009364169757394378,0.01014003885019996,0.00906115243479772,0.01169267988211525,0.01174688018760546,0.019625596409631,0.01125792881530098,0.00697960576736535,0.00697713922115911,0.00529478350307506,0.00587113676521178,0.0071717312962502,0.00712814128514816,0.00866424680273386,0.006660274532997659,0.00765748675307807,0.00675591045270407,0.0075567518007884195
15,0.0153161517958701,0.0067538342448715,0.005946477547352699,0.00822355183808492,0.00937377030670846,0.00922802882235515,0.01004765961362307,0.00830666122614577,0.011735385437467941,0.0116570213942637,0.019315471690270033,0.011196492897269827,0.006601229679309639,0.006940652935924359,0.005258876319528929,0.00590657665794416,0.00708876547908133,0.007015412066136451,0.008568757079355772,0.006613368684167101,0.007497175970312431,0.006714753480977659,0.007660310910089199
16,0.015246325690898298,0.006709581676177299,0.006002452207118599,0.007997624992201169,0.00966748297585355,0.00913877256917277,0.00994048819824558,0.00825655070766301,0.011712649822960029,0.01155808408963624,0.01919372570337778,0.011171239319899131,0.00667445605652923,0.00692821016223324,0.005230555454317101,0.005953180627395719,0.007037905222976359,0.00707136684489104,0.00854991974476201,0.006449918512104751,0.007235211562754751,0.006739928123060559,0.007630542659739491
17,0.015249174223051398,0.0067054420457865,0.005987283003802199,0.007974119853233791,0.00929220690480142,0.009117448270013321,0.00988233099432997,0.00824864995403429,0.01140236351299545,0.011370982449666141,0.019056575779697788,0.01105227378808761,0.006691433979292241,0.0068916233905313195,0.005213798221894031,0.0059183767033343295,0.006875205614489299,0.0067676377882155995,0.008611354892444831,0.0065079481081813705,0.007385769519318649,0.0066752051624974895,0.007626434806129899
18,0.010526281640946798,0.006698848241498001,0.0059920664057605,0.007883286030308101,0.009053387475617729,0.008978094358248671,0.00987506726692887,0.00825519438704557,0.011241321416225473,0.01146138267032496,0.0186605377233182,0.01102629623174799,0.0066102911361219305,0.006888280143375121,0.00516805098574225,0.00586375331758495,0.006497551445172299,0.006691827082345091,0.00860622333775675,0.00645241174610576,0.00739301406197704,0.00671665666917582,0.007577411914509839
19,0.010474700189916798,0.0064080368337147,0.0059943752387828005,0.00792737412424797,0.008870967646513512,0.00839715095094903,0.00979324061267414,0.00816816301124618,0.011308697756462769,0.011218263504478068,0.01778295143286678,0.01091822967971074,0.0065246707831699904,0.006598617413734399,0.00514615980983946,0.005865980362324071,0.00646896637557984,0.006706648598979339,0.00856874332692709,0.006369008511001389,0.007100926544747121,0.006696511019220181,0.007398178604215449
20,0.010452401646869199,0.006315791923961001,0.0059669505171768,0.007386681708500211,0.00832788726987909,0.00827946973996337,0.010134347057654682,0.008040916799043701,0.011223539347987378,0.011144556172351,0.017553812157097223,0.010945252734148269,0.00647535030369685,0.00658281056976269,0.00507780699618858,0.00580792615144852,0.006348503666795449,0.00671598487194122,0.00854648339418006,0.0061478042196262,0.00707015674027397,0.00656284841988143,0.007277343141484161
21,0.010416356134186499,0.006320203440043,0.005888562666362599,0.007621092810136519,0.00830861079356646,0.00803385053330646,0.010088168274841288,0.00803841280594887,0.011228096556514269,0.01101153259870207,0.017808514091664156,0.01090884974394588,0.00644993337580103,0.00656042292996638,0.00500332685465557,0.00575502463681652,0.00630321331797013,0.006678472293012031,0.00854088452335432,0.00603508377420171,0.007329409915097699,0.0065584831353805,0.0071522551100172095
22,0.0104091040705324,0.006258044298485298,0.0059019331161207994,0.007525436617362799,0.008185553114773592,0.00800619431468597,0.010083668570398269,0.00790452951801457,0.01129063031856665,0.0110367895478475,0.017736906449145492,0.01076412037484147,0.00646261854434353,0.00640785318287921,0.0049555965210913,0.00569291156692438,0.00622223319934017,0.006709679833217748,0.00848915806506805,0.005850254685309011,0.007166483422220031,0.0065099055749985296,0.00715475647365867
23,0.010409579039385499,0.005742385565545501,0.005888031810249701,0.007501105098761241,0.00815372194187655,0.00801624052379778,0.010062942701015331,0.0079327963844103,0.011260641527661621,0.01087914878151243,0.017670820459452338,0.01057988616185921,0.0063767836046586,0.006397859677282969,0.004939950855821699,0.0057129837762729205,0.00621389274514671,0.00667916976849797,0.00844022265402785,0.005789550332007429,0.00715866459848249,0.0064889348552481605,0.00716680239517285
24,0.0103885524300273,0.0057425389750023,0.0056944161885856,0.007475729257063081,0.00810169760596813,0.00759924506594753,0.01006477929460398,0.007907649445410331,0.01095466535522867,0.010793259754674291,0.01760663082478001,0.01091421151289013,0.0062451566822864495,0.00638156415259242,0.004878490653745089,0.005728566309802561,0.0061767862651601994,0.00665191584528117,0.00841542896699142,0.005615106294891181,0.007137201927396181,0.00649701890923488,0.00683871242486669
25,0.010447442417422901,0.005717504018066499,0.005692878921421901,0.007898309115152758,0.00810250797832994,0.007523847826362351,0.010002485559607008,0.00784599785870099,0.01094064719677149,0.01061910548193576,0.01754798607946782,0.010179999727049551,0.00623365103880055,0.00627481255146981,0.00487574625294512,0.00589768907052898,0.0060924481408836505,0.0066320110318678,0.008325165834671749,0.00572864940811975,0.00706526888253078,0.006475983380831239,0.006659428281972848
26,0.010140227037391498,0.005652585029861801,0.005585245496196001,0.00804602748707183,0.008063415566660431,0.007415366665278598,0.01000553789876212,0.007738525901834001,0.01080494375320854,0.01056607232385951,0.017505806277457438,0.010152610416751211,0.006169841544082499,0.00621051390365604,0.004800604691338069,0.0058880538756646205,0.00608727137390146,0.006532119053630131,0.00829599165555691,0.005697098134451021,0.007097106183118771,0.006431308463185741,0.00663268077058163
27,0.0101101578481165,0.005640632899815601,0.005580097794324201,0.0080217973523403,0.008077437907066599,0.007193158197133199,0.0099287679624877,0.007801298680997759,0.010726685931872409,0.01008744687272629,0.017443949681536,0.009656875663612821,0.0061114167478131505,0.00603290907821852,0.00475977600678889,0.0059210837943962005,0.00610363145636483,0.0065689474736305795,0.008289920154225161,0.005582910601617289,0.007030857351341719,0.00649432202483506,0.00663128656410638
28,0.010108405130499699,0.005599778106361501,0.0055403456420832,0.00784261011693472,0.008066578148322161,0.00716226694740834,0.00991311647982302,0.00763634317115326,0.01071209620453666,0.01008012991412685,0.014461659397872278,0.00961623318274025,0.006062668917218671,0.005989953735288191,0.00470016719055229,0.0057689631450166,0.00611177108175851,0.006469019428901121,0.008192946529380131,0.00554106457403899,0.0069075065653502,0.006396007013253001,0.00654699165736568
29,0.010081856059323002,0.005576865581569001,0.0056753409640488,0.007813482490192609,0.00782562139015934,0.007140664528993671,0.009776440071834692,0.007643599072349491,0.01049824356547062,0.010073126606891001,0.014414428658283152,0.009561841731696368,0.005997603375170071,0.0060566433298983495,0.00460670199451909,0.005805380597599739,0.005958769172789339,0.0064129548269892004,0.00813911780683513,0.00551340128184486,0.00661366597540858,0.00635242394618273,0.006544646001555819
30,0.0099915817955208,0.00555726852513,0.0054825229600734,0.0078063959452634515,0.007663270144100241,0.007015892261826551,0.009706946887658802,0.0076199703471316995,0.01042795527131882,0.010067530026492319,0.014136077218025239,0.00931281705471142,0.005925067264900689,0.00603361117798078,0.0045815189436634795,0.005619220047750921,0.00605672322576269,0.006394499796859651,0.00814595399814105,0.00539103345292542,0.006590773574905511,0.00610367390388311,0.006519002792815119
31,0.009966307071151701,0.005543109475729899,0.0046619016571667,0.007800774220185469,0.0075243745298073095,0.006989020457990419,0.010211957871555977,0.007597246236136191,0.010472691828450799,0.00972764305676838,0.013869048653690999,0.00940497807871615,0.005634902527089881,0.0060111308185492405,0.00460147199714722,0.005539139677260959,0.005505191126991951,0.00612553729512417,0.00811969052834384,0.0054248550927202795,0.00656769929219034,0.0060568396456323805,0.00640317437625086
32,0.0099563701549146,0.005556042330424601,,0.007777515162139701,0.00732599245539352,0.006837110407374091,0.00998599272431848,0.007561544517000302,0.01036920314596692,0.009624096677508558,0.013784351568540909,0.00949749606572637,0.00546069595620291,0.00599459699145286,0.00459909038462701,0.0055772944536155705,0.00539946864707165,0.00594696786793372,0.008048136485444089,0.00548804074574416,0.00653572603291142,0.006008268092402661,0.006383193749873149
33,0.010212224541136199,0.0052099455801052,,0.00772965437871532,0.007333142256769021,0.00681674458489878,0.009964037958251444,0.007537593132332772,0.010277510886257871,0.00988105668679067,0.0136145836086225,0.00937261018369219,0.005451987451172121,0.005938238547795541,0.004458823342925961,0.00547971358133772,0.00528267297500054,0.00592455855955352,0.007758070214741319,0.0054056428150483496,0.00652174857219142,0.00600385583110284,0.00633609456706611
34,0.009995000959940601,0.004221182239950899,,0.007691604088185119,0.0073026291925237085,0.006797253779353189,0.00977184738406651,0.00753689875289105,0.01022972417360242,0.00985428528583238,0.01350884889868354,0.009084443137953908,0.005446122558469111,0.00591571086200732,0.004381847261871381,0.005453982521685929,0.005238766774741589,0.00579884508323247,0.00775409801435125,0.00535912182919511,0.0065028045665053,0.006021735193673731,0.006383651144217571
35,0.0095224937673678,,,0.007654614141189521,0.007036821735011581,0.0067772966649407695,0.009737380125601831,0.00737734778568821,0.010108366055026628,0.00977855742478844,0.013582384605732032,0.0090607121233345,0.0056047095559081,0.00589904533805723,0.004302589087765289,0.00547800366995651,0.0052136574029590195,0.005817793360808278,0.007748644313894479,0.00513150796837748,0.00631625288768847,0.005855647523526281,0.006284329589884461
36,0.009498408280386299,,,0.0076415072173549314,0.006938341609929949,0.00661120478245301,0.009703905081196389,0.007319624425754209,0.01017248484188391,0.00976113761890592,0.01361092338879664,0.00893484185035975,0.0056288596903389335,0.006015337091001755,0.004164694776661325,0.005598877590899645,0.00515982088778568,0.005761741559017933,0.007736008567372492,0.00512012304867261,0.006243357361620041,0.005795525854923689,0.006258662815158742
37,0.009479356831783801,,,0.0076140685267871485,0.00693891163592515,0.006444075403948969,0.009681951989660546,0.00722778833632772,0.010363868669758901,0.00972782023554962,0.01373099482388199,0.008939900982736,0.0056044311830680555,0.006002357453117755,0.004163826614899224,0.005580442450337878,0.00514198992222057,0.005744914318163944,0.008088780110595401,0.00509778612051335,0.006455045824732778,0.00582927291987159,0.006242890037091799
38,0.009464902052434599,,,0.0075721197886076,0.0068790121943723605,0.00644637591087884,0.009668065021586342,0.00707338049215368,0.010280022252294959,0.00983430415788736,0.01342838998566478,0.008909713042658621,0.005758665057020037,0.005853422788407223,0.004051424743268043,0.005560701813235968,0.005120071885992321,0.0055172537857189445,0.008073955627977546,0.00503268242176891,0.006693167898548575,0.00591437832382593,0.00622111199591075
39,0.0094598115632243,,,0.0074184479842153705,0.006848154643920761,0.0063266911263135505,0.009609325626364844,0.007084852764317309,0.01017902670106578,0.009737896153477402,0.013339338252758579,0.008829462003459729,0.0057396792186973,0.005848707562853554,0.0041292729555616,0.005394179082891711,0.00510617203600783,0.005572098596169,0.008024670958430466,0.00498727933577475,0.006708417542603187,0.005878662144894359,0.00604307253587188
40,0.0094413091578006,,,0.007050278824260671,0.006818202448024601,0.00633850159709008,0.009665100345703644,0.00707783148877795,0.010113407401324919,0.009693210508111168,0.013217010045060032,0.009301469233687068,0.005607321973560388,0.006413452734216215,0.0041785264237287,0.005279288550224512,0.005114592158799719,0.005597632681009687,0.008050609560808799,0.0049826106174452,0.006741002156772113,0.00579879107739125,0.00602653286810275
41,0.0094417087417714,,,0.00706927908622982,0.0068271639896526,0.006316770874483489,0.009691297128097801,0.00698302281244003,0.01016905001784502,0.009715258741491971,0.013224197482532701,0.009408606377524121,0.0055400415068092256,0.006855678061185817,0.004138606457702526,0.00526419724391621,0.0050585468053825095,0.005561650462313274,0.007801140671328656,0.00491448019105635,0.006669858601654574,0.0057683817158403605,0.006118128531847778
42,0.009445382132401202,,,0.0069984694712053,0.00682608197990187,0.00631120327915171,0.009401944529140524,0.006949883386021689,0.01021924650606252,0.00956799759739473,0.013128822087515108,0.00938090983695101,0.0055358406098341756,0.0066165167865715165,0.003991569791274001,0.005113341018532512,0.00507086480747399,0.005550660032244162,0.007792567935075133,0.0049675847264675005,0.006637467680258401,0.00576876775601059,0.006266533539484101
43,0.009327837197468799,,,0.00690525420739328,0.006829461542187759,0.00630419574256579,0.009397290922310378,0.006945396268371361,0.01017471446180113,0.00948111030868625,0.015306240915369553,0.009391162795896111,0.005401169060449813,0.0075135087777058,0.0041084226502806,0.0050925165833224555,0.00508964967292119,0.005525171485729787,0.007806926873829945,0.004903165585710478,0.006581389149125263,0.0057654716152593195,0.006257850646638486
44,0.0093276908741394,,,0.006907377507549439,0.0068049042059220395,0.00625172628126035,0.009418545182289689,0.006807951750379529,0.00986915877015654,0.00938961294091592,0.015175341452689336,0.009453129260034833,0.0053606975790490745,0.007595713073219275,0.0041042971920952995,0.005058056424170022,0.00506059772270138,0.005497897563121913,0.007802619848146778,0.004851931736827311,0.006569576682176837,0.00573574248944845,0.00631051423658
45,0.009298887102845299,,,0.0068888878253225705,0.006809635496135648,0.006192437921452762,0.009398468476753356,0.006809854433940742,0.00987191991146081,0.00937166358906804,0.015171257525155026,0.0094008655318664,0.0052759690228290496,0.0075224965253086005,0.0043345742302516,0.0050553940220486,0.005046729111983039,0.005426437648212575,0.007792026627916467,0.004986346237560087,0.0065515696061962,0.00552270691400307,0.0062988329206402505
46,0.0097447352074605,,,0.006811604741810478,0.006679836061759881,0.00615878478340026,0.009438077713760621,0.006821812182730261,0.00980046884100315,0.00948575160023339,0.015127834814488712,0.009328515970826432,0.0052201454884529125,0.007455689273469625,0.0043289668974979,0.004896264772217756,0.00502391386903059,0.005423442804361688,0.007595917068661188,0.004948745136521174,0.006547155640867787,0.00549080737460283,0.006302189718673125
47,0.0097398178046625,,,0.0068296996916015805,0.0067172257484702,0.0061049315447279495,0.009437976800650578,0.00682278782381437,0.00974475749651872,0.009399192103210552,0.015054768182920626,0.009322432244059443,0.0051838085573509,0.007403832541536725,0.0039193309413953,0.0047588194603787335,0.0050074226302949,0.005342978268699537,0.007386479755059367,0.0049487434808459,0.006491674503113836,0.00548293536591244,0.006327400448588786
48,0.009738752040796998,,,0.00681509929536307,0.00672013665912224,0.00612566578915624,0.009211618949416467,0.006758047905837779,0.00967635365437994,0.00940275248792672,0.015004659639982338,0.009241934719848077,0.005146512993712314,0.00738788957331785,0.0038257913667316,0.0045604391550018554,0.0049052182952914105,0.005481415953733212,0.007485356694079144,0.0049381138215517624,0.006471422140653199,0.0054284125304217504,0.006283200360012686
49,0.009403803393018998,,,0.00681330596678278,0.00663655249723988,0.00610644294451757,0.009174231806019211,0.006761866668522859,0.00897902792033313,0.00939354210635108,0.01470528342609631,0.009151947289731345,0.005018136755135037,0.0072556380463183,,0.004535436918206345,0.004886122797743321,0.005312640407382313,0.007461692425143377,0.004866478260689587,0.006380819625653488,0.005636843703901286,0.0062811865810847
50,0.009403970049877699,,,0.006701941704240889,0.00666460602678743,0.00610266699013299,0.009188906268232357,0.00669296644895073,0.010729703151205658,0.0094001603782587,0.014664576333115362,0.009124211264583133,0.00501019604917385,0.00726241653007695,,0.004509545918741678,0.00488066257151999,0.005194410515258788,0.0073703388700613005,0.004847704084925757,0.006480863111632387,0.005623837914871288,0.006275547541333115
51,0.009376938594600098,,,0.0067279442270844385,0.0064867269702799405,0.0060884405488195095,0.009164300092061045,0.00668070057492771,0.010723635516320771,0.009359617217671212,0.014527953642569563,0.009022092038421688,0.004980752196548912,0.007236386700023724,,0.004502792963669889,0.00483563654096531,0.005129808268481862,0.007414552293084466,0.004726307730977386,0.006469664104395351,0.005603950673693625,0.006259705597058957
52,0.009251383562050398,,,0.00675204711270605,0.006426956181473491,0.006078749837047559,0.0091341166192112,0.0065372908232159705,0.010706599250307086,0.00929986463570184,0.014551294641902312,0.008974733392055668,0.004966966068380688,0.007130383869657326,,0.004488276655828034,0.004842975057589089,0.005063049605431387,0.007296517705381245,0.0047166807197844855,0.006467771650899525,0.00559416345923075,0.00624155470534857
53,0.009218309631512798,,,0.00671136216688908,0.006367951428269071,0.00607078036615373,0.008969020794206646,0.0063793061466201504,0.010635986349751015,0.00934968490381459,0.014564950077684987,0.009006583964088445,0.00486325777106435,0.007121260509687475,,0.0044775910728532655,0.0047057165584435,0.00441116096161565,0.007264472443593291,0.0046937441510093575,0.0063633987626396495,0.005570100010030561,0.006066689993142673
54,0.0092164146076371,,,0.0066404447103369305,0.00635031460364813,0.00606233822747727,0.008869856582392187,0.0063098425111615605,0.010543036276897103,0.00934327688990759,0.014472117724069113,0.008966767293156123,0.004718749222526426,0.007110478483079625,,0.004463628232965033,0.004659947120814944,0.0043624503915329505,0.007230784877923799,0.0046597179072346,0.006343697105378963,0.005566795639221637,0.006040366770266184
55,0.0091151195946408,,,0.00664209159044514,0.00635396697708872,0.00605118965929265,0.008757378942415133,0.006230905898675421,0.010501053068824,0.009288251284715911,0.014449306418217001,0.008969178527440967,0.004545788648868463,0.007088111393561675,,0.004639302866205257,0.004640825108232022,0.004322616916346463,0.0071954521192654775,0.004637129043800114,0.0062205841809301375,0.005499767035153774,0.006019410111493842
56,0.0090762187489926,,,0.00663812864919128,0.006638224447486433,0.006027511956312031,0.0087914724750639,0.00627267791709118,0.010424817442626173,0.00923161353004461,0.014411301808389523,0.008961474574779624,0.00451497171041335,0.0083395790046802,,0.004658840019403386,0.004637004624000689,0.004228880344730838,0.0071808920132851,0.004632407009101057,0.006203997747724325,0.0055184887881921125,0.006009561078685601
57,0.009054367296337502,,,0.006630777977976029,0.006581522839891411,0.00595398166786215,0.008856144420663868,0.00625184092205517,0.01041442791529081,0.00920903644252557,0.014360837759873063,0.008908806381830055,0.004599119181797967,0.008336009974889267,,0.004639763581812271,0.0051006708276353785,0.004217127676285987,0.007200842364768457,0.004605719125851685,0.006146506391378187,0.005508683666889787,0.006001095091668143
58,0.0090379197576234,,,0.00656274286820248,0.006569941034910622,0.00591172773850907,0.008860663586083678,0.006233733111536289,0.01032998608302427,0.00922671245997475,0.014315395323992964,0.008909824139792544,0.004590526201035616,0.006865978028415133,,0.0046106201479571,0.005054112997776155,0.00417160613935495,0.00716727633169871,0.004576335621705786,0.006133056271280313,0.005490909915177424,0.005946709490913129
59,0.009030281316351802,,,0.006559960264977909,0.006559136569941644,0.005838774053057909,0.008857786154543466,0.0061760193100859895,0.010312768696546171,0.009240323615057609,0.013846297816615852,0.008791021228503969,0.0046393541950792835,0.0068325586672377675,,0.004599587784081429,0.005038670240581355,0.004283162137958615,0.007137884916149243,0.004827753711849167,0.0062999244047683,0.005770738254515942,0.00601362063083117
60,0.008341210462462402,,,0.0065351640956041596,0.0064258173494858885,0.005831672995324689,0.0088451065640262,0.006167845157851991,0.010248815158558083,0.009135847610538182,0.013794859506540663,0.008759096907695933,0.0046344634025869,0.0068291105955454,,0.004587483446103143,0.005007116492966122,0.004265350162518543,0.0071168887756758,0.0048136915085873165,0.006303172796326538,0.006154235121686166,0.005997042409301286
61,0.008329074304725199,,,0.00652672325765499,0.006423376154770901,0.005849926148239961,0.008750116180001556,0.00617720864953228,0.010131668424483601,0.00911859330637148,0.013742856836538388,0.008695969884493143,0.0045934326125580995,0.0068227894768007,,0.004565318664875043,0.004984915259307266,0.004500293339839266,0.007103053143578554,0.004797131663227001,0.0062920073455281006,0.006135120542219134,0.005979209712563771
62,0.008317859833582502,,,0.00653748686489781,0.006400281030092301,0.005988213542232311,0.008740678614529445,0.00612462032391855,0.010138924213222973,0.009108464036171932,0.013736842083132061,0.00872021463879911,0.0046004420661802,0.0067893659478497,,0.004454625354831971,0.004966124326972434,0.004477713438638766,0.007067827174174178,0.004790461435217466,0.006033987231297675,0.006177337163083434,0.005973688170165901
63,0.0081581202621466,,,0.00652326281046923,0.006391609104357356,0.005974158469276756,0.00871466327360381,0.00620144072579707,0.010074601452312286,0.00912071464051275,0.013484837527060114,0.00857460765291489,0.00473276832495055,0.0065765546031979,,0.0044313987455206144,0.004957772499688888,0.0044666242808418175,0.0070364691653050215,0.00497108407656088,0.005879788915548075,0.006736726535337839,0.005938169408146929
64,0.008142292990353798,,,0.00652534973918076,0.0063940131779382774,0.005923340895113155,0.008721838866503654,0.00619839938124382,0.010090820846479887,0.00910396593766149,0.013376941933998436,0.008416009514264744,0.004895202879099933,0.006512591642974766,,0.004430496431991071,0.004745339024980044,0.004437182731222866,0.007025920877586533,0.00537475192582295,0.005646858424209137,0.00671112095665904,0.0059276137877905715
65,0.0081425069297688,,,0.006498217049929851,0.006390533043556367,0.005944863713763522,0.008691934407610522,0.00612909366322391,0.010062006511758615,0.009073656204753349,0.0133248294641436,0.008395426595683165,0.004863609301988683,0.0063159157069639,,0.004480311857953729,0.004726669980361844,0.004427845669929317,0.006895596086082022,0.00536170894721465,0.005704707705492037,0.006614547571252999,0.005984538015192414
66,0.008142200567057698,,,0.00639894212247136,0.006377961981858511,0.005810712529349389,0.008630663843840978,0.00593504046882586,0.010002620385710786,0.00907430773544959,0.013282896803061325,0.008257238147526122,0.0051994191011522,0.006518467544368534,,0.004478516020391214,0.004720971070147812,0.004489800817258921,0.006870851297272711,0.005358371077394276,0.0056335227101395,0.00649948168568446,0.005905223020913215
67,0.008130398914583902,,,0.00635006453405805,0.006345845839433145,0.0057749542363465444,0.009217496765848937,0.005845242712410929,0.009900056225512929,0.00898078656998773,0.013297067208132151,0.008303776266179378,0.00519374392556732,0.0065640758623132,,0.004468781634262914,0.004711965374790721,0.00447149207334386,0.006806968844857922,0.005208985712678551,0.005459870111207537,0.0064647763443765,0.005887639230335314
