Strategy,StoppingIteration,GradientStableIteration
K-Means_seed_44+Centroids_saturation_low_seed_44,97,97.0
K-Means_seed_44+Centroids_saturation_medium_seed_44,100,
K-Means_seed_44+Centroids_saturation_high_seed_44,97,97.0
K-Means_seed_44+Random_seed_44,100,
K-Means_seed_44+LHS_seed_44,77,77.0
K-Means_seed_44+Farthest_seed_44,78,78.0
K-Means_seed_44+ODAL_seed_44,100,
K-Means_seed_44+K-Center_seed_44,45,45.0
Farthest_seed_44+Top5Similarity,66,66.0
Farthest_seed_44+Max Comp,50,50.0
Farthest_seed_44+Min Comp,43,43.0
Farthest_seed_44+Centroids_saturation_low_seed_44,78,78.0
Farthest_seed_44+Centroids_saturation_medium_seed_44,71,71.0
Farthest_seed_44+Centroids_saturation_high_seed_44,72,72.0
Farthest_seed_44+Random_seed_44,67,67.0
Farthest_seed_44+LHS_seed_44,75,75.0
Farthest_seed_44+K-Means_seed_44,78,78.0
Farthest_seed_44+ODAL_seed_44,69,69.0
Farthest_seed_44+K-Center_seed_44,39,39.0
ODAL_seed_44+Top5Similarity,100,
ODAL_seed_44+Max Comp,100,65.0
ODAL_seed_44+Min Comp,50,50.0
ODAL_seed_44+Centroids_saturation_low_seed_44,100,
ODAL_seed_44+Centroids_saturation_medium_seed_44,100,
ODAL_seed_44+Centroids_saturation_high_seed_44,100,
ODAL_seed_44+Random_seed_44,88,88.0
ODAL_seed_44+LHS_seed_44,100,
ODAL_seed_44+K-Means_seed_44,100,
ODAL_seed_44+Farthest_seed_44,69,69.0
ODAL_seed_44+K-Center_seed_44,42,42.0
K-Center_seed_44+Top5Similarity,48,48.0
K-Center_seed_44+Max Comp,38,38.0
K-Center_seed_44+Min Comp,39,39.0
K-Center_seed_44+Centroids_saturation_low_seed_44,48,48.0
K-Center_seed_44+Centroids_saturation_medium_seed_44,41,41.0
K-Center_seed_44+Centroids_saturation_high_seed_44,43,43.0
K-Center_seed_44+Random_seed_44,45,45.0
K-Center_seed_44+LHS_seed_44,38,38.0
K-Center_seed_44+K-Means_seed_44,45,45.0
K-Center_seed_44+Farthest_seed_44,39,39.0
K-Center_seed_44+ODAL_seed_44,42,42.0
