Strategy,StoppingIteration,GradientStableIteration
Random_seed_42,30,30.0
Random_seed_43,57,43.0
Random_seed_44,45,45.0
Random_seed_45,36,36.0
Random_seed_46,49,49.0
Random_seed_47,79,69.0
Random_seed_48,100,
Random_seed_49,52,52.0
Random_seed_50,57,57.0
Random_seed_51,100,
