Iteration,MeanMAE
0,0.007971025059229569
1,0.0074089199725107455
2,0.0073626026421259785
3,0.007147085891869688
4,0.0072241775062102335
5,0.006959185048732487
6,0.007239135699520149
7,0.007174476161810171
8,0.00670806315727888
9,0.006467961749288145
10,0.00655166769780761
11,0.006426221398273223
12,0.006524348309932784
13,0.006354739261271826
14,0.006331204494568747
15,0.006290288914671284
16,0.006243991626170292
17,0.006185048407651782
18,0.006228350144461163
19,0.0060991060075075605
20,0.006071141319352208
21,0.0059110661169701935
22,0.005908205995254391
23,0.005934329558376582
24,0.0059153131389494355
25,0.005893040268123734
26,0.005804168944286166
27,0.005783682795880395
28,0.005720642608812879
29,0.005720091790140243
30,0.005568055507479415
31,0.00574001378969704
32,0.005662212722482225
33,0.0056462770515275755
34,0.005598354571674648
35,0.0055447148178379676
36,0.005529807608486186
37,0.005687264309803056
38,0.005455999885469141
39,0.005410794727456431
40,0.00532601493310264
41,0.0053055503704034345
42,0.005316134137881753
43,0.005313145282951178
44,0.005869374632345947
45,0.0058680941225691275
46,0.006284372050885304
47,0.006270897092768839
48,0.006270572357764269
49,0.006263125853043069
50,0.006756434671377549
51,0.00674716178322778
52,0.006689298940628546
53,0.0072944240855187
54,0.007291590250837113
55,0.007252324832198546
56,0.007232493408534632
57,0.007185041492734576
58,0.008704065820066961
59,0.00888687151766624
60,0.008888076183598667
61,0.008877797426280346
62,0.008840643543779931
63,0.0088437316752065
64,0.007644330673452683
65,0.007524388294111208
66,0.007495601820606756
67,0.007479402091139178
68,0.007478738172560504
69,0.007528408817095947
70,0.007515099707189762
71,0.007495757132970853
72,0.007069433031077578
73,0.007051032458048674
74,0.007048632603293368
75,0.0071222339789409695
76,0.007120660309431692
77,0.007120395280473041
78,0.006935003916134217
79,0.0066582547162909525
80,0.0075880185987683806
81,0.007585840593466879
82,0.007569904740879156
83,0.007354743358714345
84,0.007325064513523291
85,0.007316300540625716
86,0.007009419380720933
87,0.006995698716169462
88,0.006992989614662753
89,0.006884592011378134
90,0.0068834693087608
91,0.006881396631446421
92,0.006878852771788104
93,0.006813359166192827
94,0.006409815636910992
95,0.006404963006400959
96,0.006188649045248988
97,0.006183951607159776
98,0.006217653587423662
99,0.006187385749475018
100,0.006179088437419183
