Top5Similarity,Max Comp,Min Comp,Centroids_saturation_medium_seed_42,Centroids_saturation_low_seed_42,Centroids_saturation_high_seed_42,Random_seed_42,LHS_seed_42,K-Means_seed_42,Farthest_seed_42,ODAL_seed_42,K-Center_seed_42,Random_seed_42+Top5Similarity,Random_seed_42+Max Comp,Random_seed_42+Min Comp,Random_seed_42+Centroids_saturation_medium_seed_42,Random_seed_42+Centroids_saturation_low_seed_42,Random_seed_42+Centroids_saturation_high_seed_42,Random_seed_42+LHS_seed_42,Random_seed_42+K-Means_seed_42,Random_seed_42+Farthest_seed_42,Random_seed_42+ODAL_seed_42,Random_seed_42+K-Center_seed_42
0.11574388528044424,0.055634829989887696,0.03430598347052919,0.05601517638663425,0.055577393357265775,0.06054418457818368,0.06324316297215717,0.062242531597317165,0.07020036287779803,0.04881332135477251,0.06236502226142012,0.06028465177159984,0.056665696926957915,0.040606885046255495,0.024624343786208824,0.041993282785134145,0.04205539106176154,0.041887824934066065,0.04181508227870027,0.04466551979790828,0.018322488900364364,0.04557891792687523,0.050484591235294446
0.05092582708692574,0.057313848989585865,0.032188931989492714,0.03818480067306747,0.03773190222466116,0.038375024216126534,0.04591346622473912,0.0396200880194797,0.053019283751797486,0.048725807451704004,0.05630749420415733,0.05556104716401756,0.04109562011842537,0.03367599847510321,0.0242383420425164,0.040933376804439675,0.041497089290401724,0.041177976295398544,0.035032609503884635,0.026254747177102824,0.017715711696904664,0.03421660925363498,0.04380020706275267
0.04884443768312796,0.0532169738197833,0.022741889116505036,0.03742355009660749,0.04180970810675427,0.037615760799231394,0.03916371778711347,0.0355781290893658,0.050455230671363205,0.04316000149981436,0.03807345957201889,0.047200007302144444,0.035492830842712236,0.03063321342631771,0.01315721672208963,0.0342685108250747,0.03486501972876661,0.03458511749135493,0.033381563201867824,0.0172468944679737,0.01781837872622087,0.02146626570121279,0.039165471967594
0.0884247773091852,0.05365369219907981,0.02265190866106205,0.041501356619798514,0.041466207977855,0.0416935344097156,0.03764326875255065,0.034622947954939226,0.05004122926594594,0.043060962826869165,0.027545107913198755,0.046848522871105934,0.03821319581572034,0.02611116500296789,0.011834303056044963,0.031078332699801002,0.03136917984051709,0.03114546706821086,0.03351967862294352,0.014231545515100067,0.01639159292537388,0.016331649307237236,0.03871421797568886
0.07740684653746295,0.05656254948008448,0.023354428710898382,0.0397878822931818,0.039753288555927156,0.03998041458042269,0.035658620870925875,0.03393852711878066,0.0500706445257001,0.042656877755854396,0.02744489452717617,0.047717516539987806,0.033008286878677094,0.02607245817561149,0.011840998663365541,0.024843537694022044,0.025807178730442276,0.025527824198830887,0.02797419519843445,0.013917315826472819,0.017450387078672844,0.016187491366680174,0.030405171420464915
0.07730735421372133,0.05107129003438044,0.02018242690738942,0.04110265506008647,0.04106798326294988,0.041295216104513054,0.02852261285166702,0.03437172552824042,0.05001993631946926,0.042842909180684716,0.025498074597706446,0.046055397203440034,0.02764177920367928,0.027230529387287938,0.013021337001360739,0.02841142757530041,0.024949720307247666,0.029466250207014152,0.024272865768766794,0.015396469711514265,0.017187215015787502,0.016317071197278026,0.03113007271112972
0.07245479940054898,0.052358958267989336,0.021401708226239657,0.041188265660872095,0.04262925470365512,0.0430968211457973,0.0363341264291816,0.03517972248098742,0.05568143550504822,0.043210559019585655,0.024090896080215873,0.04772042409998702,0.024481688813816897,0.026225384946339608,0.013161397800471139,0.028112581251244478,0.028714748408083187,0.02914822476173055,0.024325051852465376,0.01549165422009531,0.017242347107287496,0.01763060336349494,0.030452470954361828
0.07248049661898284,0.053026345589797574,0.015253301943930308,0.042199145910502105,0.04301286001851477,0.04411148760873189,0.03612702667142645,0.029888769326396402,0.059458860510688535,0.04404542106716059,0.023564900546727757,0.04757612315417309,0.023022544380408662,0.02522831181375436,0.013048157235721563,0.026229164065634386,0.02549792024681949,0.02623848662611549,0.022715590712511426,0.01572102144364011,0.017001147402966838,0.017828825058117646,0.030589962056080246
0.07189240609986129,0.05300601162214389,0.015221114784450067,0.04257697121672604,0.04192838822930955,0.04449259768833051,0.03348671327921431,0.028734480010551226,0.05874334727045231,0.04389401358002338,0.02370143125293798,0.047620698071056025,0.02322078497024753,0.025861675908770296,0.012813375606439978,0.026126604761335208,0.02539350242815475,0.026153801111020083,0.022766230734185336,0.01539654436168892,0.0171122252119338,0.01790018771744629,0.03012385857086682
0.07189205801897304,0.0523461042937653,0.015332441900720466,0.04149402853972049,0.04161796303277856,0.043407130632709894,0.026255078521249257,0.02372606924407112,0.05848915036185413,0.04358095004450635,0.018243612477016665,0.04647742628267306,0.02227676819926191,0.025722099231220253,0.012823361945511402,0.026744771437686787,0.026075763645421166,0.026833867243617904,0.022737027430760472,0.018135641928043754,0.017072186896280518,0.018034734046944213,0.02662665596803232
