Iteration,Top5Similarity,Max Comp,Min Comp,Centroids_saturation_medium,Centroids_saturation_high,Centroids_saturation_low,Random,LHS,K-Means,Farthest,ODAL,K-Center,Random+Top5Similarity,Random+Max Comp,Random+Min Comp,Random+Centroids_saturation_medium,Random+Centroids_saturation_high,Random+Centroids_saturation_low,Random+LHS,Random+K-Means,Random+Farthest,Random+ODAL,Random+K-Center
65,0.06262548990878011,0.0060491718558765,0.0650297022713172,0.04190779150369027,0.04788147317780871,0.046988042936891836,0.039006932657173435,0.04456657332764606,0.038149197060965215,0.0378374448480094,0.13475604521671525,0.04402178763512431,0.0492736298446382,0.0056361148496566656,0.005370002293746542,0.00818535183181725,0.0061567722062772,0.008241346604923412,0.017353143271278754,0.0062104460845320494,0.014663697210597784,0.01688458125364375,0.00982672933361115
66,0.06158346876320779,0.006041966306413701,0.0650319098100244,0.04172597877652751,0.047820947226244144,0.04682019821299643,0.038872844069679606,0.0444932063980843,0.038001486408638416,0.037824901301404874,0.13449869158317104,0.04363217197778663,0.04893442214475309,0.0057159859160663,0.005446141356432117,0.008116691918725381,0.00606306881149062,0.008216160011848623,0.017173264312803246,0.00618715544992815,0.014640895556662065,0.018318041399241237,0.00983242716018125
67,0.0617384580632377,0.0059380252034811,0.06504481612927711,0.041566115096845775,0.047823265348939055,0.051290893952574586,0.038746722141414405,0.044013081123238526,0.0379533891040014,0.04134089328221348,0.1341336490220235,0.04348408295271637,0.048934524816040166,0.005669163943198574,0.0055388209129534,0.00809875923804372,0.00604765886679151,0.008146275549773898,0.0170914591390578,0.00618462264914952,0.014619015710667949,0.018284893559646114,0.009772326486463317
68,0.06156097069651249,0.005898516373464699,0.06518790747063781,0.041534016036345385,0.047687912212967795,0.051130733868508936,0.03867811673709261,0.04358338579105307,0.03761767595067206,0.04112234339432077,0.13312214214521126,0.0432824356404511,0.04865783171783812,0.005786503212112144,0.0055244337503907006,0.008078844224747962,0.00603225932041009,0.008543347834983164,0.016955561211117225,0.00610231314145221,0.014604731060223452,0.018252113313529713,0.01071326791152254
69,0.06145490300746349,0.0058837324878249,0.0663971870575869,0.041402781994363355,0.04759173743526648,0.05098835578362118,0.03867921235257328,0.04338408016361821,0.037584044651335725,0.04102507914424694,0.13274407009132544,0.04318043784672523,0.04859987735470889,0.005749698221622786,0.00549988705286662,0.00804934075813061,0.00602153274714585,0.008509718916672737,0.0169646022959429,0.00606999208719003,0.014481780515059816,0.018217272549855012,0.01067301249140462
70,0.06116268904516779,0.005823762406094701,0.06577008344874229,0.04102798322596335,0.04757698642812963,0.05080754493530978,0.03845546956995,0.04308017938081715,0.037528499507117945,0.04092596833504014,0.13237333550027874,0.04303784825798006,0.04836021290192604,0.006037206834117001,0.00546043074037412,0.008017467551571119,0.00600618904901226,0.008477555158093363,0.0169783497468519,0.00605033102205445,0.0143689947993621,0.018010062649721725,0.0106387908244638
71,0.0611090075851871,0.005815955974584201,0.06573882659723189,0.040822941456492574,0.04726346845279267,0.050555022137321735,0.03838343120509346,0.04311730594974197,0.0376948082207359,0.04073904094436281,0.13198362187322535,0.04289893465614839,0.04831090026362443,0.0060008089874001806,0.005447294056976941,0.00800205507764361,0.00597235033919256,0.008431066831010775,0.016969748619235732,0.0060069651749724215,0.014340774600395933,0.01801046948484142,0.0106251846249812
72,0.060710364300356603,0.005798909790468201,0.0648653893433282,0.040549486540714386,0.03731139440548315,0.05057100923097588,0.03815764420840472,0.043148531674079796,0.037608407734081785,0.04048178082607695,0.13133829278513692,0.042676387853366984,0.04805527907271096,0.0059701359069683005,0.00543667373148086,0.00800300414416499,0.0059492696202237605,0.008403916495720224,0.016957303851693393,0.00597172379454214,0.014299289000715332,0.01799633665126834,0.010616684666972319
73,0.06068278996246938,0.0057589880218503,0.0647941599359635,0.04034764809110682,0.03694572753245245,0.05612981296466941,0.037948820923421,0.04291839622138183,0.04115356585824948,0.040358413194563514,0.13097809619296247,0.042407859539688134,0.04791339175316035,0.005961688948238279,0.005515214526806925,0.007964647801731608,0.0059262336304803705,0.00840227286996095,0.016827339120027634,0.0059362240612228796,0.014152875967881333,0.01792250887638071,0.01054938906944514
74,0.0601163127623066,0.0057986622659872,0.06416289868005651,0.04018698745998217,0.04039247321873797,0.05601807523762717,0.03788631375860492,0.04294924793686005,0.04117285605636895,0.04030379811137,0.1307881534018123,0.04218860085556729,0.04772775765001895,0.00589863497590188,0.005360237229916875,0.00793093738621109,0.0058986531747956695,0.0083988011182902,0.01669697930615069,0.005905262733768781,0.01591719349550662,0.017719991761277747,0.010518806489329801
75,0.0598532600622926,0.005738497651604701,0.06246022802009861,0.040013132290354005,0.04015331115360579,0.05605995015834003,0.03760978602692891,0.04294043573100406,0.04114301298803859,0.04005039402744032,0.13037588673940656,0.04215855345797881,0.04753438946670869,0.0058765556474319,0.005588257879742867,0.00792379190598822,0.00586162868430493,0.0084085607428868,0.01651670097040199,0.00587357698290845,0.01591615454527996,0.019472717309721728,0.01048606263626986
76,0.0593395806874825,0.005660693685569101,0.06245075197986551,0.03990829746736113,0.039968417180471345,0.05592748469119941,0.0375650928130525,0.042940127657588,0.04106319507852355,0.03986574308730445,0.13026693244650006,0.041740603045231695,0.04734664049878935,0.0058530781685384795,0.005553619904460801,0.00782819534550696,0.005854334534487481,0.008349401898136887,0.01644588576703991,0.0058419932619919205,0.01578660978350458,0.019165496790815546,0.010493719895189279
77,0.05905671273498729,0.0056506138203095,0.06239234156807581,0.04540158566260558,0.03990202522727721,0.05565950214243925,0.03749236625384518,0.0428611069751577,0.040666191022324855,0.039794448397308856,0.129939084803873,0.04160574846058619,0.0472572420786252,0.00578727158945696,0.005839860427505349,0.008127611658376433,0.0058373597147232704,0.008427670754177463,0.017808976765343373,0.005811675869921672,0.01570507765757466,0.021405313871164067,0.010481294291108539
78,0.059028025474137505,0.0056569276895889,0.06259300812975652,0.045238043925109,0.03984204467782866,0.055486355886556434,0.03728585808016076,0.04270118716653128,0.040497734282121486,0.03974124833403328,0.12951213044259147,0.04139593122220095,0.0471505749409731,0.005784417511484981,0.00582860240327145,0.0081108838233184,0.0058238823813169605,0.008401421604275225,0.017718869895653938,0.00577342541861469,0.01565881408105802,0.021391929956994165,0.010479675538355101
79,0.0590480661348081,0.0056267905724365,0.06260104259740398,0.0450737194022365,0.03975026441768684,0.0553824487912638,0.03718308393001139,0.042546415494479954,0.04015207539085425,0.039420983368164825,0.1283070217085552,0.04126301487618868,0.047041887934781174,0.005764085854321721,0.0057998956519432505,0.008100815082337811,0.00581347291320778,0.00838943056247225,0.017587955605032964,0.005730168187240001,0.0156659452587136,0.02134845799301993,0.0104541907593953
80,0.05890010670386191,0.005625768468399301,0.06259365455991671,0.045023703532518645,0.039622734571155956,0.05524908977100016,0.037137403921553354,0.042435170854145256,0.04019332082440391,0.039256929422876036,0.12774373411749212,0.04098024458287074,0.04667259269047401,0.00576493390823074,0.0057631366909307,0.008050385062738145,0.0057988356748117295,0.008370054501996137,0.017424848454220963,0.0057160011912569895,0.01567694411951416,0.021452988826519703,0.01042613673749046
81,0.0586867924700906,0.005554311408198501,0.06262374318034111,0.04506052635236485,0.03948672838221585,0.05519729971415549,0.03689601296672784,0.042120683183107244,0.04019150452472645,0.039106899759097785,0.12743095402923224,0.04073472030368318,0.046495348679168866,0.00575303302302768,0.0057388689055652,0.00801600024695743,0.00576086683592537,0.008357526022716838,0.017424101399958702,0.00570655731010061,0.01547602889557832,0.021492302311107214,0.01039357180712006
82,0.058569366939532616,0.0055385836829515995,0.06258769181753789,0.04497094916454795,0.03930821010469995,0.05511579065193402,0.03680834159153143,0.041852453220557896,0.04006121705100703,0.038862624151797066,0.12657946648088259,0.04067495496027536,0.04639093093529846,0.00573014089157062,0.00571372396188005,0.00799043765194381,0.00572238862988836,0.00833458948549105,0.017381844579358187,0.00567221309076021,0.01545708108749822,0.021433582790564187,0.01036605023822284
83,0.05853359157728151,0.005524345130873,0.06252828174987948,0.044891406893774306,0.04913150039316716,0.0547700371098657,0.040243529942201484,0.045969410270879564,0.0399068234651038,0.03850262098429441,0.12604074687964445,0.04061116619731403,0.04631315412479694,0.005712051594006199,0.00568295342679595,0.0079685047191188,0.00569600439111812,0.008307876013102138,0.017306016442418852,0.005663102286495761,0.01521201652080208,0.0215452302645137,0.01023255326607002
84,0.0581777740103346,0.005522910260817601,0.06268305591949709,0.0447640200926235,0.048954481514375196,0.05458142035011074,0.03971343650673473,0.04567020993808488,0.03972446175374339,0.03832038964805688,0.12552925260052655,0.0404890185662272,0.046140408613860345,0.0056339836080308596,0.00565458264351985,0.007919322214814332,0.00566972673414787,0.008270879340991999,0.017269498076579085,0.00563685587680509,0.01517614125993772,0.02145818947837502,0.010212589778905799
85,0.05717084489476419,0.0055438336225166,0.062391716929685606,0.044505047118018344,0.048889160918784244,0.05422216543065303,0.04379907540757544,0.045466283127096246,0.039660232573108786,0.038231162324980236,0.1251496994266141,0.04012345929694348,0.04597689178375281,0.00559092773327242,0.0055977878004457495,0.007907319755674021,0.00565523322886493,0.008234089744118824,0.016979586209412038,0.005604775893643781,0.01515386928227264,0.021391942313794866,0.01020443049451602
86,0.0564626001552803,0.005549287055329299,0.06186938431715551,0.04444824172221427,0.04894196816395813,0.0542412342907534,0.04369723338846028,0.045285810964017535,0.039507630750304897,0.03803261399791819,0.12446637730784756,0.03993090636431087,0.04590351882275371,0.005708466972279825,0.0056086240143201,0.007809654902076111,0.005616949134285549,0.008211753614546,0.018703642841567482,0.00550058717066987,0.0151212281973895,0.021324435739202466,0.01018216773588806
87,0.0564410813424764,0.005516065680707601,0.0618418461026374,0.04442233401281224,0.048793903058916004,0.053978050598301616,0.043666546437729464,0.04511659233017603,0.049201817952921875,0.03790619610467204,0.12343454954067135,0.03973940468960781,0.04593861743334899,0.005693193237652151,0.00560628066727785,0.008152352753027725,0.0055989923234425806,0.008206211575225825,0.018705277596214438,0.005580052663954366,0.0150820854142098,0.021256954167539966,0.010192791610804601
88,0.0562805655489025,0.005446447746001199,0.061646952057520396,0.04438971720383369,0.0486953954853734,0.05372426856713228,0.043757813401882485,0.044943062161894164,0.04895381685467988,0.037942065608222934,0.12284414618226906,0.039603630921781215,0.04579079427961045,0.005664087535535375,0.00558646795182925,0.008149673583593874,0.005588859697739501,0.008169418380653375,0.01864291005247423,0.0055581374314126785,0.01498708648962856,0.021185547826221948,0.010190563128938259
89,0.056454197628410405,0.0054453358144163,0.061651750338859904,0.04426843152737712,0.04840615392149853,0.05356090446892054,0.04369159849813496,0.04488859783875683,0.0489353086723194,0.03796162150115639,0.12182607862827988,0.03945393415774526,0.04554379397656608,0.0056577369751341245,0.0055573882370553,0.00813373366343805,0.00556361631446632,0.008152756755108076,0.018570320201896088,0.005524692493871189,0.0149864992052299,0.021080637391597153,0.010117312192443101
90,0.0562193546704358,0.0054535285330687,0.0614172233482123,0.04408029921978345,0.04847096515951543,0.05351955529423305,0.04365212309808946,0.04489698614017102,0.048940500224329365,0.03788176869707594,0.12113339222333674,0.03907456467405183,0.0453280760595539,0.0056503044235359,0.00554635437805975,0.008113401862242138,0.00554889041690742,0.00813718692059665,0.018555050194592696,0.0054730854278571325,0.014994924016967882,0.021016223324284933,0.010097982955577098
91,0.05612991498323171,0.005445751284236899,0.060462971834920096,0.04390425921937264,0.04839377273250419,0.053546832294393824,0.04323769863965527,0.04481816292817276,0.04887041394555818,0.03761990555793892,0.12054343178399671,0.039065276234916194,0.04494128834412172,0.005614607266146025,0.0055353614164579505,0.008112789599848437,0.0055221700867956105,0.008116920140357987,0.018374116296979857,0.005454601721110322,0.01489203799883244,0.02100553006428581,0.0113801774218115
92,0.0558540546091257,0.0054442434311237,0.06042341197003011,0.0439101451244051,0.04827819069179503,0.053181912391173515,0.04304494897334879,0.04459810667658928,0.048781583670161166,0.037464003056949,0.12006507193300213,0.038976314412301115,0.044739277427904886,0.0056070435674823995,0.00552401941119765,0.008097412332216999,0.005510587226064031,0.008110083414409925,0.018307058051406484,0.005421112714113901,0.014851487224647561,0.020996032979111748,0.011311125954757525
93,0.0552401145113688,0.005418822489595,0.05917196291055711,0.04371906405986447,0.048033655747261,0.05307564833739132,0.042822383223032,0.044276916304940295,0.04824713893365249,0.03728566164309773,0.11974518831018613,0.038862191360179474,0.0444881678546755,0.005586139784648649,0.0054652897048229,0.008075652997814188,0.00547849645568083,0.008078135761208199,0.018289280489254215,0.0054075807655044,0.01483495310101322,0.020982706213907566,0.011279471890226326
94,0.0551002497570406,0.0054170851619951,0.05902270056744861,0.04360615108523642,0.04787663328743519,0.05275912036904598,0.042685358978359525,0.049124484657380604,0.04816375871253894,0.03721302497233742,0.11936238082642028,0.03866211136469272,0.04422348772381214,0.005543785168962075,0.005453599687436,0.008067009673767738,0.005447722999742251,0.0079785108612706,0.01827786011549076,0.005370576597280155,0.014614997340973001,0.020919437874340984,0.011263564065485801
95,0.0550935936631579,0.005405876497817799,0.05884514210573209,0.04358518828426808,0.04777844716317577,0.05263032776032422,0.042368831865195994,0.04894791185121768,0.04789071734122422,0.03708922613563861,0.11869655291656231,0.03851895499239908,0.04403307049186159,0.005523446342238924,0.0054336877454512,0.008091738252731925,0.00542534370608015,0.00846018370948303,0.0182154805046353,0.005347555967962955,0.014542942207691761,0.020845990697144767,0.0112127176743725
96,0.0549467765291064,0.0054081456541427006,0.0588375089205548,0.04355398765316271,0.04766076241292795,0.052544834361874515,0.04224982897483094,0.04888681492217983,0.047846275017565706,0.03684246680274932,0.11838170919297619,0.038397208780074556,0.04391338928068241,0.0054611259145735495,0.0054139365586697505,0.008063101668882525,0.0053930447849349595,0.008426940528996443,0.0181505079446023,0.005307089505053089,0.01442707469939732,0.020827310712191367,0.011356007189112425
97,0.054799535297151605,0.005373806174929801,0.058545226212958504,0.04340501622088241,0.04747998383414098,0.052570152169474055,0.04202239920260554,0.04849004963400795,0.047630677072729596,0.036806498812736656,0.11784569247324601,0.03822913150816647,0.043799984234439364,0.00544260455080255,0.0053986469654477495,0.008037758443882862,0.00525637507322048,0.008405275863638371,0.018093701374757,0.005252211735830055,0.014417295381134222,0.020800829551392865,0.0113273297791995
98,0.054214801940483906,0.005357225939867199,0.0585204052760694,0.04324738949086848,0.04738368065223615,0.05232010068796817,0.041944713070586365,0.048428238033532994,0.04759004430403733,0.036703148672291165,0.11734918695057764,0.038163792448146876,0.04372946773835501,0.005432898123384925,0.0053910368590002495,0.008025170233397088,0.00533470468710979,0.008383505189692398,0.018089572751112084,0.005278211611963975,0.01434198084142534,0.020759918356191703,0.011056549002594075
99,0.054111444472070794,0.005350258674632401,0.058438553422787795,0.0432184729421729,0.047348597498633606,0.05211058087472763,0.04184078923304604,0.04813688574260257,0.047296525440985025,0.03664757041270978,0.11709824628101924,0.038022376980474205,0.04361283709487035,0.00540173225247645,0.0053674826079216,0.008002818493693949,0.005313192173041778,0.008370740112934986,0.018026877577778273,0.005266007711391062,0.014341358203157378,0.020743218362908232,0.011029527210408275
100,0.054093357258540795,0.005345395327013699,0.0580942969474468,0.0431549335208572,0.0471777204096344,0.05196783042417416,0.04174352432591079,0.04808320145952983,0.04715820023356149,0.03640026173912746,0.1168338598275684,0.03795680508472421,0.04343710297891835,0.0053926498262779005,0.00535358496848665,0.007959791826704386,0.005284085677014234,0.008342898185570399,0.017957342757034672,0.0052311677884999755,0.01433103707924258,0.020721677552099197,0.01092193473441895
