Iteration,Top5Similarity,Max Comp,Min Comp,Centroids_saturation_medium,Centroids_saturation_high,Centroids_saturation_low,Random,LHS,K-Means,Farthest,ODAL,K-Center,Random+Top5Similarity,Random+Max Comp,Random+Min Comp,Random+Centroids_saturation_medium,Random+Centroids_saturation_high,Random+Centroids_saturation_low,Random+LHS,Random+K-Means,Random+Farthest,Random+ODAL,Random+K-Center
15,0.07607117752573321,0.0143401225650161,0.0813519476342671,0.04806489416411689,0.0659187629246475,0.0615840361549599,0.04856904268898949,0.05245650013294528,0.04605327663030895,0.05063721872275782,0.1644844569738821,0.056838059801636774,0.0574369093714211,0.009399998946059359,0.00844283653976987,0.013819885136247934,0.0112915949493396,0.01383728639644739,0.02151959380290059,0.01035518917861256,0.016729510125103538,0.022676218848350835,0.012544913637876649
16,0.07535041319179202,0.012505082444211401,0.08017645639886929,0.04803294631684859,0.06577465889433078,0.06110851222444262,0.048793994451520974,0.052243879360316624,0.04689542128651117,0.050708146000646714,0.1620181853079376,0.056487364154110375,0.05710528228765377,0.00882245487230748,0.00834262327274914,0.013464607414529442,0.01078690776054861,0.013182063571894831,0.02121010276997708,0.0101836530906888,0.01670187899559717,0.022197745047589763,0.01223053897747683
17,0.07616288480694351,0.011118275714909798,0.07893081833189482,0.04738700585143574,0.06602342410521572,0.0615729323779083,0.048996216452318116,0.05190465725010631,0.046894120272952346,0.0499865599974583,0.16230272644248736,0.055710088742292954,0.05691695791978565,0.00861329961471223,0.008014289412976782,0.012938406221390572,0.010457129556528711,0.01284469322314398,0.02053649497771687,0.00996885569339576,0.01637866484425411,0.022015077818404536,0.01211440548777907
18,0.07724280728748249,0.011108412720723498,0.07860770651190871,0.04677004493837732,0.06587633820443109,0.05598762643817249,0.04837049175736753,0.05161548572375063,0.04682209151859459,0.049423426065441554,0.1627217206518358,0.055825058109800305,0.056947687930653856,0.0083956340559013,0.007905259500982722,0.012706418143441428,0.00991317439747815,0.01256460990617356,0.02051709750022893,0.00974614562175655,0.016001312364870117,0.02169667544949399,0.01160902041074061
19,0.0796125138211957,0.011106144675421701,0.07741103960114519,0.04034308941764263,0.06454057198247201,0.05682623978160824,0.04840786562905317,0.05163910065977308,0.04643583905744935,0.04820556725080486,0.1619370083442639,0.05579689279346367,0.05717825340637102,0.00837615299129784,0.007678340040955961,0.012244163808887171,0.009547741213935052,0.012354463467100198,0.020447031512011278,0.009688379281796949,0.015348248999467481,0.021666229172008993,0.011517746035025662
20,0.07994159302910478,0.010939143244140198,0.07730649512644171,0.03972896742578841,0.06453100492906887,0.056674575191269304,0.048446911205780166,0.05128797620031217,0.046169708507257726,0.0479819944223724,0.16069981946904802,0.055314469010140435,0.05730825016347226,0.00821203123356874,0.00756877029239518,0.01154892514065482,0.00939095064002665,0.01215064684738765,0.020154651258035432,0.00944794049893015,0.01533159837674051,0.021516428518827922,0.011413173026338201
21,0.07963056971438888,0.009877987625700498,0.07285941259819281,0.039360291415886754,0.06503775868716208,0.05659523984255367,0.04816896401395385,0.05116169641321907,0.04614755010079056,0.04739146469047675,0.15757523067682677,0.05488736903111206,0.05704593591093863,0.00808807423865113,0.0074200302511374895,0.011448185109362451,0.00929578246204946,0.01151030487642166,0.01974034115916195,0.00926630773466539,0.01520037560438713,0.020959450835042918,0.011170684960883972
22,0.07969755928682641,0.009873346051886802,0.07042400611571162,0.038839766044373614,0.06480096952301902,0.05615630673337524,0.04809330695194499,0.05110948598642588,0.045907235527908666,0.04688556000362519,0.15616308848439142,0.05491755992277132,0.05700301771282016,0.007911192454631379,0.00737908989110529,0.011330424475463018,0.009152537538431229,0.01143684555298602,0.019751678158582666,0.008976056615956168,0.01478580158395929,0.02049508331029276,0.010932351232241542
23,0.0799269403162225,0.0095517289330766,0.0700664043163459,0.038260051886368406,0.06444043781168529,0.055731899452255505,0.04808066436721877,0.051006711133483096,0.045795152960511995,0.046654565489996774,0.15578492423135787,0.053657372219300316,0.056805513481219594,0.00767310129007877,0.00720741057777351,0.01119770128730512,0.008681289372038978,0.01122130652649624,0.01951460552142443,0.00888644846880679,0.014462255132988202,0.02009326689622429,0.01060209149462917
24,0.07958211595980448,0.009090302686703102,0.0698763565604359,0.03802557585670448,0.06454923217466084,0.05582166445946609,0.04729687058839442,0.0512529787269009,0.04573821790657174,0.046207128651930926,0.15444763233799969,0.053486423387898906,0.056440720289857825,0.007490135675665391,0.007119904581667551,0.010977644701071963,0.008502769480600572,0.01079430446327599,0.01942377331816246,0.0087935637384886,0.01429264471057203,0.01984134375185758,0.01032946393968112
25,0.07838442139908772,0.009009188575892198,0.0709530532668955,0.03784294298355376,0.05888910018533775,0.05586618086820483,0.04679689976770997,0.05071991176896055,0.04573992768583536,0.04612307113397256,0.15368878737005867,0.05349562993483329,0.05647394803626168,0.00739133411686355,0.00697787426516591,0.01072979310284742,0.008381211404302123,0.01050535529573518,0.019346914743079598,0.008795829660015108,0.01419075828770695,0.01977780560254874,0.01026579483613556
26,0.07839455359482309,0.008939363249454001,0.0707467426259447,0.037704081395334536,0.0586647042091709,0.05560724387047502,0.04662511557231802,0.05094818706084122,0.04577797757436692,0.04617884914333229,0.15350195274190553,0.053340076424903946,0.055874421481526146,0.0073692773542301,0.00684028425953624,0.01060195927260842,0.008202206590604581,0.010440794069665669,0.01918460201892374,0.008655673722323171,0.01416155842899978,0.019624256107131373,0.010226038721662318
27,0.0783733228660727,0.0088389491768103,0.07042296453299941,0.037479898787417296,0.05806828319909604,0.055851440165381426,0.046079641848005504,0.050838924200840366,0.045716703906501,0.046043537335522564,0.15311443929900845,0.0525106893679456,0.05533286818680835,0.007191589622996909,0.006724335996680329,0.01048294895065724,0.00807551274340179,0.010324254492968749,0.01898161178361571,0.00850501800920308,0.014042214489873316,0.01938745692242057,0.01007624802640524
28,0.0724225678883964,0.0080096449230123,0.0703591206376194,0.03671371454434698,0.057454425335644675,0.05600703376722375,0.04551635259294181,0.0508394643497751,0.04562666107201822,0.04627150120794994,0.1513097242903106,0.05232377216560193,0.05499087419518915,0.00703516865830992,0.0066553338009906,0.010255246784314942,0.008050401128372891,0.010136552917323401,0.018882466574657662,0.0084721236771975,0.01386948951999846,0.01930549889175442,0.009936411062615492
29,0.07082884516944259,0.007873585355424099,0.0720988201545254,0.03628082162076081,0.056829734464790824,0.056032512024266345,0.045001090644070915,0.05060664005611252,0.045521992932000994,0.04610755341912404,0.15065161784718648,0.05197417991216824,0.054710823043119236,0.0070214731010030795,0.0065235029057763,0.01011663599512529,0.00793744994656238,0.01012016019730478,0.01887402328461905,0.00834677437881945,0.013709034486002799,0.019112313169170125,0.009915221589249781
30,0.07079205663323282,0.007832747179139702,0.071727548597021,0.03606807987889933,0.05630738852874301,0.05574577461979692,0.04462321823388149,0.05015584111950766,0.045332762923518996,0.04585426517152511,0.14920244817732142,0.05169314714853377,0.05467547594651399,0.006889146017683321,0.00648822791691441,0.01003636239455767,0.0078821463841033,0.010047705670355251,0.01883977902601357,0.00814794747151523,0.01358810544686465,0.01892287712089,0.00980847844025149
31,0.07067691928865619,0.007834569679151,0.07105255504049958,0.03596693322854151,0.05618449623143281,0.055673512608792164,0.044668654240672866,0.049848484007570554,0.04527292944949092,0.045162206053371776,0.14839679230271993,0.05199377078138534,0.0546596537468795,0.0068442900681615695,0.00641193734178806,0.01001524604938957,0.00774541467665429,0.00979201197034228,0.01876458290679505,0.00808066713059051,0.013556449237897722,0.018689026566763856,0.00971743518331963
32,0.07073167239440901,0.007576267004628401,0.0710053731205257,0.03574683095110406,0.05608467028615477,0.055265514209247565,0.044597974923997516,0.049511609053588236,0.04518794479569237,0.04498454029390497,0.14896223796616512,0.05152531144413487,0.05485542019945937,0.00679388768228757,0.0063288060598233106,0.009937127404953252,0.007639487799237309,0.00971728098581953,0.01869452181410096,0.00803930562023,0.01325513248531877,0.018566558399278617,0.00962188454119272
33,0.0695650391036472,0.007506166699446,0.07300234612492582,0.03562595959029903,0.05612550068817832,0.05485341479707283,0.04477012879650209,0.049548242833579295,0.044328155689635426,0.04460891956766148,0.14885961371075432,0.051261672681834194,0.0547479717210152,0.00667559017476599,0.0062790048785547285,0.00978908110466065,0.00753048050086792,0.00964752211613395,0.01825820755706048,0.0079843656781014,0.01307725762298225,0.018363436612814022,0.009544594772061689
34,0.06805328567580639,0.007378333036542001,0.0723694724142554,0.035478386533979486,0.05596425155081236,0.05445974383978567,0.04412436797787332,0.049502738359990715,0.04380610228016048,0.044275601423908566,0.14890034467690944,0.05071164305272865,0.05464057806963394,0.00661305515343723,0.00621758397795959,0.00974277857125539,0.007456626022587891,0.00956116761904737,0.018215727046275138,0.00763099416432899,0.01299437707258173,0.01808606273264211,0.0094378543214558
35,0.06793321975439928,0.007360299034326499,0.07227355351889152,0.03531214285653111,0.05580643752016425,0.05415793682503219,0.043943678575468326,0.04947019361510373,0.043820255432107956,0.044194228444633145,0.14830527576313396,0.05043743746497977,0.054027988485660206,0.0065379516204726405,0.006156286259918661,0.009637363898396128,0.007405161639577941,0.009430821393900331,0.01820467703185973,0.00762938528117247,0.013002163758331289,0.01791006773011105,0.00936959578140355
36,0.06724684900776232,0.007460794504142899,0.07146978450519402,0.03514559955339126,0.05562025655301095,0.05344804875862633,0.04377899912293534,0.04922057115172186,0.04273686197238472,0.04345060192921168,0.148062188219535,0.05042107073028691,0.05386380059211483,0.00649242716177081,0.006135439853240282,0.009425289610893471,0.007364356804319169,0.009332998624143909,0.0181651314914212,0.007528582594243169,0.012714624432173841,0.01776170446693182,0.009295945632350129
37,0.0672405579669335,0.007441835796607401,0.07053271539966731,0.0349769566473011,0.05526408736046804,0.053171870658793675,0.04361246866666842,0.04898644098496994,0.042477578935328573,0.043396782708029796,0.14789922763991828,0.049736893286854406,0.05375154108444595,0.006476559349407688,0.00605773660055595,0.009367163172212228,0.00736381390584407,0.00917463749858981,0.01810832755077847,0.007516662362629189,0.012543720644883988,0.01755417560840821,0.00923560917474746
38,0.0663435448912958,0.007430255991008201,0.07015793740057451,0.034620266758369614,0.055445134084486015,0.05312158366336045,0.04365609172177362,0.048857307490265386,0.04230873823594167,0.042888922471504824,0.14772819419383745,0.04933069808483027,0.05370626533894042,0.00643440899376479,0.00597645524278919,0.00930992693026138,0.007237991258627121,0.00904750839136224,0.017957797381180897,0.007455966660283099,0.01246491822483901,0.017512396658753652,0.00921951078612667
39,0.06630389679607772,0.007278981181026699,0.06896346454470619,0.03424484345071735,0.05527818294434794,0.05286225336970059,0.04341358960620693,0.048836005884248725,0.04197590687940074,0.04281064883818952,0.14637591338955672,0.04933346841996795,0.053083995658522655,0.006365070774678129,0.005905115458156829,0.00922886231202995,0.007176137132310879,0.009008027043207741,0.01790846826828047,0.00739733297120698,0.01241946298042226,0.017463864661678017,0.009202485850282258
40,0.0662391831788892,0.0072731061521786,0.06879385392838441,0.03392592911135739,0.05499705968978332,0.052598839722543554,0.0431641831450003,0.04861917103274153,0.04185033382056773,0.042512406918640985,0.14584444537360292,0.04939220807291519,0.05274491285562353,0.006340601581107259,0.0058612963996032,0.009233772283932979,0.00707618937586586,0.0089504716715093,0.017725907948141318,0.00731512783818804,0.01234085761467696,0.017412139058295258,0.00914992534332009
41,0.06620295824424181,0.0069172678872841,0.06808882914545059,0.0337371008239077,0.05488367463916832,0.05223750573854258,0.0428918305613102,0.04872454218221044,0.04161836253719467,0.04237078854543378,0.14527598293431654,0.04949668958377541,0.0524464034178352,0.0062981829741176,0.00578556286681996,0.00915674671273273,0.00703562654453347,0.008847197430512991,0.017648565139641338,0.00725548778982802,0.012168624836680861,0.017200268392227165,0.009019802640447522
42,0.0649969326128077,0.0069242469686799,0.06744646357707519,0.033645431422585914,0.05487339368566193,0.05197499377470768,0.04287382213190808,0.04835232879994553,0.04156172492268012,0.042213948321781616,0.1448338235255764,0.0492842890770266,0.052436242219898885,0.0062545338351573405,0.005777478942503,0.00911298536934212,0.00700261174695688,0.008788513649537581,0.017689243835271873,0.007221429242921,0.01216956436750937,0.01706787843285273,0.008951214513939
43,0.06489814114083539,0.0070714100150979,0.06802196362776712,0.033566487663831655,0.05455403617204903,0.0516450812059541,0.042460268186431366,0.0481855424577419,0.041098304031693844,0.041927655291762324,0.1443423724141099,0.04904078067516952,0.05245032464725263,0.0062364395490440904,0.0057520798396220995,0.0090475156144484,0.00689798822618069,0.008762265962394909,0.017591014832788122,0.007175869202322729,0.01205593345619122,0.0169174154712691,0.008853673983643751
44,0.0654190112166675,0.0069127395640969005,0.06800191179852369,0.03333440124010346,0.05435162845431422,0.05150146674862034,0.041957968121792186,0.04795323748236251,0.041101779334939616,0.041849259007401066,0.1442915406642606,0.04855172211900479,0.05205196498822161,0.00622089748768422,0.005698370978056311,0.0089891949020808,0.006861866513590579,0.008732873422682471,0.01746103861756052,0.0071048168645805295,0.01195662841035501,0.01688449557998701,0.00880160441267349
45,0.06526280448013541,0.006895037059711,0.06781590091675518,0.033233859517469835,0.05400878096176499,0.05122744835127881,0.04173468669887413,0.04756547960161775,0.04091105027804699,0.04158853225507685,0.1442196992614471,0.04833132433234799,0.05181767792537667,0.006156818212492141,0.0056344925948000795,0.008954856127518892,0.0068303381096272405,0.00869951694666435,0.017475535193728593,0.007018275471082641,0.01181624424078508,0.01671656480410643,0.00876066705542074
46,0.0649458117653574,0.0068360588963403,0.0680940583506152,0.032994554681460744,0.0536870850599009,0.05104317333256534,0.04147178737499764,0.04747844458413396,0.04080624247768451,0.041380463212498685,0.143765607180172,0.04808822930212559,0.051608696616077934,0.00613032670374551,0.00561383622150131,0.00893085703290538,0.00676320099377461,0.008639660345780622,0.01735367306323676,0.006993558620367909,0.01184085777488383,0.016616978810439578,0.00867348724594653
47,0.0657876287502198,0.0068302204653099986,0.06798237586551338,0.0328906659467656,0.05330223123767588,0.050997851235840816,0.04135913618848011,0.04749001408187223,0.04084921155435166,0.04121053307063818,0.14435929913443796,0.04788550631521119,0.051336158141746725,0.00608967113676562,0.005666021409844122,0.00891981211173421,0.006721153968581929,0.008614273867895348,0.01719283568892229,0.0069504880870331605,0.01181939352050156,0.016620787846227288,0.00851588856493075
48,0.06456484078938261,0.0067275768637321005,0.06787500636961499,0.032580860497516316,0.052955899282931915,0.051082097877673746,0.04118382236075239,0.04738130301854974,0.04073489040552384,0.041078997616506484,0.14427735815812492,0.04780653253951864,0.051261256982891766,0.006055528548417731,0.0056443245573095345,0.008834663653347499,0.00668280702927976,0.008566242442683402,0.017069287038804108,0.00688882957939007,0.011783393465911179,0.01649796298339033,0.00847383736403531
49,0.0645388763036887,0.0064012013795496005,0.0677157137391179,0.03256652042646032,0.05214584508478363,0.05075904603431142,0.040926366343578754,0.047253803782107265,0.040674113145704585,0.04101020442624349,0.14377224343124756,0.04743153574778125,0.05122828947567966,0.00600033746672257,0.0056315847848409,0.00873674511304244,0.006619837564338431,0.00852263062601653,0.01696928585746597,0.006804854252897161,0.01160667208504299,0.016443498103464033,0.00844395356883066
50,0.0638132914313272,0.0063400080127861,0.0678770416160075,0.03241262411334502,0.05166254228855364,0.050523622579900083,0.04090644182504068,0.04719735447087596,0.04057786680428608,0.04085920382405665,0.1429088629546937,0.047301476376893026,0.05095774886327198,0.00596666602966508,0.005611099057189466,0.008706683293345951,0.006589582383492181,0.008475226173810059,0.016921366802784853,0.006719577612067269,0.01153163219489713,0.016247217391898182,0.008324907389711
51,0.06420284579343029,0.0061626173742948,0.06788171191389121,0.032336915990515365,0.0512753066074265,0.05045577235924896,0.04066016850381167,0.04692692650070106,0.040459121079604636,0.040672580017858354,0.14241849697147463,0.04698599702252953,0.050782778742304635,0.00593976337968174,0.005613731633545189,0.008680833211158232,0.00656702265628586,0.008434774266710071,0.01688679819536567,0.0066887956246841195,0.01146144243246349,0.017387733444419084,0.008290807493740601
52,0.06406414567528909,0.006150370407433601,0.06799809110013469,0.03198479305626187,0.05119397232903981,0.05008504495873388,0.040581574690624914,0.04684134744611828,0.04018139786573245,0.04051318474433472,0.14203534679719876,0.04675249608129282,0.05058604634183526,0.00590871279263358,0.005600798567193256,0.008615940153257121,0.00656182916872486,0.008381902759644311,0.016670138106753378,0.006656169029204859,0.01145387952617156,0.017338642308843424,0.008264423000440242
53,0.0643437267693766,0.006134202234594199,0.0680620558316777,0.031911199171306324,0.05067528822464382,0.049891035106061056,0.040304423258508866,0.04644795216086275,0.040124152876709326,0.04022249698024462,0.14219311081128266,0.046537809228847385,0.05061087461365823,0.00587892887112244,0.005542600641652722,0.008550732285730799,0.006516168853112961,0.008339388278299059,0.01666491148954406,0.00661743119402154,0.011421349423989388,0.01738180292105157,0.008227419980084279
54,0.06464191164864862,0.006115090598013001,0.06779701111443721,0.03185915142761116,0.050319969422737976,0.049514915207523914,0.04012250257882343,0.04631367729824808,0.03993784877305465,0.04000082919700398,0.1422402346809631,0.04642390804739001,0.050569312682840074,0.0058483390709716705,0.0055806835189557,0.008532516392935379,0.006491202304120891,0.00830357103459752,0.01656109296917773,0.006623992174137031,0.0113866915936612,0.017323010167143334,0.00818212433913132
55,0.06527163105899722,0.0062518168963631,0.06779753283374,0.031583483734745635,0.050228840640986316,0.049455380712085925,0.040087438307114316,0.04616202082328348,0.03938464667751369,0.039681168046970305,0.14166508721220405,0.046214858881333906,0.050410960609024835,0.005835844249150049,0.005552931753271276,0.00849483302945526,0.00646828610009602,0.0082509988959395,0.01652123216317462,0.00658890359008409,0.011274747971151789,0.01731007765315462,0.00815975697797198
56,0.0649411574210187,0.0062343090514737996,0.06740639394813598,0.031581732105076796,0.04977384544022397,0.04909755510178375,0.04008127524041473,0.045812557175049576,0.03937659084612817,0.03962484945707689,0.1413124010533936,0.0460233833073009,0.05021306649447803,0.00580287735968926,0.005526531789965838,0.00846907542809845,0.006402748649272991,0.00821504996513722,0.0164742503085192,0.006544491691827481,0.01108109975413892,0.017248605381750933,0.008106463073226971
57,0.0649254043422547,0.0062350927977049,0.0665097724923527,0.03133875970504766,0.04961229320253121,0.04876181852750973,0.03996084175658267,0.04584280978721076,0.039213367761672016,0.03940923527799805,0.14084212852161132,0.0457097621716759,0.05003352531932612,0.0057935575871830205,0.005497003451433125,0.00844861302210552,0.006386662574436611,0.00817177859903192,0.016415953052875947,0.00646463088246977,0.01105735598504711,0.01709045151522313,0.008059205568364142
58,0.0639682308073798,0.0061530083632668,0.06561242522500679,0.03125060154761908,0.0491292134419608,0.04859883478539031,0.03980398901916539,0.045763717311403156,0.038586031189293477,0.039154340933985475,0.14074362588684416,0.04556371092362879,0.04999006857385356,0.005790399236964771,0.005487279848863138,0.008423472044859059,0.006369578404696321,0.00815339867855117,0.017586478068590244,0.006454844274764361,0.0110343407895158,0.017041481028809743,0.00801422350878043
59,0.0635921388561631,0.006118692288962399,0.06544683561060091,0.03110984662833981,0.04890204929359206,0.04838838028681403,0.039655902861418194,0.04561347138912183,0.03846091002153239,0.03868341534685896,0.1386606221090597,0.04529690358098505,0.049738429898362885,0.00575370478815492,0.005475083580362062,0.00836203011226237,0.00630003869711115,0.00806493941097796,0.017560493870063646,0.0064440306049418795,0.01100477092400388,0.017025130426561754,0.00797315198504192
60,0.0635830732086552,0.006093254530417099,0.0655542539002165,0.030997157494464987,0.04876166285579797,0.047930582926992836,0.03955061244117054,0.04550676067266905,0.03838354114817636,0.03845212486417518,0.13729763244421586,0.045077178034913554,0.049578032315161794,0.00572005767390925,0.005451433032725288,0.008343911582829,0.006277887637871481,0.0083896707114585,0.017577667280793012,0.00641157486962513,0.010957763968825019,0.016976870447055547,0.008683780028058148
61,0.0631213073508652,0.006074877195427099,0.06553113735375518,0.03111381197456022,0.048846842385850534,0.04764768929935217,0.03929234371634269,0.04523949959974313,0.03827193846577767,0.03839169817743772,0.13702104471369952,0.04482815875901948,0.04959340970140926,0.00568670807156077,0.005494633006792814,0.00830842217306647,0.006250112921829659,0.008389588981052278,0.01753855961566279,0.00634168924097399,0.011650871141291767,0.01695996200723741,0.009181819927925843
62,0.06306034745165659,0.006052958059898201,0.06518646829719241,0.031056525530331596,0.048252760668904875,0.04760572863550592,0.03921044703275941,0.04498725714419234,0.03831783874218303,0.03822244454617543,0.13677802821640178,0.04466911243173305,0.04944062042445852,0.005659893642181031,0.0054816902455059584,0.00828456617858094,0.006214769359660021,0.008360081826062356,0.017504837952612762,0.006296612895981821,0.012453516310900026,0.01691462486197422,0.009864440228974366
63,0.06307186204172459,0.006049738818138701,0.0649801520407647,0.0309661858288984,0.04806936043565814,0.04742961515423032,0.039233500161068434,0.044854807706082085,0.038400599759031456,0.03814344022220965,0.136148860828676,0.04441692491739569,0.04952324323879291,0.00563078690249135,0.005470136182263272,0.0082811326804323,0.00619322496112677,0.008346670881845633,0.017389641990378388,0.006288254313047049,0.012422756848052826,0.016827253721189477,0.009854163723601534
64,0.06294544404592782,0.006038415407685701,0.06493026236633738,0.03726690862525914,0.04786531162752731,0.047082876799264685,0.03900044574033134,0.0446920206036974,0.03835549982753622,0.038004426898747064,0.1355527247004256,0.0441485901119136,0.04945095270516988,0.005689072340513244,0.005455014616333629,0.00821951658036249,0.006178055544290711,0.0083063842112637,0.017393117122910723,0.00626362822326333,0.0148341975283051,0.01691832029463261,0.009840717451337348
