Iteration,MeanMAE
0,0.029010069663395803
1,0.023704850410718736
2,0.020456546706548267
3,0.017348257723443308
4,0.015376965603147285
5,0.014210808527017938
6,0.01269886027210243
7,0.012273464446446013
8,0.011968711841687185
9,0.011709123100100726
10,0.011437460858063343
11,0.011103167668331675
12,0.010696975329063548
13,0.010472672973223657
14,0.010222580214614526
15,0.01025237948547761
16,0.010246403115634559
17,0.010064673196466862
18,0.010000509878410018
19,0.010007895046729429
20,0.010000063451500736
21,0.009950729391968019
22,0.00979238777981545
23,0.009704981332246409
24,0.009600965716016504
25,0.009576460324492721
26,0.009607502815420565
27,0.009626726515960735
28,0.009671716092060254
29,0.009632198505780397
30,0.009461574623380622
31,0.009359116212150215
32,0.009361942456286684
33,0.00929648369830472
34,0.009144698263613981
35,0.009127087221920965
36,0.009072107519709424
37,0.008962465168055203
38,0.008983922751795137
39,0.008976445432717747
40,0.008902666877589286
41,0.008761263505283005
42,0.008699450228004255
43,0.008679163036465256
44,0.008661410231359325
45,0.008630760396971988
46,0.008521549620747072
47,0.008789719122920502
48,0.00878256537137073
49,0.008728575180803048
50,0.008725087891602885
51,0.00870835343708115
52,0.008626541730608922
53,0.008604283550061757
54,0.00857991693948207
55,0.008535002547770823
56,0.008492846771771076
57,0.008409471370348356
58,0.008412582646723182
59,0.00836209800128145
60,0.008143282777589696
61,0.00811418853291148
62,0.008084521848300193
63,0.009122864423573402
64,0.009102897373887184
65,0.009039829537033818
66,0.009666186431616314
67,0.009610323412404262
68,0.009497056051319957
69,0.009480463077412698
70,0.009398858526195895
71,0.009326842666289884
72,0.00932354184615386
73,0.009293629535386561
74,0.00926905667434286
75,0.009161051030664925
76,0.009071696218448904
77,0.009025209381643223
78,0.008946440241180702
79,0.008899846644191434
80,0.010857659010304766
81,0.010809907378673812
82,0.012680901354437156
83,0.012674824620912227
84,0.012650293545689167
85,0.012644861052955996
86,0.012633024972866022
87,0.012591672358958056
88,0.016423846324997358
89,0.01641874466175217
90,0.01629443046594365
91,0.016182666487460372
92,0.016168424422286706
93,0.016086445348671038
94,0.01594762644508446
95,0.015944927076136633
96,0.0158782210564419
97,0.015879392324201432
98,0.01585899498012766
99,0.026741409979635332
100,0.026740324615198343
