Strategy,StoppingIteration,GradientStableIteration
Random_seed_42,60,48.0
Random_seed_43,71,48.0
Random_seed_44,100,57.0
Random_seed_45,63,35.0
Random_seed_46,100,
Random_seed_47,100,48.0
Random_seed_48,100,60.0
Random_seed_49,100,74.0
Random_seed_50,100,66.0
Random_seed_51,69,47.0
