Strategy,StoppingIteration,GradientStableIteration
Top5Similarity,100,43.0
Max Comp,34,30.0
Min Comp,31,30.0
Centroids_saturation_high_seed_44,84,84.0
Centroids_saturation_low_seed_44,87,87.0
Centroids_saturation_medium_seed_44,100,
Random_seed_44,66,37.0
LHS_seed_44,80,80.0
K-Means_seed_44,100,35.0
Farthest_seed_44,100,53.0
ODAL_seed_44,100,
K-Center_seed_44,71,71.0
Random_seed_44+Top5Similarity,74,74.0
Random_seed_44+Max Comp,68,35.0
Random_seed_44+Min Comp,35,35.0
Random_seed_44+Centroids_saturation_high_seed_44,54,54.0
Random_seed_44+Centroids_saturation_low_seed_44,78,78.0
Random_seed_44+Centroids_saturation_medium_seed_44,58,58.0
Random_seed_44+LHS_seed_44,100,62.0
Random_seed_44+K-Means_seed_44,100,45.0
Random_seed_44+Farthest_seed_44,100,49.0
Random_seed_44+ODAL_seed_44,100,47.0
Random_seed_44+K-Center_seed_44,100,
