Iteration,MeanMAE
0,0.027702739132514607
1,0.023743794721598002
2,0.024007374251751902
3,0.022326476941231486
4,0.02267135593153471
5,0.022583158005996255
6,0.022735048159211724
7,0.021833455889692033
8,0.02168468064808718
9,0.021494645390949828
10,0.020798329652796262
11,0.01997018222424215
12,0.018136673485911265
13,0.017058326491852058
14,0.016081532825622462
15,0.015572803588305397
16,0.0154499180639881
17,0.015403440336855137
18,0.014734311484645555
19,0.014157798682408112
20,0.013497506538628615
21,0.013221472169826904
22,0.012958498472694372
23,0.012598354230696173
24,0.01261822688031063
25,0.0122420619900239
26,0.012106508119380407
27,0.011921573465178623
28,0.011877192853216962
29,0.011803588515931501
30,0.011786541457765717
31,0.011713505838295174
32,0.01153153481192408
33,0.011408214294948524
34,0.011184847079685235
35,0.011021194612038428
36,0.010913120511296406
37,0.010740466714734827
38,0.010603801215967901
39,0.010518586493782355
40,0.010381424185767107
41,0.010285167929049955
42,0.010253256200098837
43,0.01021331101504758
44,0.010151801841314359
45,0.010099584191673287
46,0.00998018476338758
47,0.009871105024756334
48,0.009795024055098852
49,0.010423962544979038
50,0.012289199376328755
51,0.01370313237662596
52,0.013639057810442237
53,0.013543103532170322
54,0.013335098458470513
55,0.015041227122489226
56,0.014981977397488636
57,0.014931441506782217
58,0.014856347261756858
59,0.014844774118281417
60,0.014799359185089938
61,0.01476279848437
62,0.014717137448112764
63,0.014499554958639718
64,0.014437401270294692
65,0.017209112898493546
66,0.02206432310802514
67,0.021898795537451998
68,0.021850852905106768
69,0.021896703579003297
70,0.021888355531495565
71,0.021788315855533685
72,0.02172509755982974
73,0.02163153842675299
74,0.021584274106527607
75,0.021413620030309954
76,0.021388701188733688
77,0.021247057476654795
78,0.02122869942862987
79,0.021142371003837927
80,0.021132247471654153
81,0.0210118153753666
82,0.021004978489418805
83,0.021000367275788318
84,0.020937837836311413
85,0.02081314918121342
86,0.020744298304908305
87,0.020255030013765978
88,0.020167883294937895
89,0.02012104253470982
90,0.020100056703158346
91,0.020293308910623305
92,0.020199906429888736
93,0.02015585543620267
94,0.020082447454072016
95,0.02010412802474509
96,0.020058534015538667
97,0.019956370244059208
98,0.019807454900495867
99,0.019769187929189094
100,0.01958643098087607
