Random_seed_42,Random_seed_43,Random_seed_44,Random_seed_45,Random_seed_46,Random_seed_47,Random_seed_48,Random_seed_49,Random_seed_50,Random_seed_51
0.03458678813791315,0.026153820586839696,0.03825768365088534,0.03438821167124623,0.038896707997874036,0.041768379163878364,0.036110627945645915,0.03311383217273613,0.03383229400739955,0.037235006852872794
0.03001042948654201,0.02476621229904431,0.037149304377018647,0.03148617934477734,0.038840822051838676,0.03836908681932316,0.03457274792224097,0.032592360154078986,0.030270740288082378,0.03525316648492404
0.016621455631815326,0.02178580583051484,0.03364447763652267,0.01945680997488282,0.03852509154692651,0.039897376851729845,0.02988838897528461,0.031719564944068815,0.03509322571718317,0.03575124689186683
0.01499943468825917,0.02019361791471173,0.033906668581741864,0.014183728116282298,0.0390803172311586,0.036861712073510966,0.03458145040472575,0.031707618081083196,0.03347745029140757,0.015610162675076285
0.012474625457404654,0.019898490312708343,0.026258959422790787,0.015021688944777638,0.04027928895725872,0.043686842335628875,0.03411231518272948,0.0300265690396409,0.032153037498167655,0.01627253941051157
0.013975034233962723,0.019785302491431473,0.026520558745023414,0.012540770751738605,0.04022052201049314,0.04361087971925976,0.03410695990955884,0.0278090968232404,0.03078674018653265,0.015739833706110005
0.014114380132833174,0.011218117625366982,0.026088850752858384,0.012508373220997767,0.04002914167416242,0.04621233259618472,0.03474800413636228,0.0244849694369141,0.029862302174456526,0.01616944613413313
0.013725224075700702,0.010131523264166265,0.026016725049202577,0.012137076429218439,0.03947478347700864,0.043803597042777906,0.03139426179329748,0.02448670017047934,0.025989790845177538,0.015882721194602722
0.014316834307814134,0.010333026476347137,0.02621614206955603,0.011925306151082633,0.039083413647399326,0.042471714487217795,0.012935688960349655,0.024329707609561563,0.025266986894125296,0.015763385718265795
0.013795292935066724,0.010468477365733609,0.025214943124203925,0.011993454345914742,0.03850881265739011,0.021116413596491596,0.014118024067581584,0.022724272710311376,0.024861319817349653,0.01637629068137503
0.012548380737934677,0.010358116267110935,0.024691886685980144,0.010066963840873525,0.03850712428835178,0.016370482583326844,0.014463494785695467,0.021207102980281372,0.02468703744400536,0.013947900236171578
0.012448655710032293,0.011279942038050784,0.024600108140100392,0.009994955704940514,0.0386840230534904,0.016395699233590775,0.014196707643104066,0.020547925750945738,0.02448238996344309,0.012737538231748993
0.011768458947719102,0.011072563170666499,0.02373046202614666,0.010337573585996913,0.038881041073921103,0.014733205475589274,0.013842270697673185,0.020533233391206187,0.024642147221297133,0.011749589540435866
0.011428954481348895,0.011118250901912765,0.02360908229485542,0.011154773968473083,0.03897003048233914,0.014426860697305307,0.01375270623101532,0.021138093380679294,0.024581834757035775,0.01059106303625349
0.011605061575001857,0.010172460500283916,0.02410036512090269,0.011299343541925959,0.03880572957142549,0.013076421724759354,0.013949646003562138,0.020588082948957507,0.024571140343075462,0.009914379922215645
0.011480998655695322,0.01012999855196673,0.021882653042124108,0.010696711760216754,0.03861212955661884,0.012598102635922604,0.013741359523656996,0.020633738834424778,0.024219954514676238,0.00989262911154192
0.011285850729190389,0.00999156074863067,0.021778889898770235,0.01072803864159148,0.038603465517235105,0.012776373330336209,0.013530977354905428,0.020650159314421795,0.024204183703823424,0.009619034166210239
0.01128705746362799,0.009961022322393534,0.021691167286028615,0.010552485870170337,0.038996428176701244,0.012695808211194622,0.012804727075854542,0.020647776889506052,0.023686517440922077,0.009672291037280472
0.011288229896469344,0.009565755868005682,0.022267135606645876,0.010440119701175542,0.039028849269712944,0.012611087377450711,0.012568845542580028,0.020393785250823117,0.023641171585482856,0.009180742986486613
0.00955195751471005,0.008849504656680744,0.022243442602781546,0.010486413176902432,0.03961376103891283,0.012711367184178477,0.012104456333585404,0.020185042760113823,0.023157337380925628,0.009089991336939359
0.009504286178649662,0.00874347275142917,0.022242040923512285,0.010172352170782913,0.03946754427143097,0.011471981198331494,0.011696278730940021,0.019831746288985968,0.024195934510063785,0.009039753257152491
0.009771875390366653,0.008635437819796773,0.021849691368745004,0.01017280025696775,0.039305231765689945,0.01062667376784115,0.011653207247219285,0.01983934994608141,0.02401288557714372,0.009435864785162947
0.009744465790905524,0.008598159428082792,0.021794451800037848,0.010140937388052471,0.038935298752696905,0.010556125936793706,0.01155062261502269,0.02015370619258761,0.024077168566562047,0.009265331330600937
0.009508810953376225,0.008596468608030696,0.02161570893585053,0.009817765447940998,0.03913662493373476,0.010479420066603056,0.011533278375882841,0.020133550428317472,0.023435143680366356,0.009150749913291789
0.009514306270242929,0.008451487344074917,0.021982947678847595,0.008986216400420972,0.03928075403252708,0.010114727785972237,0.011231218848197104,0.02011228813802813,0.023055877277601083,0.008720113340969856
0.007334445526354743,0.008244835303273648,0.021597348419939193,0.007693453510956062,0.03923027442399475,0.010120135838728958,0.011215912928821545,0.020124140047577708,0.023125494003273787,0.00884882563134637
0.007559870259483987,0.007653007128798551,0.021752440110987935,0.007799636582667277,0.038746332462406115,0.009973317406440719,0.01117218114987698,0.020021963552453715,0.021137799338127997,0.00885226343425764
0.007566488109504248,0.007509877602426533,0.021760828341314792,0.007794610373149424,0.038308467178328205,0.00987079493043682,0.01071051449537115,0.019983065265610944,0.023037445388516178,0.008640387483777533
0.007563705112613293,0.0074283796727686365,0.02163534648885707,0.007829844521455095,0.0382570644410842,0.009465337013841685,0.010635575763764588,0.019986521174293042,0.0226801111033438,0.008517246942457327
0.0069910805685837575,0.007435312167005061,0.02168603182306091,0.007831867206522033,0.037804576156527665,0.009215062869984393,0.01027951726357549,0.019970489539557646,0.02277636190134163,0.007561710028136774
0.006963577219810098,0.0074116655656769675,0.02164189582122128,0.007604920743750188,0.037371241329037304,0.009206693417966693,0.00994834328228518,0.01970602343909581,0.022662714193568086,0.007333916261106404
0.006705206058867987,0.0074242470553841765,0.020181280211601524,0.0072042171539421235,0.03735195014724411,0.009231778333977462,0.009758348867977306,0.01967777144053077,0.022268335200606743,0.0072911262115405075
0.006710035608557158,0.0074073066200911935,0.01959994703736283,0.007216785177588162,0.037544381017653956,0.009271166752939894,0.009765093805640734,0.01875422951458013,0.02204857880265338,0.006828693762406469
0.006640977581912722,0.007405833430969868,0.01976039606019738,0.007221772073015275,0.03745886394431458,0.008854507171140452,0.009748734272000117,0.018734157875058777,0.021695031199437664,0.006786518078232492
0.006676192246856289,0.007526046610079816,0.019758174897835656,0.007133437763676201,0.037432897137672616,0.008872843240690993,0.00970418796291121,0.018485996021625827,0.02156654937863635,0.0066095240493884
0.006543376846617377,0.006911393465385242,0.019681911012998002,0.007012449898058266,0.03796860782630915,0.008906255589475992,0.00975551134115674,0.018534426185672675,0.02078416241498959,0.006610469904159377
0.006515211490624769,0.0066496816175406126,0.01967039957796182,0.006999052094782921,0.03785383433840231,0.008761929362774683,0.00974967775107277,0.018527337226066504,0.021047926673165247,0.006511606102064371
0.006513255078539845,0.006642358596810722,0.019600703121605913,0.006991301184097407,0.03774610882803403,0.008754701337396198,0.009695920364781783,0.01848726632360487,0.020789778199723642,0.006400284886727466
0.006486265059901958,0.005743700718679772,0.018813472909944888,0.006936300730719216,0.03787960526787844,0.008733175983144218,0.009616474291466977,0.01849290762251007,0.02075728163354758,0.00642357971635153
0.006437021101853201,0.005743714549312453,0.018833936743602214,0.007053384074361266,0.03783760474522798,0.008729395218583015,0.00960610307324291,0.018589811451207763,0.02071077027926391,0.006329710611700992
0.006409905853055593,0.005849647156601961,0.01866760576314006,0.0068767002008046415,0.037942357378643585,0.008626108753749152,0.009510790973153702,0.01871389078444846,0.019759980854615677,0.00620700811316926
0.006402419435477798,0.005855062105417441,0.018668880373913864,0.006797147254252342,0.037686589015988314,0.008613823483034204,0.009264217735272844,0.018622647032482745,0.019720943033749692,0.006206584233206377
0.006379351824843161,0.005791603740110639,0.018538653125688663,0.006815748041808081,0.036960886307926336,0.008135476073096838,0.009085323725179785,0.01850563411069081,0.019722993541180733,0.006200554878975
0.006108628659960595,0.005784334193885888,0.0185178904573271,0.006484162544610118,0.03707860873535656,0.008157050710381173,0.00908175367999674,0.018496264619561463,0.01969815461874408,0.006173813169293524
0.005348932339763722,0.0057896040019257055,0.01850661515965723,0.00647333953526908,0.03707248270882388,0.008143707448566736,0.009066500380053943,0.018476994256156867,0.01949414989119564,0.00615974318344587
0.0053511878947144695,0.005668326233444611,0.018402909124505377,0.00643311837066056,0.0370576968193754,0.008110511458107778,0.0090651267410872,0.017986324728822837,0.019528005688643567,0.00607108919921284
0.0053425811895247005,0.005643246785043971,0.018378200053491618,0.0064798966142944735,0.03702729638587611,0.008488847440697937,0.008820972855588135,0.018004981959280294,0.01898883768350198,0.005724183479205267
0.005300373567122955,0.005628405515848225,0.01825535472777072,0.006480820935833982,0.03696014804680599,0.008483267863945562,0.008668637843737738,0.018002021976454192,0.01884918156917034,0.005710456706037696
0.0052099464711327145,0.0055986180932033145,0.017991837147774442,0.006451282806277014,0.036805477754427024,0.008409962951899578,0.008667071715211742,0.01800102814642307,0.018815929035035386,0.005711465627318613
0.0051946511015120555,0.005600806302392542,0.01798824870800452,0.006594582870876516,0.03676190144412593,0.008287370631482376,0.008652199709684534,0.017964009585420812,0.01834018930464526,0.005700198099633404
0.005198008037026239,0.005550576334865629,0.0179838850297455,0.006558385934871033,0.03688870358633219,0.00828519930232403,0.008675591825715845,0.017845133814927073,0.018336733286560925,0.005698627508239254
0.005182574397287155,0.005482072076498903,0.017914593935510162,0.006556097129366294,0.03701738923408342,0.00784873081997305,0.00868018870416467,0.017776033060120166,0.018364567724559796,0.0055823999119589815
0.005164444355442343,0.005477958027285673,0.017915558933540705,0.006461979505370881,0.037058045040047456,0.007719783295959256,0.008627685344072182,0.01781155430097543,0.01835289473037136,0.005436839739113478
0.005162975064780632,0.005475294845795494,0.01788601102376694,0.006211302107595126,0.03699978357435279,0.007759004919416026,0.008314021655489777,0.01780806276302365,0.018276740157706545,0.005432932587230622
0.005166376911482789,0.0054766393766619344,0.017850868389249406,0.006222689030809295,0.037128890928403976,0.007703413430513878,0.00853517130522631,0.01779890715001702,0.01834818654577769,0.005424427404651549
0.005148418131477886,0.005477115264181481,0.017711637565176536,0.0062102198974910575,0.037330354366770235,0.007705057796999217,0.008521203895734259,0.01757269961365498,0.018297384925109062,0.005407777192283902
0.005019315874678101,0.005538240210576939,0.01770094058694585,0.006117377001654954,0.037076667094655555,0.007662243018118065,0.008508272961513123,0.017387173053837326,0.018294462423450248,0.005347073006764277
0.005009998846837471,0.005530201009735911,0.017652750465290298,0.00612515812682855,0.03702521238473508,0.007596849122951234,0.008518325036381667,0.017278436010306854,0.018291688169423285,0.005337122528473425
0.005027731391052476,0.005516718110196967,0.017641610254170062,0.005586901035592742,0.036803390366724344,0.007563707951945733,0.008511032523916665,0.017172814936249937,0.018101047698266818,0.005329232226311782
0.005015513932842251,0.005436571265881826,0.017430417142865508,0.005558911297759242,0.03673052109321927,0.007449164257605255,0.008411649995985189,0.017231811030160298,0.01809436999499109,0.005151657599816799
0.004961334279835826,0.005438164502467158,0.017163021793844355,0.00551248610612887,0.036410962116960835,0.007442340905058277,0.008457080219290085,0.01674718192185416,0.01804245095743054,0.005102389770537441
,0.005427766352549199,0.01716291808298028,0.005503046030760522,0.03641054897354646,0.007426507742290618,0.008429381190175986,0.016717499312991074,0.018022297443980123,0.005143503538812351
,0.005293599390494607,0.017149918542949706,0.005482525931843187,0.0364102184406631,0.007410413902256851,0.00842836462620112,0.01668997860777168,0.01799482995292716,0.005136878145336022
,0.005308626088942692,0.017142970910552804,0.004947799371286866,0.03603504258588289,0.007401769023526994,0.00833519989292825,0.016676576533879568,0.017978214494362117,0.005136999425912924
,0.005289170046822994,0.017143783914830058,,0.03596165311689259,0.00735002671590263,0.00819592986354414,0.016667642275688052,0.01796097697980056,0.005096173369230144
,0.005241144436099526,0.017139920176327372,,0.03545916485914884,0.007348643372510182,0.008052459380414228,0.01665505631975871,0.0179345067890985,0.005066714331197225
,0.0052385192738580175,0.017126305225078377,,0.03508136068903176,0.007346164202072574,0.008002248460767039,0.0166532288957642,0.01788003689546276,0.005047341708378397
,0.005219761606365505,0.017118876792576537,,0.03511192178152653,0.00733873203107269,0.008001850939907568,0.0166444036798944,0.017871120138644597,0.005048713007852341
