Strategy,StoppingIteration,GradientStableIteration
Random_seed_42,100,
Random_seed_43,65,39.0
Random_seed_44,69,46.0
Random_seed_45,83,57.0
Random_seed_46,76,62.0
Random_seed_47,68,52.0
Random_seed_48,87,48.0
Random_seed_49,72,51.0
Random_seed_50,69,52.0
Random_seed_51,73,69.0
