Iteration,MeanMAE
0,0.02856993450354462
1,0.023261162293954085
2,0.023127497602528843
3,0.02086029854531123
4,0.01925774344057718
5,0.01883434202359997
6,0.018677508125468062
7,0.0179023180168145
8,0.017169815751192426
9,0.016630740338524075
10,0.016466838804682655
11,0.016134896657834217
12,0.015914261841790477
13,0.013432748720070872
14,0.01288907241982197
15,0.012598252582183162
16,0.012165104059563444
17,0.011917789929843771
18,0.011526347658991912
19,0.01142844227037731
20,0.011114890932078536
21,0.010792171086284217
22,0.010818078812743038
23,0.010721555611081377
24,0.010449582293590061
25,0.010468485287149682
26,0.010303349118494173
27,0.010126364241710943
28,0.009968137500827043
29,0.009971157047917619
30,0.009847179524410152
31,0.009780682817582017
32,0.009729516551796415
33,0.009705248460435849
34,0.0097230345384836
35,0.009617463445473342
36,0.009463881174416742
37,0.00932174583192297
38,0.009093589663547367
39,0.00902542034956994
40,0.009019912339013527
41,0.00897480964961148
42,0.00894017003929709
43,0.008841411840494048
44,0.008835665996800536
45,0.00872757284891425
46,0.008733557825637114
47,0.008667594586553157
48,0.008669639234248036
49,0.008606358525321673
50,0.008566675648999506
51,0.00847419618718858
52,0.008290745748636264
53,0.008255090768935092
54,0.008237676653763019
55,0.00813076114469088
56,0.00809954229895691
57,0.008039310849861956
58,0.007933249431491004
59,0.007914474696041805
60,0.007712984951334928
61,0.0076385323895780425
62,0.007619242700457195
63,0.007577745496852045
64,0.007494398701517276
65,0.007470298980876014
66,0.00769934584262793
67,0.007672788466806681
68,0.007656327730773315
69,0.007969451942567658
70,0.008947837446715222
71,0.008932160316869041
72,0.008920563918005003
73,0.00966846059342508
74,0.010732005833506126
75,0.010679001471430312
76,0.010595196838764634
77,0.012517968214066227
78,0.012442814887466158
79,0.012403481755344906
80,0.01223981045468507
81,0.012185151408322022
82,0.01214424082355224
83,0.012104503920239519
84,0.015593647342675586
85,0.015548022372134018
86,0.015517716338561525
87,0.015409565012001879
88,0.025922065691596746
89,0.025889307267638564
90,0.026305482517706626
91,0.02620136116465792
92,0.02614739970648981
93,0.026173837972604645
94,0.026066939667534036
95,0.026030395858203506
96,0.02553395455217851
97,0.025384873411411858
98,0.024763608607656046
99,0.02476185039335339
100,0.02465477384061446
