Iteration,Top5Similarity,Max Comp,Min Comp,Centroids_saturation_low,Centroids_saturation_medium,Centroids_saturation_high,Random,LHS,K-Means,Farthest,ODAL,K-Center,Random+Top5Similarity,Random+Max Comp,Random+Min Comp,Random+Centroids_saturation_low,Random+Centroids_saturation_medium,Random+Centroids_saturation_high,Random+LHS,Random+K-Means,Random+Farthest,Random+ODAL,Random+K-Center
24,0.0263656250059743,0.004114569999430399,0.023470753702264504,0.019736781564889352,0.01870698716284013,0.019383136976390096,0.01601618996848682,0.01813586461430388,0.016364929217180434,0.01098810664452462,0.024081589250831942,0.00852003016546406,0.01034759354004575,0.0039073363848220405,0.0044014666310666,0.007422617772772901,0.010257308729548009,0.010236093577125299,0.0076827051381131205,0.006605947415106621,0.00496961571392879,0.004818815590736749,0.00497226575912437
25,0.0260063876061064,0.0040931855353383995,0.0234600005880537,0.01968623175780257,0.01867661923905827,0.01940368851945792,0.01595086737796647,0.018091296769131744,0.016214578335993178,0.010841764255209422,0.02381264013696509,0.00837092664216929,0.010321813946479099,0.0038503114866130393,0.00427119094188684,0.00732120108974939,0.010223220065682652,0.010093374332577282,0.007604733216785011,0.0066137390270129895,0.00483196139139548,0.004776419371188021,0.00492379283306473
26,0.0259899214231075,0.003689847455255301,0.021800014705361,0.019732250062874872,0.01861818037313611,0.019325804740328738,0.01584492582057705,0.01804497788515029,0.01609596290768455,0.01084775813177901,0.02362743371576848,0.00830830386882199,0.010186015311279878,0.0038004088978014993,0.00417546033425069,0.007244937224786981,0.010149518588358601,0.01007376727262874,0.007556364643122981,0.00652979721880204,0.00471366241494851,0.0047189928236451495,0.00480239165955691
27,0.026055347026719904,0.0036295014094007002,0.0218309730675022,0.01967237176080873,0.018461673468401503,0.019226756959791112,0.015652356316503618,0.018104099927230048,0.01613473583517585,0.0107748714300097,0.023414968011381494,0.00821736828945176,0.01018987756229374,0.0037777977439499,0.00409829520924127,0.007158173592376702,0.010131713376396251,0.01002493432108333,0.00751666739498619,0.006538698077039701,0.00464992110419387,0.00463195465787791,0.00478556508739811
28,0.0255299096199939,0.0036419787187314,0.021730858262810505,0.019577648088062873,0.01828253525085304,0.01921009547497874,0.015514419460919951,0.01817410240026316,0.01600360590772677,0.010710206276975531,0.0234849634218394,0.008047719590326241,0.01019326420662545,0.0037159423236585998,0.00399916902480711,0.0070773116002736,0.00988486931817534,0.00993032852454926,0.00744481562103777,0.00652792654171077,0.00459600909022009,0.00460445658682106,0.00470208141043389
29,0.024135743022496995,0.0034906618309507005,0.021408078432000203,0.019480135465515216,0.01816317020913008,0.01916247809852418,0.015465994241980452,0.018177403755913264,0.01590209733448296,0.01063532384425359,0.02320878253445845,0.0079710363263285,0.01019159853993629,0.0036891998070074997,0.0038953916545835603,0.00702668375451877,0.00982457344201353,0.009924819962596991,0.00741416842945503,0.00643811638862442,0.0045186968959862305,0.00457117879968404,0.004670858684589151
30,0.024097079212230095,0.0034682893251522995,0.020447935894412204,0.019263816943583412,0.01798002169946844,0.019164401328982873,0.01550724035624812,0.01808977477091263,0.015789211953753168,0.010608299955401631,0.02308028800776735,0.00784369192363896,0.00994840380878094,0.0036291936754607795,0.003875785654568,0.006987932206631681,0.009788231939994901,0.009845422518012379,0.00740219718220895,0.006394672392752719,0.004465976014925531,0.0045507399354753,0.00455704660065052
31,0.023050635205313596,0.0034142685982237004,0.020433696873557596,0.01917180788620545,0.017765754425969667,0.019042141983718616,0.015467471548477116,0.01794491267777147,0.01559497450974318,0.010520825229025709,0.022880302397158447,0.00777955962942375,0.009864290464206182,0.0035173251238954095,0.0038554019032567208,0.006714487014446509,0.009778310308273691,0.009717875998963439,0.00734587075605513,0.00637318729395509,0.004417220510809079,0.00452049238437705,0.00437725599981824
32,0.0229876830085691,0.0034144974655224,0.020448553371416205,0.0187813693904544,0.01766946224429907,0.01896438413565934,0.01536077694407283,0.017710654551425807,0.01560078207803219,0.010463327814146769,0.022981364054815982,0.007737512998522179,0.00984402037394019,0.00342059607050168,0.0038307569231265403,0.00663145360878493,0.009815687539929091,0.009694773415499212,0.007338257876287389,0.00631942704742756,0.00438355242003472,0.0045072584859944895,0.00434276493743058
33,0.0228181888959714,0.0034023424525912,0.0192017154480344,0.018682784288307858,0.01768559431151394,0.01891515887361185,0.01531105380800965,0.017629567214403043,0.015606913050995107,0.01027202064197016,0.022899865022829403,0.007715915323023519,0.009582488727594072,0.0033349536838005707,0.0038104642800636406,0.00645935435102747,0.00978947343558811,0.00958122233243178,0.007293629062223919,0.00634447348472224,0.0043300007522937495,0.0044519853602930995,0.00430949599001283
34,0.022676165576125503,0.0034139596216511995,0.0190499964108008,0.01847580099209528,0.017678288369975093,0.01881981011149863,0.01522525156302675,0.017568926471566937,0.01529205998478439,0.010900386030032412,0.022700985110049497,0.007892614852027045,0.009577443459689578,0.00328756137098916,0.00365340362145264,0.00639943532330316,0.00976293631860207,0.00955094937426122,0.0073578898618424995,0.006339523793730551,0.00426210128141772,0.004379644264596879,0.004266237552319881
35,0.022618843651302702,0.0033907294754269993,0.0189090873885176,0.018467184333281643,0.01767533365592691,0.018805184365651602,0.015080895979877898,0.01756350760346539,0.01526629131665801,0.010745648558821501,0.02261855333326005,0.007803562837443567,0.00951312261888235,0.00327370760132877,0.0035909244882602496,0.00637552920839137,0.0097450913492582,0.00943117756951992,0.00732055927507218,0.00629294476769388,0.00411079968341495,0.00433044514967443,0.00419246243626053
36,0.022620211509912,0.0033871815489181995,0.018864495931198995,0.01854850975986324,0.01765546998854651,0.01880454108600814,0.014895375497043058,0.0174649779028588,0.0154023706869051,0.010732323317841722,0.02247001700988461,0.0077938755469669895,0.00935791875815788,0.0032417811743315995,0.0035026238248103496,0.00627859018323548,0.009705197617145212,0.00933118872366505,0.0072863240271958795,0.00624899972137879,0.004085908673368869,0.00429744598054444,0.00407033601264301
37,0.0226472411475267,,0.018611650435245996,0.018559249498578567,0.01765479979883326,0.01872879560183165,0.01617285667217449,0.01744580332834748,0.01539204537126398,0.010702224771838357,0.022416936936328104,0.007811979641119555,0.00930278917020229,0.0032239867094722902,0.00347233550091815,0.00620531339281236,0.009688155801962719,0.00927767119160541,0.00717739686416739,0.006220271686489601,0.00402870279750066,0.00427293296498538,0.003983699707661459
38,0.022619805193513597,,0.018600777679501402,0.018648272254072992,0.01749451208399303,0.018740573540620295,0.016137937418073813,0.017401819047050276,0.015348265861418312,0.011507795982957711,0.01996716974601187,0.008359590825814524,0.009185702289670838,0.0031980786163912102,0.00346253274917573,0.00615757138338489,0.00964595173657511,0.00928241629929164,0.007122392036985279,0.00618498454144933,0.0038652252834621404,0.00426254149759101,0.003930522158215771
39,0.022273881711913603,,0.018229044237946,0.018637304426293244,0.01733850123915496,0.018719987450972128,0.01618356017854465,0.01734731428165788,0.015270556757719173,0.011449359160087463,0.01982290624142391,0.00835063982858425,0.00918753247195275,0.0031752791182298803,0.0034318528827709297,0.00618232727341783,0.009591654812742779,0.00923191746865679,0.007108684416094099,0.0061469829105291205,0.00380853459489721,0.0040919579569143,0.0038718562266262997
40,0.022204441214209805,,0.018215381520814304,0.018549693871104812,0.017320007788195056,0.01874181150596332,0.016246137105463812,0.01715905341959196,0.01522851180796149,0.011338529147529463,0.01965879772824671,0.008250949482524575,0.009113072282174199,0.00316267681934393,0.0034531595580283,0.006115394000629509,0.009570347821229331,0.00921971609766396,0.00715990458423754,0.00609772757991303,0.0037745966252878665,0.0041014401772641994,0.003834753981819201
41,0.021753920956008303,,0.018204263897242102,0.01857265397513529,0.017166660529601602,0.01870352831942598,0.016263777946960455,0.017090615063646702,0.015159288709482818,0.0113243347020594,0.01973821160392353,0.008753508955027012,0.00898572059290707,0.0031297696794555996,0.0034856699574215876,0.00620340423588314,0.009622171568956991,0.009187917921902369,0.007073461601796789,0.00604063387546651,0.0037224586653297554,0.00402392821110456,0.00381263287691277
42,0.0216035217725114,,0.006167440869207,0.01845638343473134,0.01708640426736421,0.01870449985798146,0.0161880767985492,0.016920694887907484,0.015120722127696279,0.01231291048669873,0.019672809972822204,0.010549058307473238,0.00901471342114991,0.0030731456155919904,0.0033915243821478125,0.00613652640948635,0.0095925643919248,0.009118011443388429,0.0069666313532980705,0.00596879522766113,0.0036688822153534,0.0039871616743067505,0.0037913697158369107
43,0.021572234993448503,,0.0061728192422981,0.01841026141856531,0.01705748208734519,0.01868824055429018,0.016220132008401902,0.0168904860173825,0.015086300977173612,0.01230040658997183,0.019509409954018557,0.0103898998605849,0.00902548295412801,0.0030199436113128994,0.0034055534960112715,0.00609726497684365,0.009583182438835271,0.009049957242005508,0.00690681391288007,0.005904654354489541,0.003627180012934444,0.0040325968706977,0.0038854118607247554
44,0.021320491001177302,,0.006145692514689901,0.018403920140992354,0.01706429406169099,0.01862711166723115,0.016114387637988076,0.016831810297719844,0.01501462981229416,0.013650527154709317,0.01947887443633134,0.0120475240735765,0.00890112551774518,0.0029920354190986894,0.003389561174606957,0.00609019168562364,0.009536024999053221,0.00903120884086011,0.006801639043110939,0.0058846753381503,0.003602264751569477,0.004015704003422144,0.003856414288091822
45,0.021440229637952397,,0.0061237736750131,0.01837624820538964,0.0170187393638664,0.01853256103259379,0.016013386145704064,0.016800765808308325,0.014916970145194589,0.013645555367486933,0.019382316524401172,0.0120280167991861,0.008828437818859431,0.00294330683413574,0.003408233595426783,0.0059975858147557695,0.00952650892772079,0.009010769330704011,0.006755762364577411,0.005885696882544179,0.0035839527143626776,0.003967943167589022,0.003819494104894355
46,0.021439068587671604,,0.005955484436320601,0.018192767645125996,0.016887077739920608,0.018488859731209048,0.016029632414283543,0.0167990934814519,0.014937319427923739,0.013626000854824336,0.01936756089631761,0.01191961099940175,0.008763697372945179,0.0029214453962397497,0.0036572376134249,0.00593719796355322,0.00952873518381018,0.008974890644030271,0.00674114752277241,0.00583712000941863,0.003572728171608289,0.003935093550482633,0.003771697307093837
47,0.021159260629696305,,0.0059697922916526,0.01811317986899367,0.016831472025214258,0.01853500956673703,0.015971514243023035,0.01673749535159261,0.014879520690033532,0.01565731789035078,0.01926171846203386,0.01181283273587125,0.00872631195617271,0.0029015653248446105,0.00434156199474555,0.00596704364290668,0.00946294221317301,0.0088408101066064,0.006717441934890961,0.006119788721984055,0.003547878621291289,0.003896069829245934,0.0037305153322363623
48,0.021088919231637,,0.005975679349638199,0.01796279230939034,0.01683827298058115,0.01853185289873949,0.015927409218780986,0.016675806748491367,0.014798889525166281,0.015655201245765242,0.01923000497606569,0.011805491933682025,0.00868192132692795,0.0028870356339818102,0.00432109535018235,0.005937984577714681,0.009376848457858819,0.0087844741253987,0.006757881187328431,0.006094614912644466,0.0035258992103820333,0.003969423500251475,0.0036778959775639374
49,0.021109124439044804,,0.006005703340887201,0.01775343474807613,0.01679828005172485,0.01847050449192019,0.01591916897946221,0.01663818994164094,0.014788038505590578,0.01562981716968796,0.019072712789152627,0.014479506703225967,0.008654136375360989,0.0028928944259925247,0.0043193986784094,0.00594245695358978,0.009369112332604238,0.00870330404073653,0.00674427758152456,0.006082230275705712,0.003521531836338445,0.003894771430222925,0.0036738649708536377
50,0.020862645350109097,,0.005954801344822401,0.01771606895550791,0.01678536563964617,0.01846386848094401,0.0158672287017014,0.016610480608875107,0.01473164277860529,0.015579883732985762,0.018894258540761273,0.0144750769949992,0.00859393736286321,0.0029014153601851,0.0043122829747538,0.006236853452898433,0.009252376356782539,0.009308876109882288,0.006661722346380931,0.006040744714364622,0.0033963785499355774,0.0038536274973661622,0.0037756933464728718
51,0.020538706990910097,,0.0059498527188699,0.01769213363116395,0.01674314729823414,0.018325688997284283,0.015738773365269746,0.01651565244015409,0.014537143713403302,0.015577266533177958,0.01883929089408713,0.014448535605873567,0.00856949668266456,0.0028815569146175,0.00454437062239375,0.006205126341352754,0.009882464096323354,0.009312695658812178,0.006624509081992599,0.006033752296111634,0.0033234246560789374,0.0038054748798175496,0.0037552675846961427
52,0.0204860289507294,,0.005956374761576199,0.01758165339102125,0.01662122109228446,0.018303695747963127,0.015698189820940223,0.01645131585752027,0.014506872892858,0.01559009729744944,0.0187665197718269,0.014274674227183667,0.008567359666121929,0.00286343295699804,0.0045389142705386,0.00614361748699339,0.009824869115487321,0.0092691795708686,0.00658633372479194,0.0060019744179733445,0.0032716551965091874,0.0037757856940177875,0.0037376040512838147
53,0.020476533782896204,,0.0059577025921363,0.01752852263685433,0.01658282056237785,0.018239529198261373,0.01562544912004909,0.01645793458282607,0.01446443348813268,0.01551866260424454,0.01872129429950533,0.0140781619046935,0.00854750808504169,0.0028092113950721398,0.0045288256062363495,0.006103113307068911,0.009772342083203156,0.009246927661878544,0.00653334955336426,0.005945688058529778,0.003255882213774425,0.00374464346864095,0.003844433772731033
54,0.0204729763848287,,0.0059249089036539,0.017444705345977217,0.01653113820196253,0.01816294966494126,0.015568013310607531,0.01645683781822674,0.01445727655660709,0.0155169896097693,0.01867611061978632,0.01904586592922515,0.008491642253354862,0.00280285513402972,0.00452031740734395,0.0060608523189382,0.009715118967835645,0.009152050995494656,0.006477093740819499,0.006275743890052638,0.003212898816378025,0.0038326912626504,0.0037988291104599672
55,0.020314347715698504,,0.0059040884274823005,0.01734346586390399,0.016503861825834708,0.01808384348683243,0.015536018617411345,0.016486464706757235,0.01445266059079701,0.0155163025190172,0.01855642870775164,0.0189178557037933,0.00847683027791185,0.002777536894508,0.0045141250498662005,0.006008660495297312,0.009707812431884568,0.009154048291931165,0.0063997573836247395,0.006237106647520875,0.0031718892406613617,0.0038211423963517427,0.003765124848233867
56,0.020259595001831197,,0.0057830222638399,0.01727442265740688,0.016426986882814514,0.018039325267105423,0.015515645440693199,0.016394988442513966,0.01555176849914908,0.015506585239896401,0.01845585017413019,0.0187865408470058,0.00842007854970515,0.0027692174581383996,0.0045150890578417,0.005981862854794234,0.009686949662708166,0.009105115335046099,0.00632193051817886,0.006235318002812888,0.0031869984127254575,0.003932224612917016,0.0036551810474079165
57,0.020160579514096198,,0.0057757950407425,0.017330494484998727,0.01638171079043652,0.017995861151312232,0.015478418253285045,0.01632001853186382,0.0153727507640854,0.01549921960369614,0.01835932071606005,0.01882040641910465,0.008395615131981778,0.0027824412278437,0.0044866560871195,0.0059254813722547,0.009628380075467667,0.009079784010998156,0.006300440969726669,0.006209372178705812,0.0031753548600160714,0.00391617669343405,0.0036459150844717664
58,0.0200684581024326,,0.005768914913364899,0.01719014844448994,0.016257497354252654,0.01796548213427032,0.015390799902701776,0.01620336250649998,0.015325082587031422,0.01547103439296536,0.020081669730183622,0.01890750713135305,0.00840254161778684,0.00277019887014425,0.0044695240767853,0.0059039668740113104,0.00959054273516081,0.009064679124215545,0.00624470264291038,0.006056399697365888,0.003147005933006343,0.003906940931805633,0.003630659628732783
59,0.020186473814488005,,0.005766346649938101,0.017167863443108562,0.016255739898509917,0.01789617079493002,0.015317387449739678,0.01599638068196254,0.015260502305750843,0.01543877814137356,0.02003051982822771,0.0189357122213859,0.008991142698012943,0.0027539281982096,0.0044679475947179,0.005938580746419223,0.009549618684606466,0.009041917346236734,0.006576198889737522,0.006029795729825788,0.003122491725957729,0.0038925705318719832,0.0036027670198497835
60,0.020147308528546296,,0.005800080582100799,0.017097759713352888,0.016191886958957534,0.01775185976584249,0.015293102167659466,0.01594562187814011,0.01521834427068669,0.01541556562802746,0.0197846193478161,0.01889094065471295,0.008961978189382179,0.00274865842426995,0.0044219433487209,0.005941217325491256,0.009517969576230266,0.008965251934271511,0.0065731693377488664,0.00685396938584605,0.0031263051329330997,0.004129476323821719,0.0035517477766517837
61,0.020278152366847903,,0.0057831265269074,0.017071879598448556,0.0161060109434372,0.01768296160257948,0.015251889687280532,0.015861865985229977,0.01519156311186272,0.015407339764697861,0.0197381362644711,0.0188599124490188,0.008872781464238588,0.0027394176381543003,0.0043708881492526,0.0058968940389760895,0.009517868439656423,0.008942949246614122,0.0065466245001252876,0.0068372466817094996,0.003110915477246833,0.00411264906257988,0.003532148856988267
62,0.0201626479367627,,0.0057067835176495,0.017020723957024853,0.016083339379890548,0.01766938418049255,0.015212999010546032,0.015841066394032675,0.016703345881307112,0.0153236244980613,0.01968016057302309,0.0187863225262468,0.008883385330423156,0.0027017203066194,0.0043696561399845,0.005816008714678499,0.009498336608334443,0.008985147741615289,0.0064761083499403444,0.0067753701194089,0.0030820439694671502,0.0040753026883903806,0.00352221718112825
63,0.020095096870709598,,0.0057085908230887,0.01694844745161288,0.016017215152185352,0.01763009210687019,0.015188812403893486,0.01575403034504591,0.016680138157677625,0.015313881264258342,0.01967460386409627,0.018743647738288398,0.008872920681002624,0.0027009639840355,0.0040240140074665,0.005773350467079756,0.009418601518636579,0.008984536508805244,0.006463371999307,0.006808451977545632,0.003073107257275267,0.004295932497162425,0.0035174706226757998
64,0.020020579069033505,,0.005705823217204001,0.016917512029732847,0.01598490370024235,0.01754315102821764,0.0151944614212828,0.01573481687950707,0.018580304774658253,0.015334930666816942,0.019582996327063774,0.0186809630598846,0.00884567657271551,0.0027067866659035,0.0040209644873708,0.0057620733871398,0.009333625799036523,0.0089476193942077,0.006406246346370789,0.006831332274408416,0.0030616012338789,0.0042788309588125,0.00362219447314844
