Strategy,StoppingIteration,GradientStableIteration
K-Means_seed_51+Centroids_saturation_low_seed_51,57,57.0
K-Means_seed_51+Centroids_saturation_medium_seed_51,52,52.0
K-Means_seed_51+Centroids_saturation_high_seed_51,60,60.0
K-Means_seed_51+Random_seed_51,53,53.0
K-Means_seed_51+LHS_seed_51,49,49.0
K-Means_seed_51+Farthest_seed_51,43,43.0
K-Means_seed_51+ODAL_seed_51,100,93.0
K-Means_seed_51+K-Center_seed_51,51,51.0
Farthest_seed_51+Top5Similarity,41,41.0
Farthest_seed_51+Max Comp,51,51.0
Farthest_seed_51+Min Comp,46,46.0
Farthest_seed_51+Centroids_saturation_low_seed_51,58,58.0
Farthest_seed_51+Centroids_saturation_medium_seed_51,60,60.0
Farthest_seed_51+Centroids_saturation_high_seed_51,65,65.0
Farthest_seed_51+Random_seed_51,55,55.0
Farthest_seed_51+LHS_seed_51,48,48.0
Farthest_seed_51+K-Means_seed_51,43,43.0
Farthest_seed_51+ODAL_seed_51,89,70.0
Farthest_seed_51+K-Center_seed_51,48,48.0
ODAL_seed_51+Top5Similarity,100,
ODAL_seed_51+Max Comp,100,49.0
ODAL_seed_51+Min Comp,45,45.0
ODAL_seed_51+Centroids_saturation_low_seed_51,56,56.0
ODAL_seed_51+Centroids_saturation_medium_seed_51,100,58.0
ODAL_seed_51+Centroids_saturation_high_seed_51,54,54.0
ODAL_seed_51+Random_seed_51,47,47.0
ODAL_seed_51+LHS_seed_51,59,59.0
ODAL_seed_51+K-Means_seed_51,100,93.0
ODAL_seed_51+Farthest_seed_51,89,70.0
ODAL_seed_51+K-Center_seed_51,40,40.0
K-Center_seed_51+Top5Similarity,64,64.0
K-Center_seed_51+Max Comp,38,38.0
K-Center_seed_51+Min Comp,33,33.0
K-Center_seed_51+Centroids_saturation_low_seed_51,69,69.0
K-Center_seed_51+Centroids_saturation_medium_seed_51,74,74.0
K-Center_seed_51+Centroids_saturation_high_seed_51,71,71.0
K-Center_seed_51+Random_seed_51,63,63.0
K-Center_seed_51+LHS_seed_51,58,58.0
K-Center_seed_51+K-Means_seed_51,51,51.0
K-Center_seed_51+Farthest_seed_51,48,48.0
K-Center_seed_51+ODAL_seed_51,40,40.0
