Strategy,StoppingIteration,GradientStableIteration
K-Means_seed_49+Centroids_saturation_low_seed_49,50,50.0
K-Means_seed_49+Centroids_saturation_medium_seed_49,57,57.0
K-Means_seed_49+Centroids_saturation_high_seed_49,55,55.0
K-Means_seed_49+Random_seed_49,57,57.0
K-Means_seed_49+LHS_seed_49,67,67.0
K-Means_seed_49+Farthest_seed_49,77,77.0
K-Means_seed_49+ODAL_seed_49,100,84.0
K-Means_seed_49+K-Center_seed_49,72,72.0
Farthest_seed_49+Top5Similarity,62,62.0
Farthest_seed_49+Max Comp,40,40.0
Farthest_seed_49+Min Comp,40,40.0
Farthest_seed_49+Centroids_saturation_low_seed_49,74,74.0
Farthest_seed_49+Centroids_saturation_medium_seed_49,84,84.0
Farthest_seed_49+Centroids_saturation_high_seed_49,84,84.0
Farthest_seed_49+Random_seed_49,79,79.0
Farthest_seed_49+LHS_seed_49,82,82.0
Farthest_seed_49+K-Means_seed_49,77,77.0
Farthest_seed_49+ODAL_seed_49,44,44.0
Farthest_seed_49+K-Center_seed_49,63,63.0
ODAL_seed_49+Top5Similarity,100,
ODAL_seed_49+Max Comp,43,43.0
ODAL_seed_49+Min Comp,45,45.0
ODAL_seed_49+Centroids_saturation_low_seed_49,60,60.0
ODAL_seed_49+Centroids_saturation_medium_seed_49,54,54.0
ODAL_seed_49+Centroids_saturation_high_seed_49,51,51.0
ODAL_seed_49+Random_seed_49,53,53.0
ODAL_seed_49+LHS_seed_49,54,54.0
ODAL_seed_49+K-Means_seed_49,100,84.0
ODAL_seed_49+Farthest_seed_49,44,44.0
ODAL_seed_49+K-Center_seed_49,42,42.0
K-Center_seed_49+Top5Similarity,61,61.0
K-Center_seed_49+Max Comp,38,38.0
K-Center_seed_49+Min Comp,41,41.0
K-Center_seed_49+Centroids_saturation_low_seed_49,74,74.0
K-Center_seed_49+Centroids_saturation_medium_seed_49,74,74.0
K-Center_seed_49+Centroids_saturation_high_seed_49,85,85.0
K-Center_seed_49+Random_seed_49,69,69.0
K-Center_seed_49+LHS_seed_49,79,79.0
K-Center_seed_49+K-Means_seed_49,72,72.0
K-Center_seed_49+Farthest_seed_49,63,63.0
K-Center_seed_49+ODAL_seed_49,42,42.0
