Iteration,Top5Similarity,Max Comp,Min Comp,Centroids_saturation_high,Centroids_saturation_medium,Centroids_saturation_low,Random,LHS,K-Means,Farthest,ODAL,K-Center,Random+Top5Similarity,Random+Max Comp,Random+Min Comp,Random+Centroids_saturation_high,Random+Centroids_saturation_medium,Random+Centroids_saturation_low,Random+LHS,Random+K-Means,Random+Farthest,Random+ODAL,Random+K-Center
29,0.03682002204776259,0.0265398355687615,0.006829964603032699,0.023063892406302793,0.03258071637253654,0.03576050409436103,0.023626684635360183,0.02590188999431387,0.037166678876661606,0.01781283091070261,0.023339381134979128,0.01397293548604423,0.01740686745445969,0.014003454488800951,0.012453039037714119,0.01149355178234125,0.01686865930944028,0.01806330483285811,0.01353469423034329,0.0049529511266033,0.01216573522393464,0.01626263638119369,0.00955297599407995
30,0.036154781553807594,0.0265530289903299,0.006874412368136502,0.02297379475590759,0.03248763454079699,0.035761755939089215,0.023446198585355384,0.02583930385390169,0.0377239650758593,0.01759870652812092,0.02318556208543317,0.013842065363420492,0.01720594077953606,0.01381123300201656,0.012162422608143769,0.01136465964393194,0.016678177684824554,0.017916585858784,0.013456563703033017,0.004825200349377731,0.012153862004670642,0.01626681739238873,0.00944693199247933
31,0.03609336515725141,0.026676975063111792,0.006414115738090599,0.022913134196635494,0.03249053255875124,0.035905076319368,0.023248807972575454,0.024352399437029944,0.037631828957508016,0.017327188627910488,0.023091566885258125,0.0136508805370782,0.017096542469022268,0.013627645927996552,0.01199516029686486,0.011234386360563422,0.016374273422011622,0.01765115434255953,0.013306066625882452,0.00464009857864855,0.01201367159059475,0.01621479006970522,0.009229512178314981
32,0.035948021443773195,0.026738592109285204,0.0064028921623618,0.02272896564115961,0.03219990373404232,0.03578847136796595,0.023196938733372068,0.024017133802965798,0.03765844033782328,0.017114055256161578,0.02313288537790888,0.013272532827526561,0.016912173518547898,0.01336071552375723,0.01187617002758352,0.01115397477840213,0.01616583500599781,0.017682890048908488,0.0131616412714953,0.00459267303945274,0.01184222583396922,0.01606017002509552,0.00909471557637999
33,0.035803953285707006,0.0264908322755781,0.006361186637778399,0.022722180198369874,0.03211260334192839,0.035714476309978385,0.022878475387223148,0.02379439931583595,0.03796095118500472,0.01691172262422778,0.023020116500262304,0.01313482347384599,0.01678590569971545,0.01339111083245457,0.01178197560218081,0.010930139165938749,0.01601173447383395,0.017388465291240378,0.012994864780735688,0.00453467473385772,0.01172732167243281,0.01589068722600611,0.00890366732648422
34,0.03585364711828381,0.026414651163870102,0.0061418541000171,0.02262361462073209,0.03210214874667098,0.035549905067004665,0.02274130399223602,0.0236841846663434,0.03817609992399841,0.01689434318122142,0.022979314440867378,0.01300252948798945,0.01655121177093183,0.01327750220128908,0.011632753440791958,0.01080683320719836,0.01592954150805189,0.0171399933281084,0.012708479899297489,0.00444035059269029,0.01161767119495405,0.01577382688712996,0.00878511185774502
35,0.03585611245438059,0.026520805446273298,0.0061275575290443,0.022517057325120125,0.0317575319065032,0.03535375854956874,0.022607896422465197,0.0234995243997004,0.03821071084653195,0.01669182650911122,0.022638722859973776,0.012863718927971479,0.016446226259654802,0.013164261055501619,0.011564028756124948,0.01075835487946791,0.01560210303682913,0.0140016420158978,0.013552155460243001,0.004390335341400539,0.011461048726672978,0.01569243817053679,0.008741955811177569
36,0.0358203413815698,0.026521005996856105,0.005626909318903701,0.02251128373812524,0.03179670462555697,0.0352536133042737,0.022337857023202682,0.02333943785626736,0.038171957912190885,0.01660114766951523,0.0225419007295161,0.012657368645166528,0.016174491331089558,0.012994232071596801,0.011412256492685208,0.01059195709655891,0.015486935626175372,0.013800915642418051,0.01354181359207998,0.00438942168034103,0.011362291839765597,0.01557818920019774,0.00860077374874888
37,0.03570823321331511,0.026316109464237396,0.004233262599345299,0.022326539871498418,0.03210111591564772,0.03510519047049778,0.02246441011354516,0.023065600871027832,0.038099590260008934,0.01645760436386369,0.022332235372679,0.013293880922144223,0.01602826896503775,0.01290562006295875,0.0112372906732553,0.01042504362821545,0.015453396579359083,0.01369848224541848,0.013454642993628379,0.00429706029028953,0.011178969865556419,0.014968367594173798,0.00847107835991833
38,0.0374315066814967,0.026164029285971897,,0.022062481480578232,0.03188959946220717,0.03517261567005428,0.02217794823398531,0.023149561183170513,0.03808843181590222,0.01626343716861946,0.022311836869335397,0.013174757234016057,0.01582644630561911,0.012789630635221223,0.01077552724093966,0.01036172484156033,0.01530814957318367,0.013578500009199052,0.013247327166040589,0.00422728443589746,0.01088536467045618,0.014753777434928278,0.008262903025330951
39,0.03759838450963549,0.025906610169576898,,0.021933066781225603,0.03189572105912376,0.035073440686793814,0.020892776856278047,0.023005515095970923,0.038460366050675814,0.01604134492280875,0.02232742358977427,0.014110673595879987,0.015582893206959622,0.012696237063227991,0.011102335969376112,0.010255425270652829,0.01523813623889061,0.01341369078341991,0.014187918046259325,0.0041362177183105605,0.01088120069097004,0.014562921932416938,0.008095380917164661
40,0.037650852771918396,0.025161462609713005,,0.02194889727575675,0.03186412780372387,0.035086429146997986,0.02069202386318667,0.025157802603386677,0.038377061372683305,0.01900337110106916,0.022292576998668327,0.014059965963035687,0.01547564688627286,0.012455744001065739,0.011671824724558926,0.010197550507029269,0.015037574203591416,0.013387167511502951,0.014023716410153583,0.00403636792024349,0.01060221546436695,0.014443033893492432,0.00798691185588615
41,0.03780200003681121,0.024936064720873504,,0.02197517265904504,0.031990246240175525,0.03506829379422475,0.02226713428401439,0.024953962369367335,0.03829012788800955,0.01885486565439409,0.02221971563004322,0.016978772498684184,0.015308159692620083,0.01216704875491606,0.012507102607961543,0.01015189975642066,0.014983897335405871,0.013223996234370339,0.013891234908715374,0.0040033359074545406,0.01052306554008093,0.014299097971136671,0.00795876895944431
42,0.03763791917076249,0.0248072934414989,,0.02194286268915436,0.0318561196955345,0.035081752257146576,0.021697464555038144,0.025000214758428056,0.03827882792074079,0.018614119083139175,0.022081494253858972,0.0192362378321714,0.015151830072633191,0.012057777817312309,0.015478078772984159,0.010051068671062301,0.01486810442035214,0.01314591270389055,0.013734374551751274,0.0039874594413563304,0.011183451192087168,0.01418443807825675,0.00787243950149229
43,0.03768334522520989,0.0246722108058936,,0.02194822539206178,0.03198231820338628,0.03514783913335529,0.021587113005786397,0.02468903557262762,0.03817900376488904,0.018426801163318976,0.02170802612035166,0.022798988818803476,0.01502715916437306,0.012785723928110924,0.018363040557221925,0.009849122493350092,0.014820827931754921,0.01299044094238302,0.013552057362539338,0.00395212182273408,0.011078463965973832,0.014122405167991731,0.008133942725988212
44,0.03754248071151111,0.024665442227478695,,0.02193467496111315,0.031981739645081476,0.0350385909869235,0.021521706418529032,0.02453945710154541,0.03812724794699094,0.018363578858367573,0.02159839811484909,0.0220681315415734,0.014912548027409791,0.012725954337308788,0.022846566591030334,0.00979705809596268,0.01471895570169349,0.01276328345431314,0.013202712069458899,0.00391154867933136,0.010928421159786058,0.01402487964073439,0.008074525739924421
45,0.03650085416868531,0.024608005414722103,,0.02191908074712382,0.03200325188841574,0.03494027077164586,0.02350736989205461,0.024460146825503154,0.037954332312564946,0.01817680613238841,0.021374879167313014,0.021875936189073,0.014746547199859461,0.01365874948682155,0.022730131400366897,0.009737984755685639,0.014482864346818189,0.012688069677910571,0.01312372610600975,0.0037934317686594107,0.011648973953373476,0.01392206586875398,0.007992337002349378
46,0.03642662872213491,0.024709941079585695,,0.0218743928415274,0.0320181725712247,0.03486088718481005,0.02340437839339942,0.026171271485507325,0.03787699023378215,0.018029966692496912,0.021234879134627967,0.021852178312787823,0.01473240562160781,0.01498261802358714,0.02277876111065773,0.010168393144886732,0.014334264835133248,0.012629547751270852,0.013043005276507175,0.003751210656182744,0.011502044556225501,0.01382576103593571,0.008310764392289687
47,0.03646844267575689,0.024405752800719997,,0.02192682960633392,0.03174883097663939,0.034702759380216844,0.023249302384182526,0.026153506507290324,0.029194117474140496,0.018052324812322038,0.020816874082529864,0.021633417921202373,0.01460170929582415,0.014872660529542043,0.022683810296254533,0.010023510129216666,0.01418593886770938,0.012534802719992211,0.014364563399171243,0.00371418326904625,0.0114648375587152,0.014892708455318624,0.008153955600910149
48,0.03617616514749321,0.0246585717847907,,0.021907727818668513,0.03125905819875014,0.034492541196798905,0.022795470851504795,0.024117893398603138,0.02836273122897351,0.0198425046512481,0.020551560590179048,0.020968068043687525,0.014571563281303249,0.014829631095591888,0.0226819620533123,0.009887247886403685,0.013923200542786401,0.0124274919268721,0.014310490774828957,0.0036771602696747995,0.011482144661654963,0.014806342636496455,0.0081276674683798
49,0.036111657840808206,0.024648236525155902,,0.02189506828303831,0.031071748337275728,0.03429331137433446,0.023883968661725947,0.02403091665333286,0.034663614299324824,0.0197660569974922,0.020440137271108803,0.015197175604548724,0.014413138711512442,0.016569455141543152,0.022390180492378998,0.009914873287792801,0.013982173800615158,0.010756178902433381,0.0142336463044536,0.003655636049733043,0.011395691304975837,0.014596038640627767,0.0080971364499833
50,0.036197601632001496,0.024637779821564003,,0.02180134028418873,0.03098596408652853,0.03414560378896843,0.02353526857243076,0.023710743096504734,0.03465478955366072,0.019418156933561387,0.02036514059939204,0.0192097223336708,0.015580634866425977,0.016462777085967554,0.022127897616808268,0.009799963021461466,0.014052243363877798,0.010621074002443229,0.014176382454151542,0.0038472555997024803,0.011495364447688025,0.014518237191036435,0.008067499165394686
51,0.03619773692196449,0.02405167909187,,0.021753567079731223,0.030781734698858133,0.03381022447213007,0.023508955684357572,0.023304697777595224,0.034451087844010346,0.019127185259580456,0.020274263183869212,0.01895924176898753,0.015448630961899301,0.01640518128685393,0.0314409383275715,0.009787809768093167,0.013954228826989021,0.01057861004299778,0.01411973323434956,0.0036942193778175003,0.011448339082984387,0.015899981116673137,0.008091473154792325
52,0.03608453679633271,0.022912314941584695,,0.02166936593982588,0.030715394167735798,0.0338077640376311,0.02338692956089173,0.023130350098012627,0.03431479890780675,0.019112062709571217,0.02012703397528392,0.0189317529506928,0.01535531193005582,0.016235558811297266,0.03109535789656515,0.009710540218494476,0.013785164831354207,0.010543238183351603,0.015836416769406465,0.0036508525734455,0.012508286522349043,0.017550914700315067,0.009282579377388767
53,0.036069102818161204,0.022883984161469605,,0.021581198274561078,0.030860712599303793,0.03365396073937119,0.02337985200940692,0.023044857842140526,0.03428438550134489,0.018870364807356217,0.020058636126737077,0.018749405422963564,0.0153339158550947,0.01866503816931016,0.0310861463748048,0.009684307810768388,0.013766803306890918,0.010478019860441092,0.015792955705610952,0.0035254320063491332,0.013904855549648133,0.017503067531197014,0.010271731131139139
54,0.035950266931227,0.022804902299738698,,0.021463231021509672,0.030480816023871815,0.03358263544324444,0.021052163541401686,0.022942889413765204,0.03421956970562146,0.01879891892441434,0.02001210164708591,0.018949857134389066,0.015263535213315657,0.01848160776299154,0.0307602218524227,0.009657968463303244,0.013647584844784951,0.00895454063784894,0.015762502927589548,0.0034996080069501,0.015984448086842483,0.01747344204137907,0.010205855622318462
55,0.03584315692478861,0.022758323109183697,,0.021454131507481478,0.030338731912977042,0.03352185915509471,0.021020862821407558,0.02287665896416085,0.03421311989060052,0.018783261948065184,0.019861874766473386,0.01838079328793017,0.015225456387684189,0.01846959654785022,0.030859744971633553,0.010274628780648613,0.013526440307062532,0.008898258108918429,0.015714341839263717,0.0034833319345974334,0.018915117197917223,0.019742225277120815,0.011826272902394425
56,0.0357123058317848,0.0227305118860163,,0.021398497216479573,0.03034011545689775,0.033484887966781965,0.023578428143665852,0.02287218551898319,0.034127346762181585,0.01876582127322259,0.01978920334702794,0.018352093141011334,0.015021422230920631,0.01831766119974396,0.03119986397027595,0.011301485560571313,0.013428829755618817,0.008824108447186039,0.015828475588101548,0.00360023604033095,0.018984473454047752,0.019696751466798283,0.014268633227550233
57,0.0356695973795379,0.0225666133298566,,0.02128749131797076,0.030300373992846213,0.03336107083291549,0.023368627156445134,0.02279941210059684,0.03387078782220891,0.01863225794659127,0.019764606391397602,0.018284023233712168,0.014861778250109037,0.018223756366008738,0.0311808858916208,0.011250203600050444,0.014551114776450637,0.009503073800380967,0.01578695254365245,0.0034567208374806,0.018828071858991397,0.01960604962503135,0.014269135287738198
58,0.035436950789101404,0.021861941795902805,,0.021202338477223758,0.030238604882333875,0.0331850479300467,0.023227708794561763,0.022761693289064352,0.033437252037606696,0.01861359253613073,0.01973501293313655,0.0181608051263859,0.014806161192391745,0.018226894375316417,0.03116396188047165,0.01118100450683433,0.0144806106140313,0.009433326155102978,0.015735546294841567,,0.0187607576489596,0.0195737640360973,0.014217668755597032
59,0.03526492789645199,0.021589202959287797,,0.02113274519250802,0.029828636718665258,0.033139884063376965,0.02320369285270098,0.02266020145741464,0.03342866742281691,0.018637348718340784,0.019741496227127172,0.0181188046510063,0.014713563381483358,0.018255947576683022,0.03113052383222395,0.0111506741535716,0.014363509635244751,0.009377792089189712,0.01571613093681225,,0.018565730053620576,0.019542668144038166,0.0139861621414254
60,0.0352873241546866,0.021441429492718704,,0.021020513451275598,0.02963513744797917,0.033073826540615345,0.023186966865733016,0.022627920395304986,0.033207960966704024,0.018440440058414588,0.019692327820915848,0.0180561506158177,0.0159727073041913,0.01806095437573918,0.03113269903096545,0.011142764833568714,0.014345423118142,0.009350528444639766,0.015629211214432198,,0.018427459191917524,0.019354559937544567,0.01921398244866615
61,0.035159175643659606,0.0206061535289912,,0.020797112241257902,0.02952799826827456,0.033014706663418866,0.023150709736260433,0.022229879463426874,0.0434733280331469,0.01831943825817981,0.019730936630041492,0.018136368469309768,0.015959973202728676,0.01788074090512616,0.030727849061363298,0.0111129292450692,0.014202167107577332,0.009358237829018424,0.015533502514448183,,0.01829573956643295,0.0192824068917135,0.019123974693951752
62,0.03482088069512369,0.020409684153991903,,0.020772553561578738,0.029478210437181428,0.032895688630854306,0.027046470827377923,0.02224300679014428,0.0435622307203529,0.01832177746245654,0.01960448451804942,0.018095264355558933,0.015864931160417303,0.0178672176358904,0.03072973387973065,0.011046323108031957,0.015488433905352175,0.009301424328313143,0.015499781540184616,,0.01810724425710815,0.01915572311353107,0.0189726287124222
63,0.0348152466581827,0.020502954755928105,,0.02062070507625249,0.029519878158069824,0.03280786303543633,0.026877466968446638,0.024958565721003016,0.043262548940498906,0.018004012000555143,0.019477399625927032,0.017937286601882933,0.017610964779565873,0.017812087298921718,0.030526800278989352,0.010988235278735813,0.0153682836778706,0.009277233608720145,0.015378240599969534,,0.0180839414647599,0.018999806273133385,0.0187716944438181
64,0.034866746475565806,0.020470791938291495,,0.020571010278746932,0.02945293764334061,0.03263393645723872,0.02669173811847682,0.02488608870446443,0.043192200849994734,0.017947773795646115,0.01939917940609081,0.017770574766725968,0.0175176473248135,0.017734093933703718,0.0304631388660536,0.010924346719457,0.015228558154361851,0.009228728927916667,0.015271075594135616,,0.0179151772934536,0.018846664908617368,0.0187447247459284
65,0.0346462050414516,0.020457037979280602,,0.02056650770366051,0.029315881359403374,0.03251739546092567,0.032525457740117274,0.02477667048322667,0.0433915734830392,0.017683827667118384,0.01934686530910189,0.01763915567824253,0.01752190151872577,0.01766219295930766,0.030455270848235003,0.010878422849944443,0.015164125773412375,0.009174363477787946,0.0151766291432495,,0.017786803712635198,0.01871509641946125,0.0186118198142803
