Iteration,Top5Similarity,Max Comp,Min Comp,Centroids_saturation_high,Centroids_saturation_medium,Centroids_saturation_low,Random,LHS,K-Means,Farthest,ODAL,K-Center,Random+Top5Similarity,Random+Max Comp,Random+Min Comp,Random+Centroids_saturation_high,Random+Centroids_saturation_medium,Random+Centroids_saturation_low,Random+LHS,Random+K-Means,Random+Farthest,Random+ODAL,Random+K-Center
66,0.034662680105349696,0.019803248545256103,,0.020447432669966462,0.029282447795543474,0.032464374640166396,0.03249835201196227,0.024665306926009184,0.0433634702518858,0.01758474437788666,0.01929974004919155,0.0175595233203209,0.017405984786377542,0.0175664981216977,0.0303803503558987,0.010845091375397955,0.015107994211598337,0.0099829441129304,0.015075248094680865,,0.017663508475094125,0.02172785248407198,0.018520296786436248
67,0.03461214207572339,0.0197215386512625,,0.020385364920899356,0.029286328251078526,0.03242858336559036,0.03245698720009325,0.02449172774117957,0.043326912704771264,0.017500749340075245,0.01905983206075152,0.01735584059580157,0.019632608976081184,0.01756471630504412,0.030297925573865847,0.010792416060004929,0.015022951782777487,0.009936510434731687,0.0150238223364828,,0.01747176261945995,0.021507083539115977,0.0183365172497611
68,0.0345926278311488,0.019632715132818102,,0.02024186641537079,0.02906116354048095,0.03231137921805723,0.03242188331702167,0.02438031493615561,0.04331505803197153,0.017335883108967314,0.018931068642244888,0.017328561716849402,0.0195469077233533,0.01743063848676652,0.030240999865702,0.01191039734890415,0.01661964140762077,0.010986241162644501,0.014905805971275185,,0.017317280342474976,0.0215049020429108,0.01814472110183905
69,0.034422518514316894,0.019597611174282496,,0.020203670599259028,0.02903404219622987,0.03219443405363506,0.032370288720403,0.02422197900675117,0.043202256277304396,0.017253850994865202,0.01879267696016205,0.01715619718761203,0.0194200464513942,0.017309287590705102,0.03018610201378775,0.01187767431931535,0.016461470158246373,0.01080930684135394,0.01473475687664805,,0.017150938238435876,0.021476766879305758,0.017911062342389303
70,0.0343205377598787,0.019412600755396903,,0.02010264849799468,0.028958904981278417,0.032155576700303536,0.032294967823672,0.02414124046012136,0.04295444989683597,0.01713898955813087,0.018719700407400307,0.017058378441449733,0.019363588945910365,0.0171571709482881,0.030034083434492147,0.013507715685724519,0.01641585117225316,0.010704775589208657,0.0146969590797571,,0.0170671243361225,0.02149243413791794,0.01780620784805195
71,0.033140930538063,0.0192500348145471,,0.02005758214016264,0.02869758369802463,0.032090711015075976,0.03217167531592985,0.024135064570679713,0.04291542376306675,0.017021372252224217,0.018549038665516198,0.016862503401127202,0.019265003615315916,0.0170993575563821,0.030092072721692252,0.01347821565483072,0.016398360745865342,0.010590673546556573,0.01694681628752102,,0.0169838127875486,0.02144373401351448,0.0177551201453596
72,0.03306413152696901,0.019042836695821498,,0.01999586798481396,0.02867599294046677,0.03183555313476585,0.03214104253015012,0.02403682248994773,0.042373991123617054,0.016958228838598,0.01840553358920247,0.011983288267210367,0.019253278843686533,0.01699786744763156,0.030271939254588952,0.01347688311448722,0.016362723164797272,0.010560918972188629,0.016876529587077797,,0.01689968023719625,0.021343852085794,0.01771306327946165
73,0.0330859688786932,0.019145510021060404,,0.019955677834166168,0.028479624081985767,0.03176946534901886,0.031969293184067625,0.023808034643959284,0.04239354252773753,0.016677074351283957,0.01835092754281131,0.01686580183985715,0.0191905925269508,0.01691580023483192,0.03021488043211435,0.013440575769990758,0.01629895311337053,0.011839953072753734,0.01687414080076204,,0.01688052705753535,0.0212599792344386,0.0176402953844446
74,0.0330937504523539,0.019067338803171196,,0.019865575189605442,0.02825864838418953,0.03170697702549002,0.0318176660696188,0.0237589674422265,0.0416829735783108,0.016611012220503627,0.02226826927057501,0.016826032505510097,0.0191565790392576,0.016895393183351138,0.030216579288100946,0.013376470572015482,0.0162737871505475,0.011785468267008234,0.016792219802839882,,0.0167140753896835,0.02127145603740266,0.01752677890600255
75,0.032849050787649305,0.019067211895955595,,0.019806419403798303,0.02800764837658944,0.031342879145490984,0.031808241841050175,0.02354704192705853,0.041618365067587676,0.01463385999737107,0.02206302276514055,0.0167523298233241,0.019103706633565514,0.016744200916645698,0.03027749372352015,0.013344155643463501,0.0185183504683748,0.013512738587539503,0.0166542887714592,,0.016598812188363024,0.0212467659386563,0.01752349310785465
76,0.03282628200766511,0.018944668368310998,,0.01974029283712981,0.02802092139015976,0.031214995183830984,0.0316808594068409,0.023421363052241788,0.04155572741266853,0.016544723172000883,0.022042878535464813,0.01675527059960175,0.01907108421094157,0.01671070498400632,0.0302485170313694,0.0133283386460071,0.018461171457843484,0.0135233190151856,0.01664336242100882,,0.016548912713301576,0.02117553798632052,0.01731821924697835
77,0.0326676776317879,0.018938964244282798,,0.01958055647687267,0.02774235355049044,0.03111121321166137,0.0315418525141003,0.023347756552857844,0.040821666159268785,0.0165481959374454,0.02197378925258425,0.0092985489172994,0.01910405174701457,0.016580994381929597,0.03016614564255335,0.01325393148515864,0.018351536240716566,0.013467362334183141,0.01658219751032024,,0.0163825852641355,0.02106706678016818,0.01706364813113305
78,0.03260014927554789,0.018860691459764496,,0.019512249550466477,0.02761114779111829,0.030930870457337195,0.031623244234241205,0.026699049621999437,0.04053840106478235,0.0165109427184942,0.02189750269171283,0.0158952495160349,0.019038234907563116,0.016496914256991402,0.0301300456698442,0.01326407621250352,0.018244823060739584,0.013426006024662318,0.01650048752514276,,0.012791078696049375,0.02089676306103312,0.0169455217645784
79,0.031276669656041804,0.0185685159540801,,0.01935812776167992,0.027566800215803627,0.030770996128310572,0.03152310345439465,0.026617889133309786,0.04050694926529463,0.01645640157288163,0.021830824477361187,0.0158838752804666,0.0190021739178933,0.01652435803628876,0.02982077641317695,0.013206039539159142,0.018150370202625114,0.013402515666519422,0.01644532405629684,,0.01251626298128235,0.020882517622401904,0.0171235748223376
80,0.031287815715694604,0.018516686976720497,,0.019317600613289992,0.02737516820035631,0.030706231751079692,0.03150787686643962,0.026552998882901482,0.0404260148348691,0.016420245368008183,0.021803865232321376,0.0156414792356277,0.019062857197213914,0.016340238232845923,0.02961060087757695,0.01318232063970506,0.018046710618224517,0.01336188175089666,0.016380639792831296,,0.012420125437635524,0.02085176274655276,0.016996970068404102
81,0.030606217399268,0.018217440341449502,,0.01929977216463135,0.027205061929072565,0.030581121746896846,0.03110080303664015,0.02650265884778012,0.040337796503044414,0.016291189751037702,0.021786699455382513,0.0155823551304894,0.018973841498214548,0.016286730560264417,0.02975178555181295,0.01315593580036684,0.0180197578578703,0.013345837558356837,0.01632894330589606,,0.01240196133365655,0.02079202398260366,0.0169182872269122
82,0.029909437234651497,0.018172897677518597,,0.01919945704070846,0.02717482869988875,0.030354790486685414,0.031120854748733,0.026374213614480446,0.040233598734394437,0.0162077820332024,0.0217598398754238,0.0155715067020707,0.018902320751301566,0.01619116729311006,0.029700069002698302,0.013107012100557699,0.017943395256210134,0.01332990525522812,0.01630530590625836,,0.01241878667122405,0.02072829263273206,0.01699548560407825
83,0.029655042951998604,0.018170431856641196,,0.019161013795986594,0.029711086681277858,0.030191683748120778,0.03098027286185148,0.026286773046478848,0.04021694970385117,0.016148095891959667,0.021663119598877227,0.0150713684609338,0.018422034192111702,0.01619075762387486,0.0296021117679597,0.01305099499197392,0.017851599160753948,0.013255042176239018,0.016292683628827263,,0.012405168132871427,0.0206322563710197,0.0169739352311433
84,0.029662054146088405,0.0182152538524491,,0.01909188883658256,0.0297285112841205,0.030159762300517527,0.03094960839310605,0.023676059826995704,0.04010447804882488,0.016103665727309948,0.021570830829890072,0.0149859542088819,0.018407947952915515,0.01609160437689658,0.02952045662553405,0.013031504578939462,0.017842667901167533,0.01323190783605438,0.01623913247614134,,0.012531255142179525,0.020463458669453902,0.01696244844420625
85,0.029288260515751903,0.0181349529583579,,0.01894282848072204,0.02972142561009448,0.029895406565047966,0.030589057287314897,0.02798318902533296,0.0401736882915578,0.016095487957164766,0.02152838805222666,0.0149110491538456,0.018384164597567487,0.01603116331695336,0.029368664369717898,0.01302697009629902,0.017789444319871315,0.013140996960610978,0.01616894567630588,,0.012474871962925274,0.020393335342056944,0.01711742285110785
86,0.029116319253221203,0.018179264274312202,,0.01883859119531498,0.029705233482962348,0.02976952077251782,0.0304578459888067,0.027957126551059718,0.04013973076045152,0.016091129371655015,0.021377052001068264,0.0149007704689371,0.01833157757061823,0.01598037449965238,0.028455917678478,0.01298904837877296,0.017724564772454248,0.013145014291407539,0.01613593582972794,,0.012425503621893501,0.02021664906141232,0.00908158408964725
87,0.0290458680078217,0.018561725526669504,,0.02064998259637692,0.029730085968725697,0.029677623536272003,0.03039800815936785,0.02792802607122762,0.03999698740904395,0.016068089033190968,0.02133526780427754,0.0148199236314071,0.018267748162082514,0.0156826151081271,0.028267335422616648,0.012978417466164521,0.017682918750425883,0.01307090697392696,0.016133860776977337,,0.0123896982495569,0.02020157901382582,0.00900292482799285
88,0.0289346326138676,0.0185495088620701,,0.02067454027861349,0.029612983293249556,0.02964984067148696,0.030145184091986972,0.02774945725578982,0.03995109354791892,0.013542849048209233,0.02127341856882226,0.0145683964200331,0.018144612602710268,0.0156364062156114,0.02795210994466365,0.01296766901877228,0.017706169282719484,0.013038895740373863,0.01612995482471372,,0.0123509087348075,0.020145186911805717,0.009007133707234
89,0.028936202982574703,0.0183926927306744,,0.02064812953601332,0.029630100664934402,0.029647708805936045,0.0300118764254494,0.02781476215103526,0.039826190626546215,0.015822543072302943,0.02116740966051628,0.0145525986148704,0.01807897043033065,0.015654490215071058,0.02789460626382275,0.012937658095640181,0.013563707308187817,0.012997369208878682,0.01608742523454822,,0.012319534813456776,0.02006287412190452,0.00893848470329655
90,0.028916125252921802,0.018204955016465997,,0.020599410480497946,0.029700511671184468,0.02965636189791323,0.029958290917449174,0.02773516777422038,0.0398126774441588,0.015543126955445019,0.02108424711184681,0.0145457003335139,0.01809357525732457,0.01560849273533268,0.02779826354080735,0.012841553248493759,0.013349671163854817,0.0129772356658675,0.0160067025255087,,0.012309339811133526,0.01990152690458792,0.0089343941713488
91,0.028893107206537698,0.018213268872697096,,0.020610624372215128,0.029331686542425635,0.02958522002220289,0.029870697491439877,0.0275178254657008,0.0397402958036095,0.015479407604127018,0.02105155656388342,0.0145001293806887,0.018029839342743482,0.015587990410137597,0.02762017762898685,0.01274376675596674,0.01331969869971595,0.01295784495611924,0.01593661047253196,,0.015836585767790866,0.01969850917150024,0.00888621089655205
92,0.028576667139402996,0.0182015703920945,,0.020541667784473763,0.029313556070568,0.02950050620671742,0.029776004441447602,0.027453696335253103,0.0396740335672393,0.01548810225796964,0.02078927710897965,0.0144992048039026,0.018023344783465286,0.015544377460578481,0.02736091428643365,0.012659515992097258,0.013252348551447232,0.012798584672892119,0.01592378630493364,,0.0157883222435143,0.01958639265732324,0.00885012693930415
93,0.0285968974096518,0.0181375445582834,,0.020402589074049633,0.02922321582650321,0.02946441959647031,0.029682843550627648,0.02743227266265818,0.03964315833865333,0.015368504530475103,0.020738523565510064,0.0144100085827873,0.018014642158005665,0.01550520643744358,0.0269505761975036,0.012484073971459462,0.013265783988207318,0.01271501986168792,0.015923245666247702,,0.0157566603517806,0.01953576741886122,0.0088369004560761
94,0.028565164548667303,0.018135536505610096,,0.020335371527397155,0.029177789876963012,0.02935485397037324,0.029624994228812,0.02721893487401942,0.039627727088881015,0.015301474274811561,0.020739888286014103,0.0143473310619789,0.017976443747599366,0.015486890995753119,0.026732502924400152,0.012466413242526819,0.013238736615914367,0.01269160039901548,0.0158169650587917,,0.015715303759350367,0.0194767154962519,0.0087758634690446
95,0.0285573201618116,0.018063840649756198,,0.022448052998634487,0.029132243158568057,0.02926835350355437,0.029456570975639675,0.0271562252875052,0.03961076985242714,0.01525175162685114,0.020673710517444172,0.0143560952966265,0.017938120705967085,0.01540926770734044,0.0267625472368626,0.0123815503914599,0.013205837762843698,0.015342924397533802,0.01576966046473426,,0.015697658914799965,0.01941274787768344,0.00876723372121445
96,0.028517314630103395,0.0180344694758558,,0.022363894890033376,0.029165947621601233,0.029077977595723302,0.029299990546361177,0.027106840314068882,0.03938105690686775,0.015292124472581558,0.020574108137395936,0.0143662378255946,0.01788885423861355,0.01536905083483496,0.0266945302087854,0.0123847415432719,0.013055400796379348,0.015288729427234275,0.015714830003162837,,0.015477114386005167,0.01929649389094128,0.00875945034810695
97,0.028514789730456104,0.018033631519617295,,0.0223067075181265,0.029088583402552912,0.029049059740683836,0.0292591374776734,0.027061100387713845,0.03917475661008285,0.015244858153854202,0.020531198182505435,0.0143600274999171,0.017791484291226702,0.01532668865619186,0.02660939114554535,0.0123100249676809,0.013016738429331716,0.015253550471276401,0.012538371384949459,,0.015442888131343965,0.019279100281269917,0.008593988144787849
98,0.0284107700369217,0.018714099050086596,,0.02225107734650471,0.029071851724587087,0.028984635600582516,0.029057024352701525,0.026752557955238683,0.038991485303180334,0.015205247081415022,0.02054555814358441,0.014360283484939,0.0176874137467842,0.0152891615032575,0.02639109460884245,0.014897981774381275,0.012985807445902433,0.015189652761622374,0.015125179270040052,,0.015299059241362835,0.019298297533347764,0.0156714195362799
99,0.028634402662976198,0.018726619631882203,,0.02213041321289167,0.029040969998932877,0.02897092937216631,0.028787560463827848,0.02659260876992394,0.03886185538115949,0.015170920373130078,0.020462290829385874,0.0143536449616844,0.017623894233861435,0.01525762331024114,0.026394512327811696,0.01487350092012595,0.012959914562485783,0.015151538094129226,0.014975821087415301,,0.015155243255376533,0.019219800957938283,0.0152762670634497
100,0.028125100711417807,0.018612192162593903,,0.024993630772317057,0.029036427934417033,0.028880156471077927,0.028645925463750402,0.026345874284657077,0.03846437992262187,0.01506204773916064,0.020429389634132916,0.0143101626550553,0.01755469620694168,0.01517684592159912,0.0265228328430591,0.0148376906057406,0.018457207401214173,0.01506885228815355,0.014799288580754725,,0.015111997448695966,0.019213416901171683,0.0151706023305031
