Top5Similarity,Max Comp,Min Comp,Centroids_saturation_high_seed_47,Centroids_saturation_low_seed_47,Centroids_saturation_medium_seed_47,Random_seed_47,LHS_seed_47,K-Means_seed_47,Farthest_seed_47,ODAL_seed_47,K-Center_seed_47,Random_seed_47+Top5Similarity,Random_seed_47+Max Comp,Random_seed_47+Min Comp,Random_seed_47+Centroids_saturation_high_seed_47,Random_seed_47+Centroids_saturation_low_seed_47,Random_seed_47+Centroids_saturation_medium_seed_47,Random_seed_47+LHS_seed_47,Random_seed_47+K-Means_seed_47,Random_seed_47+Farthest_seed_47,Random_seed_47+ODAL_seed_47,Random_seed_47+K-Center_seed_47
0.028048128535212644,0.018189861273612887,0.01901848055163935,0.013199357486538133,0.024578273597844938,0.019474461540932818,0.010348254426375136,0.013410034784286767,0.010234664978810891,0.013893192259055172,0.04351622853616277,0.023142963629599295,0.009458520061284439,0.0058404451047615255,0.006040416192616609,0.008758417806487916,0.010158309536665614,0.010084553189820844,0.007529332561726511,0.004787415268067689,0.006442600577789036,0.007966705539686035,0.006795095812853478
0.017547815464715833,0.018659436445854743,0.018505674394746093,0.011997782026322217,0.018530727224340363,0.015334701624564495,0.0076535611524373975,0.013392579435092583,0.010179929924062036,0.013821736385077804,0.04132816831597128,0.022979669017234562,0.006791735218998148,0.005658764301045252,0.0058679123985161475,0.007495344993190191,0.007649591500167806,0.007481585297759132,0.007501568970859246,0.004741524552581841,0.006332539454594401,0.007942241903685903,0.0068102225227980005
0.013897138866343538,0.012263473171392987,0.015169030046662497,0.011924072076083515,0.019320266948101784,0.016261826402185854,0.008214099815451771,0.01054117535384575,0.010486511669071425,0.010825822545700992,0.029619728828254765,0.020587254609045324,0.00769491154335843,0.004976206172751055,0.005070954979600912,0.007418150279494862,0.008209744942989948,0.007892090925588057,0.007517288986367514,0.004476624374047141,0.00631160188007317,0.007939955180475335,0.007116666729211339
0.013913490522977506,0.013057328014114107,0.010933497940149296,0.00973099464674197,0.018836780782887922,0.013375204578971752,0.007789403733849059,0.010595003095374355,0.010502092103089573,0.011152271080694522,0.0290248127737553,0.020688367394343325,0.006682018664706259,0.005004795135743199,0.005086510616604729,0.007468042859536693,0.007784705890716559,0.007538555748806515,0.007631826140256073,0.004472366839720486,0.006065867104927779,0.007693219444559447,0.007188469706132895
0.01201181841853246,0.013038766991790945,0.010785786347278954,0.009780718079896096,0.01675025294845299,0.013335753271836281,0.007694410061288555,0.010610501349169695,0.010070968476259707,0.011165194326111037,0.030491549055472054,0.021154358753541325,0.005536332751358498,0.005250195214818672,0.005196357909880079,0.007475377774944138,0.007689456642403699,0.007408647642651388,0.007618289241443732,0.00411961432026973,0.0060940762204866935,0.007020377213560534,0.0071889020477265055
0.01600341903265541,0.011553401579526527,0.009761920139113553,0.009788010134802783,0.016713978308168044,0.012956414994502763,0.008321242337360266,0.010725085471101101,0.010142959920650006,0.011020173230086456,0.03175112433168993,0.020960877127395118,0.005486350638645931,0.005134913183008216,0.005223822290721995,0.0074712685995476135,0.008316423350574021,0.007389671305678539,0.006945053361588128,0.004185456065589374,0.006762128560080634,0.007022160935609105,0.007046417095055716
0.016029908707178835,0.010613112916348602,0.009350885727418953,0.009783872542658376,0.01643410698437637,0.012671763982781362,0.008200600169155173,0.010742812890742429,0.010010170546797245,0.011109445356019845,0.031026724875830625,0.02063032433160548,0.005398995218578204,0.005179261970070935,0.0051164282435732,0.007457603820176249,0.00819599729485052,0.007311276872677445,0.006946834509667887,0.004210697608223094,0.006787658983805863,0.00697112485297164,0.007018288016706126
0.016082762501327195,0.010696566486261412,0.007871869465873841,0.009770209818749783,0.01632654538419652,0.0122623635057377,0.00820091697093188,0.010746684646116911,0.009867251402508164,0.010963973428138065,0.02819632958053334,0.019900747744481417,0.005353807937150848,0.005114766456487309,0.005146643623198922,0.006786289422386719,0.008196149227188348,0.007171130697916723,0.0069377946320757925,0.00427561011164969,0.006712551971860165,0.0070226820507496715,0.007627311638847364
0.01514182163473614,0.008267118483459067,0.007813993157332165,0.009853721974785871,0.01603729463974024,0.011740018127348862,0.008115016695168491,0.010733144094315455,0.009853110846114762,0.010947609439600837,0.02871626765238448,0.019292407774537855,0.005218793712143685,0.005181932751557626,0.005077883876376946,0.006869821915232894,0.008110279439725483,0.006953529836269745,0.006896628169018251,0.0042076623398575475,0.006727531170685125,0.007024783667137397,0.007609217892180571
0.015459041556531309,0.008207855450178384,0.007755803776090006,0.009864412128481576,0.008995816001877436,0.011721347336613912,0.0074441069456531415,0.01073490791794566,0.00985467129995462,0.01094576782674626,0.020538375005962606,0.019197244533797047,0.0052223757467957455,0.005156094587738295,0.004962540231479295,0.006880520224885804,0.0074378350009576995,0.0068803818881924645,0.0068985380098113185,0.004155580762766182,0.006665978711273501,0.007067290359492271,0.007568005889599653
0.015430913296340587,0.008337023589776515,0.007726293244036148,0.007256083044901459,0.008982270863568901,0.012892583840291665,0.007486585558775487,0.007738202369662943,0.010239866856762623,0.01059286323705458,0.020480583277416333,0.017560874496097733,0.004382720976071637,0.005056895453221874,0.005071454769807741,0.007030247337292209,0.0074803385334293124,0.006867324274377599,0.00717083815477296,0.00416000126638693,0.0065478112999623654,0.007026117892488802,0.00756975367953636
0.015494353540876282,0.008156255043900813,0.007544456403915453,0.007257501288975792,0.008986947962423705,0.012523043982817757,0.0074884599676184604,0.007697043192721569,0.010198508051712168,0.010944163411723728,0.02045055388243958,0.017443505648997278,0.004302902737576581,0.005044948247424828,0.005037186976689773,0.007004643694041041,0.007482239819782105,0.006860574831321064,0.007165131179065165,0.004103783541768649,0.006589683817466663,0.00702802469862118,0.007532253369449965
0.015416014225796523,0.008133759796871703,0.007513872825527964,0.007205119133608296,0.008965604831475781,0.012589213232358057,0.007479201689239558,0.007691341734357828,0.01019286421973336,0.008933354345706333,0.020176325208957253,0.016369864308451977,0.004282252871126694,0.00439235995325035,0.004981393901469735,0.006958602393062581,0.007472997542871236,0.006848532503488322,0.007135887393212986,0.0041443004853917225,0.006564855675928511,0.006919860718931981,0.007481862392955716
0.015415437309954464,0.006903077906521509,0.006291808493640984,0.007159104964849611,0.008987287530656024,0.01150385161475602,0.007263414955000699,0.007662102214629943,0.009874862855667573,0.00893063319423009,0.019780316929713437,0.016229485633265067,0.004291945397092412,0.004340786544814955,0.0049780284527207105,0.006955021851229433,0.007257224360639657,0.00673828672107926,0.007127493961230589,0.00425445608730414,0.006687142235984013,0.006901454111824872,0.007501989586461921
0.015397343972106193,0.006847468947137669,0.00623419994075125,0.007155553085221937,0.008945335524426883,0.008445478322153283,0.007245040466322313,0.007575504943949466,0.008899501275959731,0.009604970661208832,0.019615720279095264,0.016259239076961,0.004286071081966752,0.004339782259566894,0.004874292728664123,0.006948391815998217,0.007238863044160477,0.006203060814716588,0.007147774023722876,0.004170212512953318,0.006684941289741238,0.006885396175785694,0.007393570076241315
0.015316151795870158,0.006753834244871506,0.005946477547352791,0.0071489543153001826,0.008890332322667416,0.00823736070556561,0.007318645637004438,0.007528148375031655,0.009286079276878755,0.009594520487123078,0.019740508764984642,0.016290113242422504,0.00438109383337789,0.004326618209672004,0.0048632525874786154,0.006939557509451778,0.007312479144553055,0.005054140225893165,0.007131720053596851,0.00414891303223807,0.006659135860298642,0.006863097001159129,0.007359205383091112
0.015246325690898357,0.006709581676177337,0.006002452207118663,0.007140150926299925,0.008939003834640054,0.008256141499594142,0.007187316792389586,0.00751870742896308,0.009248646306018226,0.009487363336942105,0.01948094044087847,0.01627278292756864,0.004359888794084154,0.004312370455069101,0.004810111961637933,0.006928397157384383,0.007181166952356711,0.005097096028075167,0.007109420824864766,0.0041598073953107,0.006660771099790342,0.006845020726112489,0.007343117132474117
0.015249174223051472,0.006705442045786503,0.005987283003802287,0.007128990345398103,0.009064522344267866,0.008194342716373152,0.007167370615304916,0.007570080190542346,0.009232861109886715,0.009430819106036823,0.019410855792559644,0.016258415097040867,0.004290636797907882,0.004313446428975822,0.004811874462305988,0.007039678121631216,0.007161238690832985,0.004283443113684068,0.007091348332917865,0.00416330172885455,0.005321645505316175,0.006802820069928081,0.007320820433980902
0.010526281640946817,0.006698848241498079,0.005992066405760525,0.007098290744357557,0.007717249775719704,0.008250948770892615,0.007163406387967438,0.007561686005437258,0.009182356070146561,0.009435126942647792,0.018222384595398693,0.016297713875634907,0.004283171331573637,0.0043191152051022435,0.004520138395034764,0.0070090074381991795,0.007157288004527933,0.004286347687050269,0.00709236664733405,0.004150623679623879,0.005330653733215612,0.006911309403533041,0.007041428231302073
0.010474700189916867,0.006408036833714751,0.005994375238782888,0.007028643535196037,0.007700385515752734,0.00820156679430107,0.00715224792504879,0.007581964556397546,0.009202210967459002,0.009313931405234994,0.017155287247898523,0.01636934238029851,0.0042599605024099835,0.004308476233598191,0.004524192392173363,0.0069758318590380985,0.007146129955826733,0.004291523322444864,0.007039825825171438,0.0041339683735346616,0.005330567879642454,0.006865512369549468,0.007031479227175382
