Iteration,Top5Similarity,Max Comp,Min Comp,Centroids_saturation_medium,Centroids_saturation_low,Centroids_saturation_high,Random,LHS,K-Means,Farthest,ODAL,K-Center,Random+Top5Similarity,Random+Max Comp,Random+Min Comp,Random+Centroids_saturation_medium,Random+Centroids_saturation_low,Random+Centroids_saturation_high,Random+LHS,Random+K-Means,Random+Farthest,Random+ODAL,Random+K-Center
10,0.0951701828262812,0.033227662241520094,0.018824149705546103,0.017760148852280378,0.030931671120660986,0.02928246838332161,0.02282853050325136,0.03216391415596634,0.04347436784515077,0.02439758494763039,0.02844179209310983,0.02837701286082555,0.016626542867944318,0.014743888542146888,0.00956301686801162,0.01231504704254518,0.012606753271194041,0.014407340440055521,0.010641035800610568,0.014792264108818981,0.00897103913588573,0.01327255982898761,0.0098720555407258
11,0.09270548621270748,0.03318562169586399,0.018926838450059498,0.01747140747086537,0.030987241808086867,0.028979755664249363,0.02308918913980572,0.03193472898486377,0.04242416729388117,0.023806393594081064,0.028109935088372274,0.02806938211201553,0.016116253663570078,0.013982094588196409,0.009339104360301899,0.011988492898640509,0.01188457501651538,0.01424038327308976,0.00988711631268227,0.01473930473200718,0.008694184019055539,0.013040823584936962,0.0096762068854271
12,0.090846367126149,0.0332970321443798,0.0166892588906653,0.01702671738344686,0.03038756530102681,0.02887464305619259,0.02256195214438941,0.03052698548996501,0.04219990556514395,0.023880126836652353,0.028173543501726787,0.027864903505137116,0.015845006566978397,0.01374140388215891,0.00894984128484813,0.01133580215523459,0.011386608279097248,0.014045749166134469,0.00973900093135304,0.014611567362199169,0.00848169857086405,0.01281941021909773,0.009366155530334888
13,0.09036963608431732,0.033482698446532004,0.016260314983983302,0.01599585921550915,0.030376500863680583,0.02891478361526666,0.02249101074880482,0.03007846210580698,0.042081359450729675,0.023971289661806554,0.027463148444717818,0.02776271160172965,0.01567175348795468,0.013607489649552254,0.008825898193729871,0.01147992692083577,0.01133938734878136,0.014042115277778388,0.00937958757619887,0.013995504955920552,0.0083283566609011,0.01243850694790007,0.00914687495808811
14,0.08899942043748879,0.0333789984920621,0.012662333620265701,0.015920458680880357,0.030296443723217943,0.028998203010231705,0.0224190049841421,0.029395864528071358,0.04191887698933384,0.023569004458192287,0.02440952237105458,0.02687104466670522,0.015516398998119841,0.013319090322895591,0.00874322370449448,0.011371306001900632,0.01114195753604074,0.011374580511762478,0.00929063744078492,0.01386605034760345,0.00809079463044702,0.01211636352113531,0.008721530112861042
15,0.08934839328451691,0.033160963643389704,0.012646377161789301,0.015442264885089069,0.030253851727098758,0.028977086352333113,0.02223969161625723,0.029189637771619988,0.042039166985967276,0.02335427138472647,0.02447659195648873,0.02688545491563028,0.01533910063449127,0.01341566884666254,0.008314327340172829,0.01113560945606504,0.01085458564649929,0.011256885990765839,0.009135412391714759,0.013895892253347381,0.00796241403805481,0.01161098266246911,0.00864347155784373
16,0.09356352775137669,0.0329642508701043,0.012657207713074398,0.01540355677483241,0.027884621452294523,0.02907456945906566,0.020980669046507548,0.028850679977756956,0.04060116962390227,0.023232620346174196,0.024455671935925138,0.024503796606051106,0.01537883194446485,0.01294582387418414,0.008159383900917559,0.010537638963156841,0.01042416498358983,0.01127309710963386,0.008956755249265331,0.013867096016430611,0.007829394914161781,0.011467356825287841,0.008494715689057932
17,0.0936182094306609,0.03339847514528029,0.0113718154008883,0.014767572731993908,0.027598100635247168,0.028961953648679838,0.020821759668767946,0.02873832003823288,0.04061372509796716,0.02314837788241522,0.023495473981974428,0.024430102282657563,0.015375700637815352,0.01259406959275719,0.00809371774531462,0.01018729490048469,0.010065534303469811,0.01121684359891369,0.008853559355619892,0.01346362356561665,0.007683375093500609,0.01116802826414745,0.00796762270047374
18,0.09381653569055311,0.03190276402995211,0.0110437888759595,0.014430390558024189,0.02728701748474166,0.028938099446384452,0.020454006273370594,0.02818779913967347,0.04065716063689694,0.02264784194647519,0.02264695057837709,0.024297257718851585,0.01522097370467033,0.012467261461547101,0.00788114649949849,0.00984742270079973,0.00957420694716188,0.011184300554298008,0.00865045102735008,0.01324746756569967,0.00758986867187858,0.011027338077982698,0.00782952460408113
19,0.09032677302785361,0.03220791113874679,0.0110412840202858,0.01396501086956703,0.02694211909069703,0.028989662339384742,0.020377953696411728,0.027978585519863458,0.040614537903796176,0.022395704853776816,0.02273021735660246,0.02346295557199106,0.01514964004828879,0.01233500812743676,0.007739602308301359,0.009609942242726687,0.009488317507729322,0.011113529215959341,0.008295384782673328,0.012940715676054421,0.00746471860527915,0.010855166760790591,0.00765250283955247
20,0.09064009053755999,0.03217392096630369,0.010846711258152498,0.013717113982984341,0.026559403610396954,0.028878106868450847,0.020418034545328378,0.02803025494927256,0.04047863116728833,0.022097000669436533,0.02183844500569647,0.023481438664601343,0.015334686442450729,0.012145559039269328,0.00770085166213903,0.00928623467981878,0.00925408389407976,0.01092535908630832,0.008163629886330421,0.012832011589566459,0.00737866206445921,0.01077694275734918,0.007500918329569612
21,0.09067734739294252,0.03228857982292839,0.010827839700201401,0.01339563819555992,0.026367369936268703,0.028843877676689035,0.020196311053523174,0.028549317185494482,0.040030176678752874,0.021919375053259662,0.02153479364204854,0.023411162492823292,0.015299326767128248,0.01191343053866948,0.0076321284536298205,0.008943063777608269,0.00891019354533636,0.01084275191370993,0.00778654113189015,0.01258907927655685,0.0072381765482843405,0.01077853520609131,0.007438636407648131
22,0.09130642729578378,0.0322808309380988,0.010760351003961199,0.013081143600049028,0.026416369155431347,0.028882180803677836,0.02011707358516661,0.02875008738177099,0.040049850382001706,0.021830313380629712,0.02104615118538321,0.023313543470395107,0.01523010240941498,0.01164649532785971,0.007605828065366341,0.00889963788899002,0.008565207049404682,0.010799617448397292,0.0076765913857988494,0.0122490700368485,0.00716875596427354,0.010631427618296978,0.007352400459083181
23,0.09107680846109968,0.0319534333484509,0.010784987058753697,0.012905709494244102,0.026132720447129713,0.02909469019529932,0.019906257145712952,0.028537279451149124,0.039838207963326336,0.02153532190110601,0.02072310784030709,0.023234250945139815,0.015230490645439599,0.01153524303331876,0.007502947290751731,0.00879930805998293,0.00852460185455047,0.01078290685015135,0.0076513706494899,0.01179206400818537,0.007020956083766609,0.01034244821012947,0.0072476379917331205
24,0.09102737510054991,0.032049202160871995,0.010796182835619502,0.01276294995054319,0.025932341390710774,0.02899088047339458,0.01956181922664178,0.028575181209815413,0.03970131154442517,0.02143884907831532,0.02059220060910253,0.022721415178983784,0.01517177683931214,0.011484808860805681,0.007415070633250439,0.00856590671108128,0.00827066657282673,0.010694242257895989,0.00750568886524644,0.011628957361150192,0.00694389838898703,0.01007902679529061,0.007111600202635201
25,0.0913266185603052,0.0320444038724838,0.009661171079946003,0.012429492509355999,0.02578622841289594,0.02872034834463319,0.019315843933062342,0.02863441642908706,0.0397601380736385,0.021384617515352818,0.020508562103172458,0.02257642306388511,0.015066803509529231,0.011100070080450258,0.007392081822830189,0.00852437302171287,0.008076229126002801,0.010525426795383352,0.007462922328646609,0.011530021014784508,0.0069030795686141,0.010035784041943009,0.0070715708441235915
26,0.0907292693835434,0.0320753682971432,0.009141381242265502,0.01224406780968414,0.025388560218544347,0.02867028986419362,0.019227062144165016,0.028310520801616924,0.03967466976528065,0.021299376010164142,0.02047410883317643,0.02248681774086483,0.015085187428206647,0.011008080070063899,0.007317741174210521,0.008247183394786053,0.007988474135035091,0.010107768370056011,0.007462390532039601,0.01138449428106671,0.006833149575685191,0.00993414071978091,0.00702236482503997
27,0.08506649246379928,0.0319819838932947,0.008771439445338399,0.012110684525945579,0.025161067609242155,0.02838519736641158,0.019162436569851202,0.028373817188401457,0.0397174487580758,0.021099092701464102,0.02021624158451689,0.02221417074306383,0.015062897916169271,0.01070481833632279,0.0072683002706837,0.00787544759585668,0.0077983776268726,0.01005236803349754,0.00739536840525917,0.01134833009150227,0.006780567488189509,0.009831972703007,0.007068116726870609
28,0.08344870245411008,0.03192824042014591,0.0073252319651272,0.011819940935137321,0.02494418402276208,0.025757227310472496,0.019215875992052482,0.02808376683242957,0.03961356720182045,0.021028493544403136,0.019890022185303724,0.02204429054258104,0.014971306984901251,0.01055795494571686,0.0070363987627055005,0.007722108166065969,0.007778714944346411,0.009671864566408459,0.007256825508710571,0.011286104922468052,0.0067293665700092,0.009762639074210381,0.006965320376412659
29,0.08370295500899429,0.03217815803319911,0.0071812342081836,0.01151682614395931,0.024643391963080453,0.025461272847262538,0.01888290597288843,0.02805562307512709,0.039725830896986114,0.020854241933344873,0.019048064427871124,0.022021581750123823,0.01502332438012324,0.010426645652929629,0.00686270165522031,0.007656028658259239,0.007696475309950951,0.00964714506503805,0.0072364408878345015,0.01116148022185482,0.006637221334207399,0.00972276129306358,0.0068923420327921
30,0.08381482714310261,0.0323437777917387,0.007119079175430901,0.011457077657032482,0.024570124415206063,0.025346533015398437,0.01895824353607702,0.027701286966587236,0.03981619076359514,0.02075474013912266,0.01893494359648086,0.02201331064127639,0.01485412373301849,0.01031910777000342,0.006738548806834771,0.007494501942677559,0.00739542411579986,0.009334969411717731,0.00719306312024718,0.0111060723609079,0.00655446619514678,0.009608534920200838,0.006777790505098839
31,0.08343124391249959,0.0322948040425463,0.006987079403846701,0.01139989565312606,0.02446951876227322,0.02531508764308189,0.01875606082393561,0.02759636711123452,0.03950358630403134,0.02046563358322289,0.018925147690376693,0.02205131896938799,0.01482665548590236,0.0101957827210694,0.006702007125373249,0.007461657539274182,0.00724140224089051,0.009190120733019549,0.0071060361558550385,0.011090579754618829,0.006430282822603321,0.009585989671135869,0.006690655086490739
32,0.08300974659250629,0.03238738168810161,0.0069991593676689,0.011262447437516348,0.024190214054141713,0.02513894993709276,0.01872968944356305,0.027612909480646118,0.03937362638273346,0.020319613567267636,0.018230311480788422,0.02202894127842511,0.014776745391139651,0.01012028338087613,0.0066519129847598096,0.007248265389478581,0.0071411566545525095,0.00890426799664586,0.007066935969044438,0.01105749351867899,0.00639285317170364,0.009534889651828813,0.0066771682503043595
33,0.08328187717302539,0.007085166687777799,0.006958006754839001,0.0111107715639796,0.024157773671081,0.025032485731795784,0.01873921092480822,0.02736090066588274,0.03916448580495287,0.020262869954777298,0.01831289327682798,0.02186702340974151,0.014638483141041941,0.00989257104966742,0.00656140319768681,0.007234260949387369,0.007061971790221411,0.008798547127294349,0.0070164248124304305,0.01104755611759788,0.00628531147140683,0.00944757833960358,0.006638492737578891
34,0.0833637184175514,0.0070388415660415,0.006954932961792502,0.01102000003552501,0.024149451762722273,0.02490689079688434,0.018617367294452042,0.02629167803108793,0.03920220638510541,0.02016628228822994,0.017871675440957628,0.0216991804213053,0.014489780575017439,0.00973695043493299,0.006512063464753809,0.007121182467956269,0.0070493682088719105,0.008734922520901101,0.00690846726113622,0.011071976880406929,0.006253982646937261,0.00941390140963331,0.00664782362808648
35,0.08419189457723998,0.0067730233808768,0.007257339194362,0.01071766968012674,0.02409457456870881,0.024849896618208252,0.01868950020418971,0.02621654721270056,0.038958407037562294,0.02014928788573846,0.017663061875396822,0.021612955188393363,0.014426457646115439,0.00971927829227007,0.006471121428927411,0.00688315843750187,0.0069796008776181195,0.008589661712553692,0.00684932913239461,0.010984393313527498,0.00625736046695025,0.00936840559325231,0.0065781631435769495
36,0.08036679568305728,0.006657675210297901,0.0072429988924554,0.010551444930646562,0.02394161264356347,0.02454298896371062,0.01863997550233778,0.02613536302650843,0.038800687377671214,0.020191505982941203,0.017491570769859483,0.021352316284304097,0.01440517048450914,0.00970505778261639,0.00644111290296903,0.0067043598691042,0.006916355055097691,0.008597052062074059,0.006631504220507829,0.010939840354540388,0.00618374683620259,0.0093560863663396,0.006544437780845321
37,0.0802165439297634,0.0059097583679169,0.007235182932624802,0.01039283030532385,0.023764707003653997,0.024397414345373736,0.018400443353775577,0.02605227728500344,0.03875856114673591,0.020156465879121482,0.01746042544296863,0.02132709880932212,0.01441220385423322,0.00960343714235818,0.00642976105740672,0.00674150106950652,0.0068835378767133195,0.0084983214445986,0.00654865520410329,0.01096374590696281,0.00612010887372699,0.00929289035577819,0.006481909103135159
38,0.0789953612207396,0.005813134314404599,0.007233735011538999,0.01021885660329836,0.02376348324116118,0.024257328581008854,0.01799639441531533,0.02600645871003014,0.03876492680818551,0.01972579698223432,0.01736613076096658,0.021046765188730783,0.01439577995102782,0.009509452631780291,0.006295439244583,0.00663326419231719,0.00686036759191404,0.00843247000539389,0.006385285914768729,0.010890267389234301,0.006067681823951799,0.00932204679535117,0.00644600956247879
39,0.07930925752614422,0.005801365726208099,0.007177934107990601,0.0099881154009448,0.023650836938368773,0.02413548037667415,0.01768496441698273,0.025816630671654885,0.038678296037626445,0.01973983549173082,0.01728504510917987,0.02092559999616516,0.01435180824306725,0.009503307090809082,0.00617047864674096,0.0066430916019484506,0.006891794120724211,0.008429605717549268,0.0063181288905088204,0.010814603764107079,0.006036052264581431,0.00931414987957975,0.00643022724689344
40,0.07892874980320198,0.0057997047911117,0.007009793393374099,0.00993362291772645,0.023238525486238566,0.024009065943791597,0.017565498479954842,0.02575886150172328,0.03857094693513188,0.019738905789804,0.01723856531934883,0.020878934385391228,0.014335420142394379,0.00943013418913917,0.006149990618553469,0.00659132338169611,0.00673903178315637,0.008408448602575341,0.006183103382725539,0.010703922321784451,0.0059712759113144,0.00909729047966772,0.006372704532287321
41,0.080433454258096,0.0055887697779273,0.007029183772483299,0.009834280067967879,0.02324092870122651,0.02403377264831145,0.017530962468169698,0.025545497855774608,0.03840373875496665,0.019703046860105138,0.01714544563076152,0.02088719246234952,0.01431911957671044,0.0093052066261611,0.0060206764185772,0.006570192589028891,0.006656039554006709,0.008333670414532639,0.00611126337299999,0.01060395532371192,0.005940684555736089,0.00870073590276544,0.00626084913658872
42,0.08062427579832972,0.005365650211657499,0.007008395663607199,0.009791214306664929,0.023027442348492168,0.02391360817200525,0.017444493353279533,0.02553338487064699,0.03849831544069591,0.01965475565050471,0.01699624974898559,0.02064591555023955,0.01428868797745434,0.00913629424842323,0.00601521140064893,0.00653449198362227,0.00640924654975671,0.00830271209907114,0.006045622512182771,0.01055044177525017,0.00592157765213892,0.00857053742043174,0.00618412446998503
43,0.079836846628606,0.0053522408573295,0.0071070317303663,0.00967298482154658,0.02307919384115998,0.02391764012165194,0.01735430037277772,0.025357056983694948,0.038413550916784646,0.019693253658258563,0.01681596835007063,0.02043693906986954,0.01421829569636413,0.00908223439631686,0.00597704752515571,0.006521602959923769,0.0062609935490695,0.0082336396370401,0.00601352677581991,0.01040705221103711,0.00590633614770716,0.00852122718668236,0.00616936376999791
44,0.0793974226384644,0.005160754143904699,0.0071083885580912,0.009581911335233052,0.02289038345867752,0.0239241781336817,0.017308338309808442,0.02468589380181154,0.03822288169525268,0.01966387760345156,0.01681675470019535,0.02040792933511936,0.01416776005087094,0.00906741080553838,0.00593659789851548,0.00651637485989984,0.00620196606155971,0.00816090744531954,0.006003330939886071,0.01038799018122113,0.005874693149089359,0.00851063802903659,0.006087106894131141
45,0.0794871375447711,0.0052061774638223,0.006228510980478301,0.009525178946663371,0.02263920114063328,0.02393087970066758,0.017255345202554388,0.02451791593012635,0.03811578233050023,0.019537014209604537,0.01643404107697266,0.02032474690953536,0.01403510292408163,0.0089184089511224,0.005889376194869929,0.00645518609895986,0.00616057588912071,0.00823306152197838,0.00597943233212982,0.01036136546426875,0.005820007788575551,0.00849080618984933,0.00603554748379072
46,0.0786252942428791,0.0052141022059001,0.006223565202477399,0.00953732635657652,0.022583757010847437,0.023962423827575453,0.017146300625146518,0.024403227231738378,0.03798492836297007,0.01930948205724664,0.01644502723806677,0.02018286605455268,0.014020980553263448,0.008919626474832628,0.0058754813639154396,0.0063042246000910695,0.0061175776964999,0.00821569414973656,0.00597558311554155,0.01046622117699645,0.00577928089166368,0.00840596764239667,0.0059712117130694495
47,0.0776514408271708,0.0053410497874439005,0.006212070604741901,0.009495078451798158,0.02245157064136941,0.023963578635593043,0.017153222636894727,0.02425393352559086,0.03788341047413618,0.019324709608834797,0.0160668380542185,0.020135717161185156,0.01396527861605652,0.00887377157275672,0.0057878001205036705,0.006281859219350161,0.005985925842069591,0.00815134386168752,0.00587420740532309,0.01048051265349735,0.00577357120825385,0.008366811248389198,0.00589942810094614
48,0.07765956345893579,0.005497327592877,0.006176428024577801,0.00944700346196497,0.022388179262187568,0.02391824496314635,0.01710234176546339,0.02429782621998413,0.03791012370086701,0.019306396923648238,0.01592984358057029,0.020109648434494358,0.013915734180897161,0.0088938746952706,0.0057860025354059905,0.006112852767098871,0.00596959537873853,0.00813561966352353,0.005852912123262099,0.01040090491410596,0.005715896291728259,0.00828958601010089,0.005865643431358791
49,0.0761055180958592,0.005417484599307601,0.0061773708593566,0.009331563750052629,0.0223776657661132,0.023936810591355728,0.017073601725068856,0.024197259791209992,0.037864583744225744,0.01925228355539704,0.015697056089505272,0.0199974731762761,0.01387043876847294,0.008923806542037071,0.00578957071428256,0.0060489544771878305,0.00594616449503495,0.008098493005089899,0.005745622382526849,0.01023659880983801,0.00563202674618995,0.008280766956024529,0.00582460292842765
50,0.0761343587801351,0.005496448409827101,0.006096037882782801,0.00922136198039104,0.022337044603813527,0.02392588640941689,0.01694445562916151,0.024158493577545022,0.03761256523971128,0.01920143411002847,0.015695355288328168,0.019849702928814716,0.013833520380257851,0.008856030043073348,0.005746159656620399,0.005958414511041841,0.005911609428021969,0.00807961797886262,0.0057068118339385,0.0102097089897165,0.00560813068748082,0.00820541092273477,0.00578059213957081
51,0.07643318062615011,0.0054575352141413005,0.006089864768572801,0.009125707466205248,0.022305505466826723,0.02379959831864259,0.01690859682573649,0.024069934659628332,0.03758097289629706,0.0191777949542451,0.015392493756099279,0.01982727787318111,0.01370841588898807,0.008807341249692822,0.005705651051529371,0.00594642048630408,0.0058937825786533,0.007998453338283609,0.00566091697764796,0.0101965282641047,0.00557972331057425,0.008165573435686769,0.00568224270647851
52,0.0763904613116161,0.0053708921398539005,0.0060258187543522,0.009003198117056539,0.02224113898224532,0.02379361318370801,0.01660766477499025,0.02400551126338183,0.03744352526715975,0.01905904915519267,0.015217418801545752,0.01978008895493262,0.013558706426405193,0.00863493540565347,0.005661940755026081,0.00585520631826317,0.005871908162740159,0.00796789773903862,0.00565011418986678,0.01013474750200995,0.00556991054806041,0.00810284909902011,0.00566291346426033
53,0.07596066879074928,0.0053415048638411,0.005999878766982299,0.008858080472565599,0.02220853212111744,0.02375238185197061,0.01657996931131177,0.023753175780859098,0.03746545930428249,0.019045619792071276,0.01525051867023627,0.019596991483388886,0.013528403951001189,0.00854399424394228,0.005571955467973011,0.005774191374976921,0.005849488052212221,0.00789659505674723,0.00564285203646062,0.01009269239406515,0.00555559703606291,0.008104590290944892,0.00562276045751244
54,0.0757803658791203,0.0052810965442519,0.0060248886085389,0.00874468514934953,0.02220990301817181,0.025795792299973766,0.01647561015590923,0.02372187056801224,0.037194166360524604,0.01899616916417293,0.01514132725671552,0.019474931136564858,0.01342597747386703,0.00845550179071131,0.005542397497835571,0.0057141550602016,0.00575477709021337,0.007854472601617691,0.00557022837067016,0.010059737453121472,0.00554482573346615,0.00807712148370982,0.00559775560543313
55,0.07569772827993938,0.005340252941940899,0.0060253231698036,0.008715679515474181,0.0221744170041098,0.025669871962966755,0.016421005976864262,0.0236896797992515,0.037054702820540034,0.018935650185373756,0.01509340599792485,0.019380169871666367,0.013417084531342369,0.008399773108087828,0.005463108292088929,0.00572912921146643,0.0056900289781769,0.007769535515070721,0.005542600088976021,0.010027452295672808,0.00549290376170283,0.008046334814144209,0.0055438516986342406
56,0.07553875725201761,0.005331333514654599,0.0059802945674009,0.008692164599387441,0.0221045663102776,0.02559646394595619,0.016451336465221542,0.02378760840512673,0.036990455570319665,0.01888238232011684,0.01507009641761932,0.019166311692224446,0.013157743408626871,0.008346373237712802,0.005460191252318031,0.00565406252085301,0.00563867720531196,0.00774342463996522,0.00548266370719884,0.01001789209590533,0.00546348619841024,0.00828247483792522,0.005544769920681369
57,0.0760059175813541,0.0053072462840167995,0.005957409630718699,0.008671693843886,0.022020192241617543,0.025557365011008266,0.01634294203177731,0.02372510188856953,0.03694869684412946,0.018736786926024002,0.015024418772131102,0.01916665464868804,0.013115198604182582,0.008294238102213938,0.00544706588350643,0.00559621902499531,0.00562293609662156,0.0076699488924243196,0.005465436215358929,0.00995780326216115,0.005467189870501141,0.008274771463684378,0.00553935517222267
58,0.0752149306390888,0.005222886980761699,0.005961067885276,0.00860939303906254,0.02190030577405158,0.025515827629328535,0.0163419695432616,0.025679324495119425,0.036880837126291775,0.02004827695766859,0.014976327219580598,0.019142089779239493,0.01301277471827757,0.00827354316469823,0.0054433573841586695,0.005527560837452319,0.00555416290142861,0.0075885284439651,0.00540575791387469,0.009906940078910432,0.005476247968734078,0.0082458494873963,0.005497061396527491
59,0.07509601533209752,0.005221507940705799,0.005967915882230901,0.00856064929897295,0.02187774923426435,0.025417313280055292,0.01632070245776868,0.025668784076286866,0.03685256322180139,0.019968766853783834,0.01483401830431221,0.0166040487490879,0.013007575419893131,0.008206923706421482,0.005420015354679951,0.005487668817334739,0.00568562905038455,0.007595551494167451,0.00535538760146666,0.00978616862234847,0.005437926876498323,0.008232494082626902,0.0054544183610855295
60,0.07590436885294502,0.005132709802214899,0.0059668086682809,0.00852825148450996,0.02175884618571953,0.025294824180617678,0.016079650053627256,0.025624347913864066,0.036694795556006986,0.019857741174453235,0.01481761546673466,0.016385677463410447,0.01297676893258926,0.008177087146225191,0.00536089901999332,0.00546334839314002,0.005666166070390838,0.007556372822739699,0.005448078787002737,0.00972901906668591,0.005397392536413456,0.008216759624963823,0.0054479525470177695
61,0.07612513722772471,0.0051394781729407,0.006014460092935101,0.008469287308423482,0.02173963358609499,0.02521285972859417,0.0159760476232659,0.02568433412368771,0.03663449322018469,0.019697437456374322,0.01484911462026442,0.016332045492620663,0.012957439472111079,0.00806236190147739,0.0053234956743666096,0.005493913350185945,0.005621974821137087,0.00754710810408239,0.005423139810225363,0.009689530436072898,0.0053622101424467,0.008152917013894888,0.0054035569217325795
62,0.0768014611177188,0.005133383765477299,0.006003631542726601,0.00842899464864677,0.02174346503591389,0.025122841482961122,0.01593245204781789,0.025660123450398736,0.03655733785899226,0.01962063797961681,0.01484646571164078,0.01624604340207263,0.01293291594691606,0.00802899464117974,0.005310285921761479,0.005478802115196146,0.005551106455150362,0.0075213323674402,0.005394374576345413,0.00964127555766094,0.005305504239968255,0.008109686592959723,0.005361846989983421
63,0.07389910035097459,0.005151694405735901,0.0059253992094416,0.008797014149495812,0.021590702217362555,0.025030657357939468,0.015912702146485533,0.025501397914323567,0.03623827102384114,0.01949029224191951,0.014853805537125942,0.01621217883129623,0.012882243050797808,0.00798996726580008,0.0052815590399375705,0.005394798437330966,0.0055361096002519,0.0077407526886860666,0.005296034171866575,0.010083211222893079,0.0052866327388350004,0.008016471030219888,0.0052843743148429006
