Strategy,StoppingIteration,GradientStableIteration
K-Means_seed_42+Centroids_saturation_low_seed_42,53,53.0
K-Means_seed_42+Centroids_saturation_medium_seed_42,73,73.0
K-Means_seed_42+Centroids_saturation_high_seed_42,68,68.0
K-Means_seed_42+Random_seed_42,100,
K-Means_seed_42+LHS_seed_42,74,74.0
K-Means_seed_42+Farthest_seed_42,58,58.0
K-Means_seed_42+ODAL_seed_42,100,84.0
K-Means_seed_42+K-Center_seed_42,74,74.0
Farthest_seed_42+Top5Similarity,60,60.0
Farthest_seed_42+Max Comp,46,46.0
Farthest_seed_42+Min Comp,39,39.0
Farthest_seed_42+Centroids_saturation_low_seed_42,65,65.0
Farthest_seed_42+Centroids_saturation_medium_seed_42,76,76.0
Farthest_seed_42+Centroids_saturation_high_seed_42,68,68.0
Farthest_seed_42+Random_seed_42,94,94.0
Farthest_seed_42+LHS_seed_42,70,70.0
Farthest_seed_42+K-Means_seed_42,58,58.0
Farthest_seed_42+ODAL_seed_42,100,54.0
Farthest_seed_42+K-Center_seed_42,59,59.0
ODAL_seed_42+Top5Similarity,100,
ODAL_seed_42+Max Comp,43,43.0
ODAL_seed_42+Min Comp,45,45.0
ODAL_seed_42+Centroids_saturation_low_seed_42,45,45.0
ODAL_seed_42+Centroids_saturation_medium_seed_42,100,
ODAL_seed_42+Centroids_saturation_high_seed_42,73,73.0
ODAL_seed_42+Random_seed_42,67,67.0
ODAL_seed_42+LHS_seed_42,62,62.0
ODAL_seed_42+K-Means_seed_42,100,84.0
ODAL_seed_42+Farthest_seed_42,100,54.0
ODAL_seed_42+K-Center_seed_42,42,42.0
K-Center_seed_42+Top5Similarity,50,50.0
K-Center_seed_42+Max Comp,44,44.0
K-Center_seed_42+Min Comp,43,43.0
K-Center_seed_42+Centroids_saturation_low_seed_42,71,71.0
K-Center_seed_42+Centroids_saturation_medium_seed_42,79,79.0
K-Center_seed_42+Centroids_saturation_high_seed_42,77,77.0
K-Center_seed_42+Random_seed_42,76,76.0
K-Center_seed_42+LHS_seed_42,74,74.0
K-Center_seed_42+K-Means_seed_42,74,74.0
K-Center_seed_42+Farthest_seed_42,59,59.0
K-Center_seed_42+ODAL_seed_42,42,42.0
