Iteration,MAE
0,0.03121573860494535
1,0.0310970228234852
2,0.02923879283776305
3,0.027522722715374624
4,0.027372653351187513
5,0.027195385965461987
6,0.025953319088420256
7,0.026167937966185797
8,0.025503569020784985
9,0.025293562815721784
10,0.025730053076173157
11,0.025161444780775574
12,0.025200229677442895
13,0.025759952721477304
14,0.025654316901639385
15,0.025603794943105104
16,0.025413286440380836
17,0.02541334608421751
18,0.024798725785680174
19,0.024777180614959756
20,0.02482569035082993
21,0.025067834549406653
22,0.02475881347602857
23,0.024751824344239105
24,0.024619476082052543
25,0.024957938111086098
26,0.024938389766747834
27,0.02521872155696764
28,0.024879436733776406
29,0.024871418923965397
30,0.02445804638655253
31,0.024562613142655003
32,0.023943992403635823
33,0.02394139080797915
34,0.023931077356337586
35,0.02376042437026009
36,0.023752934386574633
37,0.023380572411110162
38,0.02330702452643482
39,0.023231457934833895
40,0.023214550406266955
41,0.023107853962788322
42,0.023090862266138323
43,0.023249353246471764
44,0.02349929782367809
45,0.02350020309515133
46,0.022847019472755633
47,0.02279725312694011
48,0.022782638666306348
49,0.022831727271299555
50,0.022884151069535716
51,0.022810888474569243
52,0.022971920723781243
53,0.0232414119552463
54,0.023075122393704055
55,0.023062190861496714
56,0.023021903084425786
57,0.02258527422539166
58,0.022347936336191594
59,0.022268503490630802
60,0.022248966287301268
61,0.022158460353805056
62,0.02212938490960706
63,0.022055228114548242
64,0.022154748553212932
65,0.02200973045711698
66,0.022075819147125676
67,0.02170457200534505
68,0.021689905010855576
69,0.021670125317853315
70,0.021536438360557363
71,0.02139334552325335
72,0.021173538284707114
73,0.021121064794546934
74,0.021106125834469306
75,0.02102077527581748
76,0.020391952828292165
77,0.020334172593851917
78,0.020265906245227994
79,0.02008526427639897
80,0.020065013909995977
81,0.020070664882003375
82,0.019936716381057974
83,0.019672202528367332
84,0.019456075393613912
85,0.019457698041369393
86,0.01941330555613814
87,0.019186031339991083
88,0.019186965257644364
89,0.01907336545302096
90,0.019020857358164955
91,0.019002326942600324
92,0.019000655246271255
93,0.018994802521763905
94,0.018992261924767263
95,0.01895136877850933
96,0.018940164319332025
97,0.018868501206990105
98,0.01878625430881402
99,0.01874606678609825
100,0.018619301789287928
