Iteration,Top5Similarity,Max Comp,Min Comp,Centroids_saturation_low,Centroids_saturation_medium,Centroids_saturation_high,Random,LHS,K-Means,Farthest,ODAL,K-Center,Random+Top5Similarity,Random+Max Comp,Random+Min Comp,Random+Centroids_saturation_low,Random+Centroids_saturation_medium,Random+Centroids_saturation_high,Random+LHS,Random+K-Means,Random+Farthest,Random+ODAL,Random+K-Center
0,0.0805752983442991,0.0611914887118458,0.03211519691518921,0.042597479921749934,0.040199667917768175,0.04145564512244872,0.03966417730208886,0.034486042393063174,0.02560328669984206,0.029590612849936908,0.1326487510142778,0.03300491510943499,0.039286574743722276,0.027681290435606475,0.02902183400593663,0.027593509169530638,0.02733846246400625,0.027620576725543987,0.02412118772328075,0.01834342727977164,0.022624460107071413,0.027835549483625606,0.021550265914183308
1,0.0602069611555354,0.061194573190142196,0.032764048920283194,0.038715969131207374,0.037618812121959826,0.039058611356916864,0.03461684606896272,0.03228458894505637,0.02477632311470484,0.02781425071687633,0.09114357544831109,0.03328944020841375,0.03319388604253693,0.026708921332768372,0.025601576201750964,0.0242446708819843,0.02429860211017849,0.024999861115848447,0.022267046271612263,0.01774603561311211,0.020755473290474252,0.023770683457582258,0.021468756729681248
2,0.06285311175805779,0.061191692642352594,0.0469554401452486,0.030081107418593746,0.028441589140586233,0.030835587327638653,0.034977120998818764,0.03730706908166776,0.02247989243221577,0.027262979964358523,0.06637466804619471,0.03253758260259257,0.03081552882934137,0.026932082999015318,0.025348084564870012,0.023723652002777117,0.02353723723919146,0.02317005844550573,0.018537610833494787,0.019149581864436018,0.02094832894348029,0.022804204243539683,0.02219155334695404
3,0.06491404922261931,0.0611875334562744,0.0451875230574832,0.031041828514227883,0.028283816517036032,0.03019780733522645,0.03415558096516286,0.03437248908531681,0.0215662886710959,0.026861458116099773,0.05754213005546597,0.030551011472381605,0.030912857551087948,0.02667132110092301,0.022926507345620375,0.021908699879207037,0.02314367214193615,0.02312379719465383,0.01773955021907441,0.018602164686776706,0.02131207529306139,0.02235040791061135,0.02114509828731368
4,0.06592113248249651,0.061183080546051496,0.0451095986468829,0.031465118908202375,0.02835730311873369,0.033612289121969154,0.032196867384464464,0.03189501554279202,0.021254721052945843,0.026574996360981512,0.05394859616083556,0.02727263114268998,0.031630992696099536,0.025019092007199185,0.022902013411831484,0.020423960820942798,0.02001860824980557,0.02309915944949916,0.0176777098643292,0.018690441843567808,0.02089432744523529,0.021744971406997052,0.020677142989992243
5,0.06691382872421202,0.0611781849990208,0.0411219221202419,0.02971716284837068,0.02795601769592456,0.03369378992435874,0.032158748843918845,0.03214412656859831,0.02215152601391766,0.025657203969180392,0.05190508302677131,0.027959955122017897,0.032314588471650516,0.02504871501869599,0.022342753132909978,0.01858935458900134,0.01985669308561696,0.01951289823355015,0.01894335716634531,0.01880065976665938,0.02134515965575507,0.02167926191304562,0.02011162749646281
6,0.0721622431657496,0.06117279920000919,0.0387980166388478,0.029350385347293173,0.028124365977362044,0.03451274708579534,0.029721106253973333,0.03147299085582364,0.02204429543215582,0.025380225945358208,0.047701702098632524,0.027907053801933868,0.03130135259015719,0.025332043635050337,0.021161238162662306,0.017511953170021948,0.020226902064578427,0.01926804358459696,0.019591322713816132,0.01971248790914306,0.020965720993889627,0.02134003039826936,0.020152822116971038
7,0.07263482912356359,0.0611679832844456,0.0380805064047497,0.030194973669766666,0.030731353495368596,0.03390213414625643,0.029635192784909947,0.03127382060623278,0.02241619525335712,0.025545121402014183,0.047432349255866424,0.02743267995615391,0.030959898593321582,0.02382467278621881,0.02041867097889603,0.0177726042601987,0.018973720944632972,0.019621649452681533,0.01921543709708321,0.01923806306365864,0.020757295587765193,0.02109880801979755,0.0192611142131381
8,0.07347651719525809,0.061163617722187494,0.038086738881451594,0.030065661471622783,0.03201949179183251,0.0342290232342783,0.029939510811411184,0.03129473653359094,0.022430192368510037,0.02442291264731882,0.04719080721978549,0.02813465491368259,0.030602555900169515,0.022709559493299565,0.019059994050275565,0.01723907276337819,0.01848537786085129,0.01957772303271022,0.018243266741046302,0.0187389520641165,0.019351338645166777,0.021227637587359287,0.017689426586272154
9,0.07231148614067272,0.061157757485411815,0.038357432277832795,0.029914481452759024,0.032368063206660073,0.033848344853320875,0.030431064807172732,0.031030954332069722,0.0226281277409199,0.02444687279051394,0.04614313202609081,0.026376899589520875,0.030334995468793174,0.02079865558957903,0.01782000310234825,0.016779732990770527,0.01884506622069581,0.019569698301326183,0.0175815183367327,0.01741806470668684,0.018637142296533318,0.01979934766968431,0.01733562665594373
10,0.0703333276396304,0.06115181237589,0.03737897861418181,0.03095029676602747,0.03250734596162257,0.03432828389702753,0.030165197990660957,0.029699357941248596,0.020738667883390353,0.023812129311831017,0.04422140902173716,0.02449165576018291,0.03016370821499369,0.01828045639916594,0.01696532277082858,0.016332237905701093,0.01878910073406617,0.01980999218148704,0.016575130513474416,0.01712489892087881,0.01757564977254438,0.01961567680995735,0.016086685369296392
11,0.0693439779705516,0.06114891623519848,0.03702187719089269,0.03169955030689563,0.03253138789957167,0.03455479299370442,0.029765866723275997,0.02999586727860935,0.01990342914237541,0.02318202082618771,0.0429032818196313,0.023844695570917118,0.02936428371873054,0.01647887094797347,0.016084810403489018,0.01567911979213727,0.018515548457116348,0.01968350745432483,0.0140963170123827,0.016663995166830873,0.017293723617028224,0.01805935690955601,0.015396682556128513
12,0.06970427904864261,0.0611426802377254,0.0362086129690703,0.031620943122982095,0.032466427608251434,0.034476186075973955,0.02932454592626183,0.028807458005721487,0.018869179671488392,0.0218867405647716,0.041011498058434605,0.022663583708308253,0.0282896378320867,0.01533223436172724,0.01515248813680646,0.01523760281479182,0.018342600477292546,0.019223500255548948,0.01320980495587098,0.0163726782547729,0.016824360836535414,0.01737202740875967,0.014609805925882399
13,0.0702436909861831,0.06113681244206011,0.037146791666911906,0.03112149647922563,0.03316716259034773,0.03444252174351568,0.028605582981240284,0.028495369966337048,0.017636416641115198,0.020466979221731206,0.03961645995523212,0.021553972462870743,0.0283577267784556,0.013467925831383083,0.01420668716346383,0.0145118009181368,0.018093490007667877,0.01922362210624267,0.012887736646474201,0.015599378388303562,0.016602786869990727,0.016722276995129928,0.01444357153403088
14,0.07045603037597949,0.0611311036748885,0.0370412514654519,0.031537778625295554,0.0330779069881342,0.033830629175984964,0.02835372437975655,0.02863467072233466,0.017258821334961514,0.020288253381636038,0.03866392231495485,0.021304239929147043,0.02773292702292403,0.012080295064999528,0.013932254859680252,0.0142509933032464,0.01769786066193229,0.018934449844248642,0.012213920745923609,0.015075506431437648,0.015634082421420663,0.01589897791188199,0.01362896540145098
