Strategy,StoppingIteration,GradientStableIteration
Random_seed_42,73,73
Random_seed_43,73,63
Random_seed_44,76,55
Random_seed_45,91,91
Random_seed_46,74,53
Random_seed_47,78,53
Random_seed_48,66,65
Random_seed_49,73,51
Random_seed_50,71,71
Random_seed_51,75,68
