Top5Similarity,Max Comp,Min Comp,Centroids_saturation_high_seed_44,Centroids_saturation_medium_seed_44,Centroids_saturation_low_seed_44,Random_seed_44,LHS_seed_44,K-Means_seed_44,Farthest_seed_44,ODAL_seed_44,K-Center_seed_44,Random_seed_44+Top5Similarity,Random_seed_44+Max Comp,Random_seed_44+Min Comp,Random_seed_44+Centroids_saturation_high_seed_44,Random_seed_44+Centroids_saturation_medium_seed_44,Random_seed_44+Centroids_saturation_low_seed_44,Random_seed_44+LHS_seed_44,Random_seed_44+K-Means_seed_44,Random_seed_44+Farthest_seed_44,Random_seed_44+ODAL_seed_44,Random_seed_44+K-Center_seed_44
0.07234354055519311,0.07504593097866044,0.08161654610058176,0.05826573070057181,0.05816237035415902,0.05366498840272419,0.04069573951665471,0.031647659617301885,0.05487897508548982,0.0325502666131562,0.08783498383946257,0.033334128259943495,0.03523994084584536,0.03247929576007246,0.027187038143668733,0.02651014503481483,0.02774043947047017,0.02893942589095072,0.0279465177399185,0.03312805263739985,0.019103012491892613,0.03163710387597886,0.0270808768424655
0.04730184421274621,0.02850380278838986,0.02157563793958606,0.031992779858215255,0.032761469585130286,0.03324302851588898,0.030752951862417388,0.025218307057158294,0.049406653289025514,0.03216441631483035,0.08087429411208516,0.03313796260785753,0.027007418429376245,0.024148278398715736,0.015752801981018482,0.018116589691103437,0.019869301322929724,0.021723883067418764,0.021836063232344886,0.02496093574557366,0.020730054361311766,0.021922298215693126,0.025649034326270453
0.041137814129485924,0.027275667179007954,0.022946535968320376,0.031772860898504625,0.032302079549557466,0.032599988393080356,0.01949389210798074,0.023252536416183713,0.04411642265928543,0.02793252259376514,0.036481347435512075,0.032116316017667346,0.01826215113622064,0.025541949666383536,0.01879046554012836,0.016279280249289266,0.02202990233920194,0.023249818970176913,0.020745405163559605,0.01603398534920549,0.02194000854282816,0.02582861649193083,0.027183961551175684
0.0405174711421794,0.021864549529311803,0.02570294595488223,0.03757903679774211,0.03804192506613536,0.033208025523872926,0.02885508216610606,0.023346374455913806,0.04343989331801164,0.02801691418316181,0.03724213218666326,0.03257073643352602,0.021324126055668108,0.026030448023964096,0.02132212227825134,0.01759880799337664,0.0245108815792805,0.02322250416887404,0.01713291779976759,0.015022111774620766,0.021893577461729367,0.027263294179405824,0.029188416858421558
0.039666149304584085,0.022091091835340113,0.030066057555905825,0.03982266476425296,0.03821161149861539,0.033254019032021694,0.03028728796581661,0.02345464286361734,0.04445034437806442,0.027932079510406584,0.03681678194314599,0.03184407140804959,0.021970487845457843,0.028466063597230338,0.021498560693449086,0.018990007913792552,0.02446915187372907,0.021647495742247433,0.016525083147630872,0.015116379409492457,0.022126400315603395,0.028015164574476104,0.023653510672066804
0.03855339014924107,0.02204634857902159,0.03285337151698054,0.0415706777887545,0.03820056617209688,0.033384818046511076,0.030885007174280957,0.022790139898941537,0.04444549374427475,0.0273124328714914,0.037051552232157,0.027910438320185825,0.02339040899691534,0.027925617427799986,0.022001727951071966,0.01949503295681611,0.02392937650845297,0.02092661824082829,0.01563238786066261,0.014993314091588777,0.022518997804328946,0.02754185090427088,0.025215119788579054
0.03838113157540323,0.022584894320604995,0.031025704016886962,0.03961801427323485,0.03593164933607359,0.03423266578787423,0.030964808519377843,0.02239044178429112,0.04451920477428951,0.027773779062326212,0.03669752791934182,0.028913009111569948,0.021969439038065565,0.027846208507276083,0.02227585399679346,0.020664485590047296,0.023848747744819338,0.021170559529354645,0.016380761962067582,0.015377470845436699,0.02265511615193472,0.027002090689728128,0.02546928309955071
0.03856554270097665,0.024190558080878874,0.03329835114604668,0.038005537186856536,0.03429901066256194,0.03412424331602722,0.030530167782761193,0.02381345671083829,0.044535850067971484,0.027819854078572036,0.03707053847099398,0.027679391537734528,0.02348398534186961,0.027858559656642374,0.02296423407409233,0.02245464817383903,0.023859785434088673,0.019590880710647844,0.016275586103251055,0.0151147419951921,0.014758148471045895,0.028047287063062518,0.024171859374062958
0.03838553552448376,0.023653071432630665,0.03128495897098623,0.03670062266782034,0.03490432753663175,0.03449578180889609,0.02997962783524419,0.02367328117510082,0.04425572607125142,0.027236556746268254,0.04170538678775193,0.028626968991701265,0.023346190674666378,0.02779898758057941,0.022932020478663696,0.021915243369049233,0.023798736750219568,0.015696604882395396,0.016279268991532234,0.015185755031609054,0.010215900652563604,0.027967111147057598,0.016915405889350428
0.03845131120358468,0.02350158001708673,0.031176223873104956,0.036429109180765556,0.035635783792843705,0.034413913896354356,0.029896592190535268,0.025163567151097126,0.044218655962899395,0.027211595580308046,0.04180733241877005,0.028927138514514686,0.022866960015648297,0.027188236382200765,0.015733899974796833,0.011760875535160104,0.023588188549751633,0.011066497693612391,0.015138534940754423,0.012199572024445713,0.010249001038823225,0.027978633103250664,0.016187949256383456
0.04096600975473552,0.02353647818237026,0.03123719245109504,0.03564330065851293,0.036893788524142435,0.03424034037436873,0.029905050883231744,0.025185056949577445,0.04450405439561218,0.02739776519060655,0.041896077878640206,0.02876629337294247,0.014683129349955382,0.02737524242929722,0.01569134685381141,0.010418894347002747,0.023679413130477268,0.010048971257255027,0.015234030183287822,0.012075821423118412,0.01005896050198069,0.027918174307060218,0.01629583253198861
0.04141547611411301,0.023358224776119246,0.03155764056711767,0.03526065076356322,0.03688782653351557,0.034995552642931596,0.029841370719180395,0.02626093236897364,0.04354453733688356,0.02749664468549715,0.041886452682673304,0.028641806677116077,0.014323121491055248,0.030906036937137442,0.011218098533377654,0.01044411436811968,0.0234355886016693,0.009829441644250612,0.013500481753737383,0.012124386629862392,0.010904426443901256,0.027247286976553216,0.011594428321285861
0.040182311222674794,0.02337219152817708,0.031456828793601815,0.03498997521757899,0.03668596091086519,0.035053418455611045,0.028014036160296,0.026478681864459265,0.0435955297870642,0.02727415358834091,0.04169563713728054,0.028484254206823132,0.013721987975346038,0.029760595416172445,0.010664584538487303,0.01041822084300684,0.02301141502779585,0.009687050492724432,0.009869336852037813,0.0115989607533798,0.010354856968663654,0.027220739815283567,0.011055803763628982
0.0401871459779628,0.024846145522404342,0.026316004630298276,0.03537521476431406,0.03668235036682926,0.03470729804636675,0.026967518052431225,0.027125266704312118,0.04344683872649284,0.026022861712305334,0.04213032822124686,0.027734157607524235,0.013977967755678578,0.029854270650384682,0.01021966343789217,0.010535763663778173,0.022831477926498752,0.009091724777079284,0.00836755409998605,0.011340092290097683,0.010166745504840867,0.02604645139156014,0.011093360732351992
0.04044849829894182,0.024526433982046677,0.01941186327504112,0.035349069921467066,0.03667427984356307,0.034945877973774575,0.027055652999878325,0.027145835901039132,0.04335703705677231,0.02606770252474187,0.03879873540526901,0.026619606496865043,0.009462287170004954,0.029618213454781002,0.010306781167960943,0.010727112629303858,0.023516583677447044,0.008937130510852055,0.00813523852865887,0.011601755995531631,0.007889059139160794,0.025659903174744224,0.010834466292455694
0.0405440671458012,0.024408281045393356,0.014120058116052136,0.03539911929196828,0.03654426594337328,0.035074276660368046,0.028647388939904084,0.02684559311517532,0.04305193067407345,0.026003941685756926,0.03853198160694936,0.026812342237222914,0.008008900718532268,0.029502916778693947,0.010085281902347068,0.009184458859097187,0.023395012077910508,0.008137205631553466,0.00825753181927666,0.011290187638870774,0.007819977260638353,0.025868172893878993,0.010619534952993155
0.04052667257386932,0.023718497133833942,0.014111617840170485,0.03527052978266932,0.03673641306996875,0.03536089054624971,0.02857657656866275,0.02652015318712645,0.04328327426075426,0.025613635713372912,0.03844190611732037,0.01921724093941232,0.007710357086401952,0.028696314892255187,0.010121492763478712,0.009234928669117397,0.02328245600409906,0.007920163840525641,0.007854678418706075,0.009083425761772056,0.007215341902045212,0.0257535835317514,0.008503186515152753
0.0405288279692836,0.023481416371115265,0.010425179062351825,0.03522863221490703,0.03648875803576465,0.03531954639168841,0.02770171472157719,0.02521738077679283,0.04328039826618445,0.02520247526981888,0.03844467232251134,0.020917541216693893,0.007111046363563173,0.028667767852638814,0.009486005577653651,0.00737577814897937,0.022482329164656374,0.007904078279480772,0.00732469819016584,0.008424843256589445,0.006858809710307914,0.025290001542512534,0.008244399906448116
