Iteration,MeanMAE
0,0.025811930075598722
1,0.020877117251754278
2,0.018628295146798278
3,0.017748290055268484
4,0.018426635352890793
5,0.01800369387071002
6,0.017550193958704625
7,0.01717061788170828
8,0.016142940404828787
9,0.014930292057307944
10,0.014548824363543508
11,0.01392736094089959
12,0.013420704685857326
13,0.012709162471248753
14,0.012354860485762299
15,0.012094777661870709
16,0.011882001625895405
17,0.011484421986024075
18,0.010943709029072707
19,0.010803600791031008
20,0.010323894841272638
21,0.010128307426348116
22,0.009915820816510811
23,0.009808219225113435
24,0.009665985965790288
25,0.009349556554458422
26,0.009350597665858319
27,0.009090020359442102
28,0.00880817018889425
29,0.008607303752715803
30,0.008490597676637634
31,0.008327342860515962
32,0.008077385533116292
33,0.007912794290399655
34,0.007812772628069072
35,0.007637270290559673
36,0.007520567077100383
37,0.0075115534379555215
38,0.007355379468461941
39,0.007130862956914197
40,0.006975762294976569
41,0.006902038352824815
42,0.006853629109792066
43,0.006762638528175216
44,0.006713234896906698
45,0.006649034521972473
46,0.0066035958881929605
47,0.006524655150785233
48,0.0064398531893278405
49,0.0063688858323763375
50,0.006345330660469819
51,0.006292291637499205
52,0.006214694894847361
53,0.006182758871729424
54,0.0061074159253797725
55,0.00601390540290258
56,0.005931309231694731
57,0.0058167263721279885
58,0.00573603386836913
59,0.005688251945366133
60,0.005605537135005827
61,0.005539301848401813
62,0.005479681177851586
63,0.005394733819386344
64,0.005311267609116575
65,0.0052776537337975455
66,0.00522821519342132
67,0.005211340799851106
68,0.005171902883692386
69,0.005136735025002645
70,0.005060406473723305
71,0.005008104691796144
72,0.005026222577867039
73,0.004962506668315898
74,0.005007397414126767
75,0.004934816931887738
76,0.004878068854497788
77,0.004643718178577161
78,0.004605071117451571
79,0.004176215369310712
80,0.0041575576155085435
81,0.004041434494659106
82,0.004027461888005009
83,0.0040110594727384204
84,0.003998136616045197
85,0.003994036026711196
86,0.003993415825976446
87,0.003993445705459252
88,0.003975165058153188
89,0.003956367199577487
90,0.003953074507918454
91,0.003951391375372586
