Strategy,StoppingIteration,GradientStableIteration
Random_seed_42,70,70.0
Random_seed_43,71,71.0
Random_seed_44,44,44.0
Random_seed_45,100,57.0
Random_seed_46,83,83.0
Random_seed_47,74,74.0
Random_seed_48,100,
Random_seed_49,85,85.0
Random_seed_50,84,84.0
Random_seed_51,100,100.0
